fandom,bullet_type,idx,region,keywords,match_class,strict_region,mention_type,snippet
god,loyalty,1,부산,부산,불확실,부산,활동, 26주년 완전체 콘서트(서울 3회·부산 2회 총 5회)가 전석 매진되어 언론이 
god,loyalty,4,서울,서울,불확실,서울,활동,인원이 많아 3일에 걸쳐 진행되거나 서울종합운동장에서 개최될 정도로 규모가 컸다
god,loyalty,5,서울,서울,불확실,서울,활동,데뷔 25주년인 2024년 9월 서울 올림픽공원에서 연 단독 콘서트 'CHAP
god,loyalty,9,인천,인천,불확실,인천,활동,"2시 티켓링크 예매 개시 3분 만에 인천 무료 콘서트(정원 51,900명) 티켓이"
god,loyalty,11,서울,서울,불확실,서울,활동,2025년 12월 서울·부산 'ICONIC BOX' 콘서트 5회
god,loyalty,11,부산,부산,불확실,부산,활동,2025년 12월 서울·부산 'ICONIC BOX' 콘서트 5회 공연
god,loyalty,13,서울,서울,불확실,서울,활동,"2023년 11월 서울, 12월 대구·부산에서 열린 'god's"
god,loyalty,13,부산,부산,지명 확인,부산,활동,"023년 11월 서울, 12월 대구·부산에서 열린 'god's MASTERPIEC"
god,loyalty,13,대구,대구,지명 확인,대구,활동,"2023년 11월 서울, 12월 대구·부산에서 열린 'god's MASTERP"
god,loyalty,19,서울,서울,불확실,서울,활동,"완전체 콘서트(ICONIC BOX, 서울 KSPO돔 12/5~7, 부산 BEXCO"
god,loyalty,19,부산,부산,불확실,부산,활동,"X, 서울 KSPO돔 12/5~7, 부산 BEXCO 12/20~21) 전 5회차 "
god,loyalty,22,서울,서울,불확실,서울,활동,에 완전체로 뭉쳐 2022년 12월 서울 올림픽공원 KSPO돔에서 열린 연말 콘서
god,loyalty,30,서울,서울,지명 확인,서울,활동,서트 'ICONIC BOX'를 열어 서울(체조경기장 3회)과 부산(벡스코) 공연 
god,loyalty,30,부산,부산,불확실,부산,활동,'를 열어 서울(체조경기장 3회)과 부산(벡스코) 공연 모두 전석 매진시켰다.
god,loyalty,39,서울,서울,불확실,서울,활동,말 콘서트 '2022 god ON' 서울(올림픽공원 체조경기장 3일)·부산(벡스코
god,loyalty,39,부산,부산,불확실,부산,활동, 서울(올림픽공원 체조경기장 3일)·부산(벡스코 2일) 공연이 4년 만의 완전체 
god,loyalty,41,서울,서울,지명 확인,서울,활동,"데뷔 26주년 기념 완전체 콘서트가 서울 3회(올림픽공원 KSPO DOME), 부"
god,loyalty,41,부산,부산,불확실,부산,활동,"회(올림픽공원 KSPO DOME), 부산 2회(벡스코) 등 총 5회 공연 전석 매"
god,loyalty,43,서울,서울,지명 확인,서울,기타, 부문 1위를 차지했고 이를 기념해 서울 전역 CU 편의점 1000여 곳에 광고가
god,spillover,14,서울,서울,불확실,서울,활동," 콘서트 'MASTERPIECE'가 서울뿐 아니라 부산, 대구에서도 열려 전 지역"
god,spillover,14,부산,부산,지명 확인,부산,활동,"STERPIECE'가 서울뿐 아니라 부산, 대구에서도 열려 전 지역에서 매진을 기"
god,spillover,14,대구,대구,지명 확인,대구,활동,"PIECE'가 서울뿐 아니라 부산, 대구에서도 열려 전 지역에서 매진을 기록했다."
god,spillover,33,인천,인천,지명 확인,인천,활동," 50년, god 25년' 기획으로 인천 송도 달빛축제공원에서 야외 무료 콘서트가"
god,spillover,35,서울,서울,지명 확인,서울,활동, 예정이라 밝혔고 7월 12~13일 서울에서 콘서트가 열린다고 보도했다.
god,spillover,44,서울,서울,불확실,서울,활동,·헨리 등이 참여했으며 1월 13일 서울 올림픽체조경기장에서 기념 콘서트를 연다고
god,spillover,45,서울,서울,불확실,서울,활동,"참사 기부 싱글과 정규 8집, 7월 서울 잠실 15주년 콘서트를 예고했다고 보도했"
god,spillover,46,대구,대구,지명 확인,대구,활동,코리아부는 2023년 12월 23일 대구 콘서트에서 영하의 추위 속 장시간 야외 
HOT,loyalty,22,서울,서울,불확실,서울,활동,H.O.T.는 2001년 서울올림픽주경기장에서 8만석 규모의 콘서트 티
HOT,loyalty,24,서울,서울,지명 확인,서울,활동,~14일 17년 만의 단독 콘서트를 서울 잠실종합운동장 주경기장에서 열어 2회 공
HOT,loyalty,31,서울,서울,불확실,서울,활동,five Of Teenagers'는 서울올림픽주경기장에서 약 5만여 명을 동원했으
HOT,loyalty,32,인천,인천,불확실,인천,활동,H.O.T.는 2025년 11월 인천 인스파이어 아레나에서 열린 한터 뮤직 페
HOT,loyalty,33,서울,서울,지명 확인,서울,활동,주년을 기념해 2026년 9월 5일 서울 강서구 KOMCA홀에서 'H.O.T. 3
HOT,spillover,4,서울,서울,불확실,서울,활동,1999년 한국 가수 최초로 서울올림픽체조경기장 단독 콘서트를 개최했다
HOT,spillover,11,인천,인천,지명 확인,인천,활동, 11월22~23일 한터뮤직페스티벌(인천 영종도 인스파이어 아레나)에서 2019년
HOT,spillover,18,인천,인천,지명 확인,인천,활동,T.가 해체 후 6년 만에 완전체로 인천 영종도에서 콘서트를 열고 팬들과 만난다.
HOT,spillover,39,서울,서울,불확실,서울,활동,H.O.T.는 한국 최초로 서울올림픽주경기장 단독 콘서트를 허가받기까지 
HOT,spillover,49,서울,서울,지명 확인,서울,활동,2025년 8월 서울월드컵경기장에서 열릴 예정이던 한터뮤직페스
HOT,spillover,50,인천,인천,불확실,인천,활동,2025년 11월 인천 인스파이어 아레나에서 열린 한터뮤직페스티
잭스키스,loyalty,4,서울,서울,불확실,서울,활동,2018년 10월 서울 올림픽체조경기장에서 열린 재결합 콘서트 
잭스키스,loyalty,16,서울,서울,지명 확인,서울,활동,"젝스키스 서울 콘서트 2만석 전석 매진, 티켓을 구하지"
잭스키스,loyalty,16,부산,부산,지명 확인,부산,활동,", 티켓을 구하지 못한 팬들이 대구·부산 지방 투어로 몰리며 티켓 경쟁 심화"
잭스키스,loyalty,16,대구,대구,지명 확인,대구,활동," 매진, 티켓을 구하지 못한 팬들이 대구·부산 지방 투어로 몰리며 티켓 경쟁 심화"
잭스키스,loyalty,20,부산,부산,지명 확인,부산,연고,고 온라인 모금을 통해 그의 고향인 부산 감천1동의 저소득 가정 30가구에 선풍기
잭스키스,loyalty,22,부산,부산,지명 확인,부산,연고,키스 팬클럽이 멤버 김재덕의 고향인 부산광역시 사하구 감천동 주민들에게 선풍기 3
잭스키스,loyalty,23,부산,부산,지명 확인,부산,활동,부산원아시아페스티벌 젝스키스 무대에서 관객석이
잭스키스,loyalty,27,부산,부산,지명 확인,부산,연고,온라인으로 비용을 모아 그의 고향인 부산 감천동 저소득 가정 30가구에 선풍기 3
잭스키스,loyalty,29,광주,광주,지명 확인,광주,활동,12월 9일 20주년 기념 전국투어 광주 공연에서 팬클럽 회원들이 쌀 520kg이
잭스키스,loyalty,30,서울,서울,지명 확인,서울,활동," 후 5시간 만에 팬 5,808명이 서울월드컵경기장에 모여 16년 만의 재회를 함"
잭스키스,loyalty,33,서울,서울,불확실,서울,활동,젝스키스는 2016년 9월 서울 올림픽공원 체조경기장에서 재결합 콘서트 
잭스키스,loyalty,36,부산,부산,지명 확인,부산,활동,부산원아시아페스티벌 젝스키스 무대를 보기 위해
잭스키스,spillover,13,부산,부산,지명 확인,부산,활동,젝스키스가 대구와 부산에서 콘서트를 열어 지방 팬들과 만났다.
잭스키스,spillover,13,대구,대구,지명 확인,대구,활동,젝스키스가 대구와 부산에서 콘서트를 열어 지방 팬들과 만
잭스키스,spillover,14,부산,부산,불확실,부산,활동,젝스키스가 부산 벡스코(BEXCO)에서 크리스마스 시즌 
잭스키스,spillover,15,부산,부산,지명 확인,부산,활동,젝스키스가 부산원아시아페스티벌 개막 공연 마지막 무대에 
잭스키스,spillover,16,부산,부산,지명 확인,부산,활동,만에 음악방송 무대에 선 젝스키스가 부산원아시아페스티벌 개막 공연에서 완벽한 무대
잭스키스,spillover,18,경기,수원,불확실,경기,기타,"스키스(은지원, 이재진, 김재덕, 장수원)가 데뷔 기념일에 맞춰 KT Seezn "
잭스키스,spillover,25,경기,수원,불확실,경기,기타,", 채널에는 은지원·이재진·김재덕·장수원 4인 체제 활동 정보가 게시되어 있다."
잭스키스,spillover,27,충북,충북,불확실,충북,연고,스(젝스키스) 출신 강성훈이 이어서 충북 마약퇴치운동본부 홍보대사로 추가 위촉되어
잭스키스,spillover,30,서울,서울,지명 확인,서울,활동," MBC '무한도전' 출연을 계기로 서울월드컵경기장에서 게릴라 콘서트를 열었고, "
잭스키스,spillover,31,서울,서울,불확실,서울,활동," 데뷔 첫해 대한민국 영상음반대상, 서울가요대상, KBS 가요대상 등 주요 시상식"
잭스키스,spillover,33,서울,서울,지명 확인,서울,활동," 시상식에서 남자그룹 퍼포먼스상을, 서울가요대상에서 본상을 수상했다."
잭스키스,spillover,40,부산,부산,지명 확인,부산,활동,8월 동료 멤버 토니안이 방송에서 '부산에서 별거 후 지내고 있다'고 근황을 공개
잭스키스,spillover,41,경남,남해,불확실,경남,기타,"孩)""(한국 남자 그룹 젝스키스(수정남해))로 표기되어 있다."
보아,loyalty,9,서울,서울,불확실,서울,활동,년 맞아 2025년 8월30~31일 서울 잠실실내체육관에서 공식 팬클럽 '점핑보아
보아,loyalty,13,서울,서울,불확실,서울,기타,재하며 일본 팬덤명은 영어 단어와 '서울'의 이중적 의미를 담아 한국 정체성과의 
보아,loyalty,27,서울,서울,불확실,서울,활동,기념해 2025년 8월 30~31일 서울 잠실실내체육관에서 팬클럽 '점핑보아'와 
보아,spillover,34,서울,서울,지명 확인,서울,활동,보아는 2003년 2월 서울특별시 홍보대사로 위촉되어 서울을 알리는 
보아,spillover,41,서울,서울,불확실,서울,활동,일본 매체 스포츠서울 일본판(sportsseoulweb.jp)
싸이,loyalty,4,부산,부산,지명 확인,부산,활동, 의정부·대전·과천·속초·수원·대구·부산·광주 등 9개 도시 16회차로 진행되었으
싸이,loyalty,4,대구,대구,지명 확인,대구,활동,작으로 의정부·대전·과천·속초·수원·대구·부산·광주 등 9개 도시 16회차로 진행
싸이,loyalty,4,인천,인천,지명 확인,인천,활동,mmer Swag 2025' 투어는 인천 아시아드 주경기장을 시작으로 의정부·대전
싸이,loyalty,4,광주,광주,지명 확인,광주,활동,"부·대전·과천·속초·수원·대구·부산·광주 등 9개 도시 16회차로 진행되었으며, "
싸이,loyalty,4,대전,대전,불확실,대전,활동,아시아드 주경기장을 시작으로 의정부·대전·과천·속초·수원·대구·부산·광주 등 9개
싸이,loyalty,4,경기,수원|의정부,지명 확인,경기,활동,을 시작으로 의정부·대전·과천·속초·수원·대구·부산·광주 등 9개 도시 16회차로
싸이,loyalty,4,강원,속초,지명 확인,강원,활동,경기장을 시작으로 의정부·대전·과천·속초·수원·대구·부산·광주 등 9개 도시 16
싸이,loyalty,14,서울,서울,지명 확인,서울,활동,27일 의정부를 시작으로 대구·인천·서울대공원·원주·수원·광주·부산·대전 등 9개
싸이,loyalty,14,부산,부산,불확실,부산,활동,구·인천·서울대공원·원주·수원·광주·부산·대전 등 9개 도시에서 총 14회 공연으
싸이,loyalty,14,대구,대구,지명 확인,대구,활동,어가 6월 27일 의정부를 시작으로 대구·인천·서울대공원·원주·수원·광주·부산·대
싸이,loyalty,14,인천,인천,지명 확인,인천,활동,6월 27일 의정부를 시작으로 대구·인천·서울대공원·원주·수원·광주·부산·대전 등
싸이,loyalty,14,광주,광주,불확실,광주,활동,로 대구·인천·서울대공원·원주·수원·광주·부산·대전 등 9개 도시에서 총 14회 
싸이,loyalty,14,대전,대전,불확실,대전,활동,천·서울대공원·원주·수원·광주·부산·대전 등 9개 도시에서 총 14회 공연으로 확
싸이,loyalty,14,경기,수원|의정부,지명 확인,경기,활동,시작으로 대구·인천·서울대공원·원주·수원·광주·부산·대전 등 9개 도시에서 총 1
싸이,loyalty,14,강원,원주,불확실,강원,활동,부를 시작으로 대구·인천·서울대공원·원주·수원·광주·부산·대전 등 9개 도시에서 
싸이,loyalty,15,강원,속초,지명 확인,강원,활동,"2025년 8월 속초 공연에 총 2만3,855명이 운집했고 이"
싸이,loyalty,20,부산,부산,지명 확인,부산,활동,싸이가 2025년 부산에서 열리는 전국체육대회 및 전국장애인체육
싸이,loyalty,27,서울,서울,지명 확인,서울,활동,8년 싸이의 '흠뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시 8회 공연
싸이,loyalty,27,부산,부산,지명 확인,부산,활동,2018년 싸이의 '흠뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시
싸이,loyalty,27,대구,대구,지명 확인,대구,활동,2018년 싸이의 '흠뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시 8회
싸이,loyalty,27,인천,인천,불확실,인천,활동, '흠뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시 8회 공연 티켓 약 
싸이,loyalty,27,광주,광주,불확실,광주,활동,뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시 8회 공연 티켓 약 20만
싸이,loyalty,27,대전,대전,지명 확인,대전,활동,싸이의 '흠뻑쇼'는 부산·대구·서울·대전·인천·광주 등 6개 도시 8회 공연 티켓
싸이,spillover,0,경기,의정부,지명 확인,경기,활동,2025년 흠뻑쇼 의정부 공연은 관객 약 3만3천 명을 모으며 
싸이,spillover,1,강원,속초,지명 확인,강원,활동,"2025년 흠뻑쇼 속초 공연은 관객 2만3,855명 중 약 88"
싸이,spillover,1,전북,전주,일반어·비지명,,활동,", 하루 소비 금액이 약 75억 원(전주 대비 25% 이상 증가)에 달했다"
싸이,spillover,2,강원,원주,지명 확인,강원,활동,원주시 등 지자체들이 '흠뻑쇼' 유치를 통해 
싸이,spillover,13,강원,속초,지명 확인,강원,활동,"2025년 7월26일 속초 흠뻑쇼 관객 2만3,855명 중 88%가"
싸이,spillover,13,전북,전주,불확실,전북,활동," 콘서트 당일 소비액 75억원 이상(전주比 23%↑), 외지인 22.26%는 24"
싸이,spillover,14,경기,의정부,불확실,경기,기타,2025년 7월5일 의정부 흠뻑쇼(관객 약 3만명)로 지역 경제효
싸이,spillover,21,경기,의정부,불확실,경기,활동,2025년 7월 의정부 흠뻑쇼 공연의 경제효과가 직접소비 약 
싸이,spillover,22,강원,속초,지명 확인,강원,활동,2025년 8월 속초 공연 당일 소비 규모가 약 75억원(전주
싸이,spillover,22,전북,전주,일반어·비지명,,활동,"공연 당일 소비 규모가 약 75억원(전주 대비 25% 이상 증가)에 달했고, 관람"
싸이,spillover,23,서울,서울,지명 확인,서울,활동,2024년 과천 서울대공원 공연 당시 과천시가 공연장 아르바이
싸이,spillover,31,서울,서울,지명 확인,서울,기타,서울 강남구가 싸이의 '강남스타일'을 기념해 
싸이,spillover,32,인천,인천,지명 확인,인천,활동,인천 아시아드주경기장에서 열린 싸이 흠뻑쇼 2
싸이,spillover,49,서울,서울,불확실,서울,활동,싸이는 2015년 6월 30일 서울 용산 국방컨벤션에서 열린 위촉식에서 20
싸이,spillover,49,경북,경북,지명 확인,경북,활동,컨벤션에서 열린 위촉식에서 2015 경북문경 세계군인체육대회 조직위원회의 홍보대사
싸이,spillover,50,부산,부산,지명 확인,부산,활동,싸이는 2025년 10월 부산에서 열리는 전국체육대회 및 전국장애인체육
싸이,spillover,55,부산,부산,지명 확인,부산,활동,쇼 SUMMER SWAG 2026' 부산 공연(8월 15일)에서 발생한 불꽃놀이 
싸이,spillover,57,대구,대구,지명 확인,대구,기타,iM뱅크(대구은행 계열 시중은행 전환 iM금융그룹)가 
싸이,spillover,60,대구,대구,지명 확인,대구,기타,"5년 4월 iM금융그룹·iM뱅크(옛 대구은행, 시중은행 전환 1주년 기념)의 신규"
싸이,spillover,90,서울,서울,지명 확인,서울,기타,불법 처방 의혹으로 2025년 8월 서울에서 경찰 조사를 받았다고 보도했다.
아이유,loyalty,3,서울,서울,불확실,서울,활동,"각 1억 원, 2026년(생일)에는 서울아산병원 등 5개 단체에 총 3억 원을 기"
아이유,loyalty,3,충남,아산,불확실,충남,활동,"1억 원, 2026년(생일)에는 서울아산병원 등 5개 단체에 총 3억 원을 기부했"
아이유,loyalty,8,서울,서울,지명 확인,서울,활동,년 'Real Fantasy' 투어 서울 오픈 공연 티켓이 예매 개시 30분 만에
아이유,loyalty,9,서울,서울,지명 확인,서울,활동,월 'IU HEREH 월드투어' 중 서울월드컵경기장 공연으로 통산 100회차 콘서
아이유,loyalty,10,서울,서울,불확실,서울,활동,2022년 9월 서울올림픽주경기장에서 단독 콘서트를 연 최초의
아이유,loyalty,16,서울,서울,지명 확인,서울,활동,"아이유, 2024년9월 서울월드컵경기장 여성 가수 최초 단독 콘서트,"
아이유,loyalty,21,서울,서울,지명 확인,서울,활동,2024년 서울 4회 공연(약 5만 3000석 규모) '
아이유,loyalty,22,서울,서울,불확실,서울,활동,"나' 명의로 3억 원을 기부했으며, 서울아산병원(1억 원)을 비롯해 함께걷는아이들"
아이유,loyalty,22,충남,아산,불확실,충남,활동," 명의로 3억 원을 기부했으며, 서울아산병원(1억 원)을 비롯해 함께걷는아이들·한"
아이유,loyalty,29,경기,경기도,지명 확인,경기,연고,"아이유가 '제2의 고향'이라 부르는 경기도 양평군에 매년 기부금을 전달해왔으며, "
아이유,loyalty,37,서울,서울,불확실,서울,활동,'유애나'는 데뷔 16주년을 기념해 서울 사랑의열매에 아이유의 데뷔일 기념 숫자인
아이유,loyalty,38,서울,서울,불확실,서울,활동,"팬클럽 유애나와 함께 총 3억 원을 서울아산병원, 함께걷는아이들, 우유배달 봉사단"
아이유,loyalty,38,충남,아산,불확실,충남,활동,"럽 유애나와 함께 총 3억 원을 서울아산병원, 함께걷는아이들, 우유배달 봉사단체,"
아이유,spillover,17,서울,서울,지명 확인,서울,활동,2024년 서울월드컵경기장 앙코르 콘서트(약 10만 70
아이유,spillover,35,인천,인천,지명 확인,인천,활동,유가 2025년 7월 25일 관세청 인천공항본부세관 홍보대사로 위촉되어 위촉식 후
아이유,spillover,48,제주,제주,불확실,제주,기타,제주삼다수는 2020년부터 아이유를 브랜드 모
아이유,spillover,55,제주,제주,불확실,제주,기타,제주삼다수는 2020~2023년 4년 연속 아
아이유,spillover,64,서울,서울,지명 확인,서울,연고,"아이유(본명 이지은, 1993년생, 서울 출신)의 2008년 활동 시작, 2009"
비비,loyalty,1,서울,서울,지명 확인,서울,활동,독 월드투어 'EVE'를 진행했으며 서울 공연은 올림픽공원 올림픽홀에서 3회(5/
비비,loyalty,3,서울,서울,지명 확인,서울,활동,2025년 5월 서울을 시작으로 첫 월드투어 'EVE'를 북미
비비,loyalty,6,서울,서울,지명 확인,서울,활동, 첫 월드투어 'Eve'를 발표했고 서울 공연은 5월 16~18일 올림픽홀에서 열
비비,loyalty,12,서울,서울,불확실,서울,활동,"Eve World Tour' 개최, 서울 올림픽홀 공연으로 개막(5.16-18)"
비비,spillover,8,부산,부산,불확실,부산,기타,영화 '화란'이 칸 영화제와 부산국제영화제에 상영되며 해외 영화계에 소개됐
비비,spillover,18,서울,서울,지명 확인,서울,활동,남서울대학교 축제 공연에서 비비의 비속어 발언에
비비,spillover,23,광주,광주,지명 확인,광주,활동,5월 전북대학교(전주)와 조선대학교(광주) 대학축제에 잇달아 출연
비비,spillover,23,전북,전북|전주,불확실,전북,활동,비비(BIBI)가 2026년 5월 전북대학교(전주)와 조선대학교(광주) 대학축제
비비,spillover,24,광주,광주,지명 확인,광주,활동,비비(BIBI)가 조선대학교(광주) 대학축제에 출연
비비,spillover,28,부산,부산,불확실,부산,활동,으로 제76회 칸 영화제와 제28회 부산국제영화제에 참석했다. 또한 2018년 S
비비,spillover,44,서울,서울,불확실,서울,활동,비비가 '워터밤 서울 2026' 무대에서의 선정성 논란에 대해
비비,spillover,45,울산,울산,지명 확인,울산,연고," 비비(본명 김형서, 1998년생, 울산 출신)의 2019년 5월 15일 'BIN"
윤하,loyalty,5,서울,서울,불확실,서울,활동,데뷔 20주년을 맞아 2024년 서울 블루스퀘어에서 열린 소극장 콘서트(201
윤하,loyalty,10,서울,서울,불확실,서울,활동,"2023년 서울가요대상 발라드상, 서클차트뮤직어워즈 락&"
윤하,loyalty,22,서울,서울,불확실,서울,활동,윤하는 2024년 2월 3~4일 서울 KSPO돔에서 단독 콘서트를 열어 양일 
윤하,loyalty,28,서울,서울,불확실,서울,활동,뷔 20주년 기념 콘서트 '스물'은 서울 KSPO DOME에서 2월 3~4일 이틀
윤하,spillover,3,서울,서울,지명 확인,서울,활동,20주년 기념으로 서울·대전·대구·광주·부산 등 다도시 릴레이 
윤하,spillover,3,부산,부산,지명 확인,부산,활동,"주년 기념으로 서울·대전·대구·광주·부산 등 다도시 릴레이 콘서트 20회, 전시,"
윤하,spillover,3,대구,대구,지명 확인,대구,활동,20주년 기념으로 서울·대전·대구·광주·부산 등 다도시 릴레이 콘서트 20
윤하,spillover,3,광주,광주,지명 확인,광주,활동,"20주년 기념으로 서울·대전·대구·광주·부산 등 다도시 릴레이 콘서트 20회, "
윤하,spillover,3,대전,대전,지명 확인,대전,활동,20주년 기념으로 서울·대전·대구·광주·부산 등 다도시 릴레이 콘서트
윤하,spillover,17,부산,부산,지명 확인,부산,활동,"의 전국투어 콘서트가 인천, 대구, 부산에서 개최되며 20회 릴레이 콘서트의 대미"
윤하,spillover,17,대구,대구,지명 확인,대구,활동,"윤하의 전국투어 콘서트가 인천, 대구, 부산에서 개최되며 20회 릴레이 콘서트"
윤하,spillover,17,인천,인천,지명 확인,인천,활동,"윤하의 전국투어 콘서트가 인천, 대구, 부산에서 개최되며 20회 릴레이"
윤하,spillover,29,부산,부산,지명 확인,부산,활동,윤하는 2023년 부산에서 열린 기후위기 주제의 '제2회 하나뿐
윤하,spillover,32,부산,부산,지명 확인,부산,활동,부산에서 열린 '제2회 하나뿐인 지구영상제'(
윤하,spillover,40,서울,서울,불확실,서울,기타,"크 베스트 솔로 아티스트상, 하이원 서울가요대상 발라드상을 수상했다."
윤하,spillover,47,서울,서울,지명 확인,서울,연고," 윤하(본명 고윤하, 1988년생, 서울 출신)의 2004년 일본 음악활동 시작,"
청하,spillover,24,충북,충북,지명 확인,충북,활동,충북대학교 축제(2025.9.18)에서 청하 
청하,spillover,33,강원,강원|속초,지명 확인,강원,활동,가수 청하가 2025년 8월 강원 속초에서 열린 'WATERBOMB SOK
청하,spillover,34,인천,인천,지명 확인,인천,활동,가수 청하가 2019년 10월 6일 인천아시아드주경기장에서 열린 'SBS 슈퍼콘서
청하,spillover,56,서울,서울,불확실,서울,연고,"체 Arageek이 청하(1996년 서울 출생)의 JYP 연습생 3년, <프로듀스"
최예나,loyalty,4,경북,구미,지명 확인,경북,기타,22년 소속사가 공식 팬클럽명을 '지구미(Jigumi)'로 공식 발표했다.
최예나,loyalty,5,경북,구미,지명 확인,경북,기타,공식 팬클럽명 '지구미'가 2기 모집을 인터파크/NOL 티켓을 
최예나,loyalty,7,경북,구미,지명 확인,경북,기타,"공식 팬덤명은 '지구미', 슬로건은 '봉구미'다"
최예나,loyalty,14,경북,구미,지명 확인,경북,기타,"ial fan club name ""지구미"" (JIGUMI) was announce"
최예나,loyalty,19,경북,구미,지명 확인,경북,기타,"최예나의 공식 팬덤 명칭은 '지구미'이며 응원봉은 '봉구미', 공식 팬클럽은"
최예나,loyalty,21,경북,구미,지명 확인,경북,활동,미팅 투어를 이어가고 있어 팬덤('지구미')의 지속적 결집을 보여준다
최예나,loyalty,23,경기,경기도|부천,지명 확인,경기,활동,IAF)의 공식 홍보대사로 선정되어 경기도 부천시에서 관련 홍보 활동을 진행했다.
최예나,loyalty,32,경북,구미,지명 확인,경북,활동,"전석 매진시켰으며, 공식 팬덤명 '지구미'의 성원에 감사를 표했다."
최예나,loyalty,33,경북,구미,지명 확인,경북,기타, '베리즈'를 오픈해 공식 팬덤 '지구미'와의 소통을 확대했다.
최예나,loyalty,34,경북,구미,지명 확인,경북,활동,"렸으며, 안내 페이지는 '타이베이 지구미(팬덤)의 열렬한 지지'를 언급했다."
최예나,spillover,4,경기,부천,불확실,경기,활동,부천국제애니메이션페스티벌(BIAF) 홍보대사로
최예나,spillover,33,서울,서울,지명 확인,서울,활동,"최예나가 2026년 5월 서강대학교(서울) 대학축제에 비비, 김장훈 등과 함께 출"
최예나,spillover,44,경기,부천,불확실,경기,활동,최예나가 2023년 8월 부천국제애니메이션페스티벌(BIAF) 홍보대사로
권은비,loyalty,3,서울,서울,지명 확인,서울,활동,단독 콘서트 'THE RED'를 서울에서 성공적으로 마친 뒤 타이베이·마카오·
권은비,loyalty,17,서울,서울,불확실,서울,활동,"로 확장 중이며, 2026년 상반기 서울과학기술대·동아대·숭실대 등 대학 입학식 "
권은비,loyalty,19,전남,목포|전남,지명 확인,전남,연고,"권은비는 전남 목포시 출신으로, 2025년 목포대학교 "
권은비,spillover,3,서울,서울,지명 확인,서울,활동,2025년 7월 6일 워터밤 서울 공연에서 강렬한 복귀 무대로 화제가 되어
권은비,spillover,5,부산,부산,불확실,부산,활동,같은 해 7월 26일 워터밤 부산 출연이 예정되어 여름 페스티벌 시즌 전반
권은비,spillover,11,서울,서울,불확실,서울,활동,"36회 골든디스크 신인상, 제31회 서울가요대상 신인상 등 데뷔 해 주요 시상식 "
권은비,spillover,30,서울,서울,지명 확인,서울,활동,"2025년 '워터밤 서울'에도 재출연, '원조 워터밤 여신' 재확"
권은비,spillover,33,전남,목포,지명 확인,전남,활동,목포대학교 축제 현장 분위기를 담은 영상에서 
권은비,spillover,41,대구,대구,지명 확인,대구,활동,2026년 5월 20~22일 대구 경북대학교 대학축제 라인업에 권은비 출연
권은비,spillover,41,경북,경북,지명 확인,경북,활동,2026년 5월 20~22일 대구 경북대학교 대학축제 라인업에 권은비 출연(지코
권은비,spillover,51,서울,서울,지명 확인,서울,활동, 발탁되며 얻은 수입 등을 바탕으로 서울 성동구에 24억원 상당의 단독주택형 건물
츄,loyalty,2,서울,서울,불확실,서울,활동,2025년 12월 서울 신한카드 SOL페이 스퀘어 라이브홀에서 
츄,loyalty,20,서울,서울,불확실,서울,활동,가수 츄는 2024년 8월 서울교통공사에 의해 서울지하철 공식 홍보대사로
츄,loyalty,22,대전,대전,불확실,대전,활동,"츄가 대전 카이스트, 대전 한남대학교 등 대학축제 "
츄,loyalty,23,경북,경북|구미,지명 확인,경북,활동,츄가 경북 구미 금오공과대학교 대학축제 무대에 출연
츄,loyalty,24,충북,충북,불확실,충북,활동,츄가 충북 제천 중원대학교 대학축제 무대에 출연했다
츄,loyalty,25,인천,인천,불확실,인천,활동,츄가 인천 한국폴리텍대학 인천캠퍼스 대학축제 무대에
츄,loyalty,26,경기,경기도|성남,지명 확인,경기,활동,츄가 경기도 성남시 가천대학교 'Water Fest
츄,spillover,8,서울,서울,불확실,서울,활동,2024년 서울교통공사(서울지하철) 공식 홍보대사로 위촉
츄,spillover,38,대구,대구,지명 확인,대구,활동,츄는 DGB대구은행의 모바일뱅킹 서비스 'iM뱅크' 광고
츄,spillover,42,대구,대구,지명 확인,대구,기타,"2023년 10월 iM뱅크(옛 대구은행, DGB금융그룹)가 츄를 광고 모델로"
츄,spillover,47,대구,대구,지명 확인,대구,활동,"' 광고, 2023~2024년 DGB대구은행 'iM뱅크' 광고에 다수 영상으로 출"
10CM,loyalty,10,서울,서울,불확실,서울,활동,13년 2월 23일 인디밴드 최초로 서울 올림픽공원 체조경기장에서 단독 공연을 열
10CM,loyalty,18,서울,서울,지명 확인,서울,활동,To 10CM: Chapter 1' 서울 공연 티켓 오픈 및 팬콘서트 'THE M
10CM,loyalty,21,서울,서울,불확실,서울,활동, 10CM: Chapter 1>'을 서울·부산·방콕·싱가포르·타이베이·도쿄·홍콩·
10CM,loyalty,21,부산,부산,불확실,부산,활동,CM: Chapter 1>'을 서울·부산·방콕·싱가포르·타이베이·도쿄·홍콩·대전 
