출처,스크립트,목록명,언어,세부언어,불용어,비고
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,JAPANESE_STOPWORDS,일본어,ja,もの,fugashi 명사·동사·형용사 채택 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,JAPANESE_STOPWORDS,일본어,ja,よう,fugashi 명사·동사·형용사 채택 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,JAPANESE_STOPWORDS,일본어,ja,を,fugashi 명사·동사·형용사 채택 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,一个,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,与,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,为,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,之,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,也,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,了,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,以,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,但,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,其,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,又,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,及,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,和,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,因为,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,在,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,地,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,对,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,就,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,并,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,很,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,得,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,或,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,所以,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,是,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,此,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,的,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,着,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,而,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,而且,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,被,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,这个,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,那个,jieba 분리 후 제외
B. 최종 코퍼스 토큰 빈도,build_bullet_token_frequency_csv_v7.py,CHINESE_STOPWORDS,중국어,zh,都,jieba 분리 후 제외
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กระทั่ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กระทำ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กระนั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กระผม,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กลับ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กลุ่ม,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กลุ่มก้อน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กลุ่มๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กล่าว,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กล่าวคือ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กว่า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กว้าง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กว้างขวาง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กว้างๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันดีกว่า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันดีไหม,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันนะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันเถอะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันเอง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันและกัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กันไหม,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กับ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,การ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กำลัง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กำลังจะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กำหนด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,กู,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็คือ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็จะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ดี,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ตาม,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ตามที,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ตามแต่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ต่อเมื่อ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็แค่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็แล้วแต่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก็ได้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก่อน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก่อนหน้า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก่อนหน้านี้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ก่อนๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะที่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะนั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะนี้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะหนึ่ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะเดียวกัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะใด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขณะใดๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขวาง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขวางๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขอ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ของ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขาด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ขึ้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้าง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้างต้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้างบน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้างล่าง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้างเคียง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้างๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้าพเจ้า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ข้าฯ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คงจะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คงอยู่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครบ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครบครัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครบถ้วน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครับ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งกระนั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งก่อน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งครา,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งคราว,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งที่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งนั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งนี้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งละ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งหนึ่ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งหลัง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งหลังสุด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งใด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งไหน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครั้งๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครา,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราที่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครานั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ครานี้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราว,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวก่อน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวที่,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวนั้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวนี้,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวละ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวหนึ่ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวหน้า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวหลัง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวโน้น,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวใด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวไหน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราวๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราหนึ่ง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราใด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คราไหน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้าย,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้ายกัน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้ายกันกับ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้ายกับ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้ายกับว่า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คล้ายว่า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ควร,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ความ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คำ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คิด,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คิดว่า,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คือ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คุณ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,คุณๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อน,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อนข้าง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อนข้างจะ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อนมาทาง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อย,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อยไปทาง,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่อยๆ,"pythainlp 내장, newmm 경로에서 제외"
C. pythainlp 내장,pythainlp 5.3.7 corpus.thai_stopwords(),THAI_STOPWORDS,태국어,th,ค่ะ,"pythainlp 내장, newmm 경로에서 제외"
