fandom,category,bullet_type,text_years,n_text_years,url_date,url_year,relative_expr,event_year,year_source,text_url_gap
카더가든,솔로,spillover,2025,1,,,,2025,text,
카더가든,솔로,spillover,2021|2026,2,,,,2026,text,
카더가든,솔로,spillover,,0,2025-12-17,2025,,2025,url,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,2025,1,2025-07-14,2025,,2025,text,0
카더가든,솔로,spillover,2024,1,2024-09-30,2024,,2024,text,0
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,2025,1,,,,2025,text,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,2018|2025,2,,,,2025,text,
카더가든,솔로,spillover,2018|2019|2024,3,,,,2024,text,
카더가든,솔로,spillover,2018|2019,2,,,,2019,text,
카더가든,솔로,spillover,2025|2026,2,,,,2026,text,
카더가든,솔로,spillover,2021|2025,2,,,,2025,text,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,2026,1,,,,2026,text,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,,0,,,1,,none,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,,0,,,,,none,
카더가든,솔로,spillover,2021|2026,2,,,,2026,text,
카더가든,솔로,spillover,2024,1,,,,2024,text,
Zion.T,솔로,loyalty,2015,1,,,,2015,text,
Zion.T,솔로,loyalty,2014|2015,2,,,,2015,text,
Zion.T,솔로,loyalty,2016,1,,,,2016,text,
Zion.T,솔로,loyalty,2017,1,,,,2017,text,
Zion.T,솔로,loyalty,2024,1,,,,2024,text,
Zion.T,솔로,loyalty,2015,1,,,,2015,text,
Zion.T,솔로,loyalty,2015,1,,,,2015,text,
Zion.T,솔로,loyalty,2024,1,,,,2024,text,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,2022,1,,,,2022,text,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,2014,1,,,,2014,text,
Zion.T,솔로,loyalty,2015,1,,,,2015,text,
Zion.T,솔로,loyalty,2017,1,,,,2017,text,
Zion.T,솔로,loyalty,2023,1,,,,2023,text,
Zion.T,솔로,loyalty,2025,1,,,,2025,text,
Zion.T,솔로,loyalty,2017,1,,,,2017,text,
Zion.T,솔로,loyalty,2019,1,,,,2019,text,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,,0,,,,,none,
Zion.T,솔로,loyalty,2026,1,,,,2026,text,
Zion.T,솔로,loyalty,2024,1,,,,2024,text,
Zion.T,솔로,spillover,2013,1,,,,2013,text,
Zion.T,솔로,spillover,2017,1,,,,2017,text,
Zion.T,솔로,spillover,2016,1,,,,2016,text,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2014,1,,,,2014,text,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2016,1,,,,2016,text,
Zion.T,솔로,spillover,2016,1,,,,2016,text,
Zion.T,솔로,spillover,2022,1,,,,2022,text,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2017,1,,,,2017,text,
Zion.T,솔로,spillover,2014|2016,2,,,,2016,text,
Zion.T,솔로,spillover,2022,1,,,,2022,text,
Zion.T,솔로,spillover,2017|2025,2,2025-11-27,2025,,2025,text,0
Zion.T,솔로,spillover,2018,1,2018-01,2018,,2018,text,0
Zion.T,솔로,spillover,,0,2017-02-01,2017,,2017,url,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2019,1,,,,2019,text,
Zion.T,솔로,spillover,2018,1,,,,2018,text,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2014,1,,,,2014,text,
Zion.T,솔로,spillover,2021,1,,,,2021,text,
Zion.T,솔로,spillover,,0,2024-04-05,2024,,2024,url,
Zion.T,솔로,spillover,2016|2017|2018|2020|2021,5,,,,2021,text,
Zion.T,솔로,spillover,2018|2019|2020,3,,,,2020,text,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2019,1,,,,2019,text,
Zion.T,솔로,spillover,2014,1,,,,2014,text,
Zion.T,솔로,spillover,2021,1,,,,2021,text,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2015,1,,,,2015,text,
Zion.T,솔로,spillover,2019,1,,,,2019,text,
Zion.T,솔로,spillover,2021,1,,,,2021,text,
Zion.T,솔로,spillover,2025,1,,,,2025,text,
Zion.T,솔로,spillover,2023,1,2023-12,2023,,2023,text,0
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2025,1,,,,2025,text,
Zion.T,솔로,spillover,2017,1,,,,2017,text,
Zion.T,솔로,spillover,2024,1,,,,2024,text,
Zion.T,솔로,spillover,2026,1,2026-08-14,2026,,2026,text,0
Zion.T,솔로,spillover,2026,1,2026-02-13,2026,,2026,text,0
Zion.T,솔로,spillover,2025,1,2025-07-01,2025,,2025,text,0
Zion.T,솔로,spillover,2019,1,,,,2019,text,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,2017|2021,2,,,,2021,text,
Zion.T,솔로,spillover,2021,1,,,,2021,text,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,,0,,,,,none,
Zion.T,솔로,spillover,,0,2020-04,2020,,2020,url,
Zion.T,솔로,spillover,2021,1,2020-11-23,2020,,2021,text,1
이효리,솔로,loyalty,,0,,,0,,none,
이효리,솔로,loyalty,2025,1,2025-05-27,2025,,2025,text,0
이효리,솔로,loyalty,2025|2026,2,2026-05-04,2026,,2026,text,0
이효리,솔로,loyalty,2003,1,,,,2003,text,
이효리,솔로,loyalty,2003,1,,,,2003,text,
이효리,솔로,loyalty,2007,1,,,,2007,text,
이효리,솔로,loyalty,2003,1,,,,2003,text,
이효리,솔로,loyalty,,0,,,,,none,
이효리,솔로,loyalty,2020,1,,,,2020,text,
이효리,솔로,loyalty,2011,1,,,,2011,text,
이효리,솔로,loyalty,2011,1,,,,2011,text,
이효리,솔로,loyalty,2011,1,,,,2011,text,
이효리,솔로,loyalty,2012,1,,,,2012,text,
이효리,솔로,loyalty,2025,1,2025-05-20,2025,,2025,text,0
이효리,솔로,loyalty,,0,,,,,none,
이효리,솔로,loyalty,2004,1,,,,2004,text,
이효리,솔로,loyalty,2002|2003,2,,,,2003,text,
이효리,솔로,spillover,,0,2025-06-07,2025,,2025,url,
이효리,솔로,spillover,,0,2022-09-15,2022,,2022,url,
이효리,솔로,spillover,2024|2025,2,,,,2025,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2024,1,2024-03,2024,,2024,text,0
이효리,솔로,spillover,2005|2007|2023,3,,,,2023,text,
이효리,솔로,spillover,2003|2005|2006,3,,,,2006,text,
이효리,솔로,spillover,2006,1,,,,2006,text,
이효리,솔로,spillover,2012,1,,,,2012,text,
이효리,솔로,spillover,2021,1,,,,2021,text,
이효리,솔로,spillover,2020,1,,,,2020,text,
이효리,솔로,spillover,2020,1,,,,2020,text,
이효리,솔로,spillover,2009,1,,,,2009,text,
이효리,솔로,spillover,2003|2008,2,,,,2008,text,
이효리,솔로,spillover,2006,1,,,,2006,text,
이효리,솔로,spillover,2025,1,2025-06-08,2025,,2025,text,0
이효리,솔로,spillover,2024,1,,,,2024,text,
이효리,솔로,spillover,2005|2007,2,,,,2007,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2012,1,,,,2012,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2026,1,,,,2026,text,
이효리,솔로,spillover,2026,1,2026-05-01,2026,,2026,text,0
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,2023-06-23,2023,,2023,url,
이효리,솔로,spillover,,0,2024-02-14,2024,,2024,url,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2026,1,,,,2026,text,
이효리,솔로,spillover,2026,1,,,,2026,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2018,1,,,,2018,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2023,1,,,,2023,text,
이효리,솔로,spillover,2012|2024,2,,,,2024,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2001|2003|2008|2010,4,,,,2010,text,
이효리,솔로,spillover,2017|2018|2020|2023|2024,5,,,,2024,text,
이효리,솔로,spillover,2007|2012,2,,,,2012,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,-1,,none,
이효리,솔로,spillover,,0,,,-1,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2026,1,,,,2026,text,
이효리,솔로,spillover,2026,1,,,,2026,text,
이효리,솔로,spillover,2024,1,,,,2024,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,2023,1,,,,2023,text,
이효리,솔로,spillover,2024,1,,,,2024,text,
이효리,솔로,spillover,2007,1,,,,2007,text,
이효리,솔로,spillover,2023,1,,,,2023,text,
이효리,솔로,spillover,2008,1,,,,2008,text,
이효리,솔로,spillover,2009|2010,2,,,,2010,text,
이효리,솔로,spillover,2003,1,,,,2003,text,
이효리,솔로,spillover,2003,1,,,,2003,text,
이효리,솔로,spillover,2008|2009,2,,,,2009,text,
이효리,솔로,spillover,2023|2024,2,,,,2024,text,
이효리,솔로,spillover,2003,1,,,,2003,text,
이효리,솔로,spillover,2008|2009|2010,3,,,,2010,text,
이효리,솔로,spillover,2023,1,,,,2023,text,
이효리,솔로,spillover,2007|2023|2024,3,,,,2024,text,
이효리,솔로,spillover,2025,1,,,,2025,text,
이효리,솔로,spillover,2003,1,,,,2003,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2009|2011,2,,,,2011,text,
이효리,솔로,spillover,2018,1,,,,2018,text,
이효리,솔로,spillover,2026,1,2026-01-28,2026,,2026,text,0
이효리,솔로,spillover,2011|2026,2,,,,2026,text,
이효리,솔로,spillover,2002|2006|2026,3,,,,2026,text,
이효리,솔로,spillover,2003|2010,2,,,,2010,text,
이효리,솔로,spillover,2007|2009,2,,,,2009,text,
이효리,솔로,spillover,2009|2010,2,,,,2010,text,
이효리,솔로,spillover,2010,1,,,,2010,text,
이효리,솔로,spillover,2010,1,,,,2010,text,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,2023-12-26,2023,,2023,url,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,,0,,,,,none,
이효리,솔로,spillover,2026,1,2026-09-09,2026,,2026,text,0
이효리,솔로,spillover,,0,2020-12-24,2020,,2020,url,
이효리,솔로,spillover,,0,2020-09-01,2020,,2020,url,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,2023,1,,,,2023,text,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,2023,1,,,,2023,text,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,2020|2023|2025,3,,,,2025,text,
엄정화,솔로,loyalty,2020,1,,,,2020,text,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,0,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,2023,1,,,,2023,text,
엄정화,솔로,loyalty,2023,1,2023-12,2023,,2023,text,0
엄정화,솔로,loyalty,,0,2023-12,2023,,2023,url,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,loyalty,,0,,,,,none,
엄정화,솔로,spillover,2024,1,,,,2024,text,
엄정화,솔로,spillover,2023,1,,,0,2023,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2008,1,,,,2008,text,
엄정화,솔로,spillover,2020,1,,,,2020,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2002,1,,,,2002,text,
엄정화,솔로,spillover,2012,1,,,,2012,text,
엄정화,솔로,spillover,2007,1,,,,2007,text,
엄정화,솔로,spillover,2021,1,,,,2021,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2020,1,,,,2020,text,
엄정화,솔로,spillover,2000|2001,2,,,,2001,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2002|2012|2024,3,,,,2024,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2000|2001,2,,,,2001,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2026,1,,,,2026,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2025,1,2025-07-18,2025,,2025,text,0
엄정화,솔로,spillover,2002|2003|2005|2009,4,,,,2009,text,
엄정화,솔로,spillover,2002|2003|2004|2005|2006|2007|2009,7,,,,2009,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2020,1,,,,2020,text,
엄정화,솔로,spillover,2012|2020|2023|2026,4,,,,2026,text,
엄정화,솔로,spillover,2002|2003|2009|2012|2017,5,,,,2017,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2026,1,,,,2026,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,,0,2026-08,2026,0,2026,relative,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2014,1,,,,2014,text,
엄정화,솔로,spillover,2006,1,,,,2006,text,
엄정화,솔로,spillover,2023,1,,,,2023,text,
엄정화,솔로,spillover,2001,1,,,,2001,text,
엄정화,솔로,spillover,2003,1,,,,2003,text,
엄정화,솔로,spillover,2024,1,,,,2024,text,
엄정화,솔로,spillover,2023,1,,,,2023,text,
엄정화,솔로,spillover,,0,,,,,none,
엄정화,솔로,spillover,2013,1,,,,2013,text,
엄정화,솔로,spillover,2007,1,,,,2007,text,
엄정화,솔로,spillover,2026,1,,,,2026,text,
엄정화,솔로,spillover,,0,2020-12,2020,,2020,url,
엄정화,솔로,spillover,,0,2020-12-15,2020,,2020,url,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2016|2024|2025,3,,,,2025,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2019|2023,2,,,,2023,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2016|2025,2,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2025,1,,,,2025,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2016,1,,,,2016,text,
볼빨간사춘기,솔로,loyalty,2016|2025,2,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2025,1,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2025,1,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2024,1,,,,2024,text,
볼빨간사춘기,솔로,loyalty,2016|2026,2,,,0,2026,text,
볼빨간사춘기,솔로,loyalty,2025,1,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2026,1,,,,2026,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2022,1,2022-01-21,2022,,2022,text,0
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2016,1,,,,2016,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2015|2025,2,,,,2025,text,
볼빨간사춘기,솔로,loyalty,2025,1,,,,2025,text,
볼빨간사춘기,솔로,loyalty,,0,,,,,none,
볼빨간사춘기,솔로,loyalty,2026,1,,,,2026,text,
볼빨간사춘기,솔로,loyalty,2026,1,,,,2026,text,
볼빨간사춘기,솔로,loyalty,2023,1,,,,2023,text,
볼빨간사춘기,솔로,loyalty,,0,2020-05-14,2020,,2020,url,
볼빨간사춘기,솔로,loyalty,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2019|2023,2,2019-04,2019,,2023,text,4
볼빨간사춘기,솔로,spillover,2020,1,,,,2020,text,
볼빨간사춘기,솔로,spillover,2019,1,,,,2019,text,
볼빨간사춘기,솔로,spillover,2018,1,,,,2018,text,
볼빨간사춘기,솔로,spillover,2017,1,,,0,2017,text,
볼빨간사춘기,솔로,spillover,2016,1,,,,2016,text,
볼빨간사춘기,솔로,spillover,2019,1,,,,2019,text,
볼빨간사춘기,솔로,spillover,2017,1,,,,2017,text,
볼빨간사춘기,솔로,spillover,2019|2020|2023,3,,,,2023,text,
볼빨간사춘기,솔로,spillover,2018|2019|2023,3,,,,2023,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,2020,1,,,,2020,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,2017|2022,2,2022-01-21,2022,,2022,text,0
볼빨간사춘기,솔로,spillover,2016|2017,2,,,,2017,text,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,,0,,,0,,none,
볼빨간사춘기,솔로,spillover,,0,2024-12-13,2024,,2024,url,
볼빨간사춘기,솔로,spillover,2024,1,2024-12-13,2024,,2024,text,0
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,2024,1,2024-12-13,2024,,2024,text,0
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2014,1,,,,2014,text,
볼빨간사춘기,솔로,spillover,2017,1,,,,2017,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2014|2016|2017|2018|2020,5,,,,2020,text,
볼빨간사춘기,솔로,spillover,2025,1,,,,2025,text,
볼빨간사춘기,솔로,spillover,2020,1,,,,2020,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2018,1,,,,2018,text,
볼빨간사춘기,솔로,spillover,2016,1,,,,2016,text,
볼빨간사춘기,솔로,spillover,2017,1,,,0,2017,text,
볼빨간사춘기,솔로,spillover,2020,1,,,,2020,text,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,2026,1,,,,2026,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,2025,1,,,,2025,text,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,,0,,,,,none,
볼빨간사춘기,솔로,spillover,,0,2018-11-19,2018,,2018,url,
볼빨간사춘기,솔로,spillover,,0,2020-04,2020,,2020,url,
볼빨간사춘기,솔로,spillover,,0,2020-04,2020,,2020,url,
Crush,솔로,loyalty,2024,1,,,,2024,text,
Crush,솔로,loyalty,2025,1,2025-03-24,2025,,2025,text,0
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2023|2024,2,,,-1,2024,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2025,1,,,,2025,text,
Crush,솔로,loyalty,2025,1,2025-03-24,2025,,2025,text,0
Crush,솔로,loyalty,2026,1,,,,2026,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2025,1,,,,2025,text,
Crush,솔로,loyalty,2024,1,,,,2024,text,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,2026,1,,,,2026,text,
Crush,솔로,loyalty,2015,1,,,,2015,text,
Crush,솔로,loyalty,2024,1,,,,2024,text,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,2025|2026,2,,,0,2026,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,,0,2023-08-08,2023,,2023,url,
Crush,솔로,loyalty,,0,2023-08-09,2023,,2023,url,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,,0,,,,,none,
Crush,솔로,loyalty,2019,1,,,,2019,text,
Crush,솔로,loyalty,2016,1,,,,2016,text,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,2023,1,,,,2023,text,
Crush,솔로,loyalty,2026,1,,,,2026,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2023,1,,,,2023,text,
Crush,솔로,spillover,2025,1,,,,2025,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2015,1,,,,2015,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2019,1,,,,2019,text,
Crush,솔로,spillover,2022,1,,,,2022,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2022,1,,,,2022,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2025,1,,,,2025,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2015,1,,,,2015,text,
Crush,솔로,spillover,2016,1,,,,2016,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2024,1,,,,2024,text,
Crush,솔로,spillover,2015|2016,2,,,,2016,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2024,1,,,,2024,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2016|2024,2,,,,2024,text,
Crush,솔로,spillover,2016,1,,,,2016,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2016,1,,,,2016,text,
Crush,솔로,spillover,2014,1,,,,2014,text,
Crush,솔로,spillover,2020,1,,,,2020,text,
Crush,솔로,spillover,2024,1,,,,2024,text,
Crush,솔로,spillover,2025,1,,,,2025,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2019,1,,,,2019,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2016|2017|2020|2022,4,,,,2022,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2023,1,,,,2023,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2020,1,,,,2020,text,
Crush,솔로,spillover,2026,1,,,,2026,text,
Crush,솔로,spillover,2018,1,,,,2018,text,
Crush,솔로,spillover,2016|2025,2,,,,2025,text,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,,0,,,,,none,
Crush,솔로,spillover,2015,1,,,,2015,text,
Crush,솔로,spillover,2022,1,,,,2022,text,
Crush,솔로,spillover,2018,1,2021-01-16,2021,,2018,text,-3
성시경,발라드,loyalty,2021,1,2021-10-31,2021,,2021,text,0
성시경,발라드,loyalty,2025,1,,,,2025,text,
성시경,발라드,loyalty,,0,,,,,none,
성시경,발라드,loyalty,2023,1,2023-11-11,2023,,2023,text,0
성시경,발라드,loyalty,2026,1,,,,2026,text,
성시경,발라드,loyalty,2012|2026,2,,,,2026,text,
성시경,발라드,loyalty,,0,2026-03,2026,,2026,url,
성시경,발라드,loyalty,,0,2026-03,2026,,2026,url,
성시경,발라드,loyalty,2025,1,,,,2025,text,
성시경,발라드,loyalty,,0,,,,,none,
성시경,발라드,loyalty,2023,1,2023-11-11,2023,,2023,text,0
성시경,발라드,loyalty,2012,1,,,,2012,text,
성시경,발라드,loyalty,,0,2026-03,2026,,2026,url,
