doc_id,fandom,bullet_type,idx_in_fandom_array,n_tokens
1949,워너원,loyalty,6,9
1950,워너원,loyalty,7,8
1951,워너원,loyalty,8,11
1952,워너원,loyalty,9,13
1953,워너원,loyalty,10,26
1954,워너원,loyalty,11,14
1955,워너원,loyalty,12,10
1956,워너원,loyalty,13,11
1957,워너원,loyalty,14,17
1958,워너원,loyalty,15,11
1959,워너원,loyalty,16,17
1960,워너원,loyalty,17,17
1961,워너원,loyalty,18,13
1962,워너원,loyalty,19,35
1963,워너원,loyalty,20,20
1964,워너원,loyalty,21,20
1965,워너원,loyalty,22,21
1966,워너원,loyalty,23,14
1967,워너원,loyalty,24,9
1968,워너원,loyalty,25,10
1969,워너원,loyalty,26,8
1970,워너원,loyalty,27,10
1971,워너원,loyalty,28,7
1972,워너원,loyalty,29,6
1973,워너원,loyalty,30,6
1974,워너원,loyalty,31,9
1975,워너원,loyalty,32,7
1976,워너원,loyalty,33,8
1977,워너원,loyalty,34,6
1978,워너원,loyalty,35,7
1979,워너원,loyalty,36,11
1980,워너원,loyalty,37,7
1981,워너원,loyalty,38,7
1982,워너원,loyalty,39,8
1983,워너원,loyalty,40,12
1984,워너원,loyalty,41,8
1985,워너원,spillover,0,18
1986,워너원,spillover,1,12
1987,워너원,spillover,2,34
1988,워너원,spillover,3,23
1989,워너원,spillover,4,7
1990,워너원,spillover,5,9
1991,워너원,spillover,6,8
1992,워너원,spillover,7,12
1993,워너원,spillover,8,17
1994,워너원,spillover,9,15
1995,워너원,spillover,10,7
1996,워너원,spillover,11,20
1997,워너원,spillover,12,9
1998,워너원,spillover,13,18
1999,워너원,spillover,14,14
2000,워너원,spillover,15,7
2001,워너원,spillover,16,7
2002,워너원,spillover,17,8
2003,워너원,spillover,18,8
2004,워너원,spillover,19,17
2005,워너원,spillover,20,28
2006,워너원,spillover,21,16
2007,워너원,spillover,22,17
2008,워너원,spillover,23,19
2009,워너원,spillover,24,15
2010,워너원,spillover,25,16
2011,워너원,spillover,26,14
2012,워너원,spillover,27,15
2013,워너원,spillover,28,16
2014,워너원,spillover,29,26
2015,워너원,spillover,30,35
2016,워너원,spillover,31,38
2017,워너원,spillover,32,23
2018,워너원,spillover,33,25
2019,워너원,spillover,34,23
2020,워너원,spillover,35,18
2021,워너원,spillover,36,25
2022,워너원,spillover,37,11
2023,워너원,spillover,38,11
2024,워너원,spillover,39,13
2025,워너원,spillover,40,15
2026,워너원,spillover,41,26
2027,워너원,spillover,42,13
2028,워너원,spillover,43,17
2029,워너원,spillover,44,19
2030,워너원,spillover,45,42
2031,워너원,spillover,46,15
2032,워너원,spillover,47,21
2033,워너원,spillover,48,14
2034,워너원,spillover,49,16
2035,워너원,spillover,50,18
2036,워너원,spillover,51,14
2037,워너원,spillover,52,17
2038,LE SSERAFIM,loyalty,0,8
2039,LE SSERAFIM,loyalty,1,7
2040,LE SSERAFIM,loyalty,2,11
2041,LE SSERAFIM,loyalty,3,8
2042,LE SSERAFIM,loyalty,4,6
2043,LE SSERAFIM,loyalty,5,8
2044,LE SSERAFIM,loyalty,6,7
2045,LE SSERAFIM,loyalty,7,8
2046,LE SSERAFIM,loyalty,8,6
2047,LE SSERAFIM,loyalty,9,8
2048,LE SSERAFIM,loyalty,10,19
2049,LE SSERAFIM,loyalty,11,19
2050,LE SSERAFIM,loyalty,12,19
2051,LE SSERAFIM,loyalty,13,11
2052,LE SSERAFIM,loyalty,14,15
2053,LE SSERAFIM,loyalty,15,17
2054,LE SSERAFIM,loyalty,16,18
2055,LE SSERAFIM,loyalty,17,16
2056,LE SSERAFIM,loyalty,18,37
2057,LE SSERAFIM,loyalty,19,18
2058,LE SSERAFIM,loyalty,20,15
2059,LE SSERAFIM,loyalty,21,14
2060,LE SSERAFIM,loyalty,22,14
2061,LE SSERAFIM,loyalty,23,13
2062,LE SSERAFIM,loyalty,24,8
2063,LE SSERAFIM,loyalty,25,14
2064,LE SSERAFIM,loyalty,26,10
2065,LE SSERAFIM,loyalty,27,9
2066,LE SSERAFIM,loyalty,28,13
2067,LE SSERAFIM,loyalty,29,14
2068,LE SSERAFIM,loyalty,30,6
2069,LE SSERAFIM,loyalty,31,12
2070,LE SSERAFIM,loyalty,32,7
2071,LE SSERAFIM,loyalty,33,33
2072,LE SSERAFIM,spillover,0,8
2073,LE SSERAFIM,spillover,1,14
2074,LE SSERAFIM,spillover,2,11
2075,LE SSERAFIM,spillover,3,8
2076,LE SSERAFIM,spillover,4,11
2077,LE SSERAFIM,spillover,5,12
2078,LE SSERAFIM,spillover,6,9
2079,LE SSERAFIM,spillover,7,8
2080,LE SSERAFIM,spillover,8,7
2081,LE SSERAFIM,spillover,9,15
2082,LE SSERAFIM,spillover,10,22
2083,LE SSERAFIM,spillover,11,25
2084,LE SSERAFIM,spillover,12,16
2085,LE SSERAFIM,spillover,13,22
2086,LE SSERAFIM,spillover,14,9
2087,LE SSERAFIM,spillover,15,12
2088,LE SSERAFIM,spillover,16,7
2089,LE SSERAFIM,spillover,17,8
2090,LE SSERAFIM,spillover,18,8
2091,LE SSERAFIM,spillover,19,7
2092,LE SSERAFIM,spillover,20,13
2093,LE SSERAFIM,spillover,21,14
2094,LE SSERAFIM,spillover,22,11
2095,LE SSERAFIM,spillover,23,12
2096,LE SSERAFIM,spillover,24,11
2097,LE SSERAFIM,spillover,25,6
2098,LE SSERAFIM,spillover,26,4
2099,LE SSERAFIM,spillover,27,12
2100,LE SSERAFIM,spillover,28,10
2101,LE SSERAFIM,spillover,29,15
2102,LE SSERAFIM,spillover,30,19
2103,LE SSERAFIM,spillover,31,18
2104,LE SSERAFIM,spillover,32,14
2105,LE SSERAFIM,spillover,33,12
2106,LE SSERAFIM,spillover,34,10
2107,LE SSERAFIM,spillover,35,20
2108,LE SSERAFIM,spillover,36,31
2109,LE SSERAFIM,spillover,37,30
2110,LE SSERAFIM,spillover,38,16
2111,LE SSERAFIM,spillover,39,10
2112,LE SSERAFIM,spillover,40,16
2113,LE SSERAFIM,spillover,41,18
2114,LE SSERAFIM,spillover,42,10
2115,LE SSERAFIM,spillover,43,10
2116,LE SSERAFIM,spillover,44,12
2117,LE SSERAFIM,spillover,45,12
2118,LE SSERAFIM,spillover,46,14
2119,LE SSERAFIM,spillover,47,10
2120,LE SSERAFIM,spillover,48,11
2121,LE SSERAFIM,spillover,49,10
2122,LE SSERAFIM,spillover,50,8
2123,LE SSERAFIM,spillover,51,9
2124,LE SSERAFIM,spillover,52,16
2125,LE SSERAFIM,spillover,53,13
2126,LE SSERAFIM,spillover,54,11
2127,LE SSERAFIM,spillover,55,9
2128,LE SSERAFIM,spillover,56,13
2129,LE SSERAFIM,spillover,57,28
2130,LE SSERAFIM,spillover,58,29
2131,LE SSERAFIM,spillover,59,15
2132,LE SSERAFIM,spillover,60,17
2133,LE SSERAFIM,spillover,61,25
2134,LE SSERAFIM,spillover,62,6
2135,LE SSERAFIM,spillover,63,6
2136,LE SSERAFIM,spillover,64,3
2137,LE SSERAFIM,spillover,65,26
2138,LE SSERAFIM,spillover,66,28
2139,LE SSERAFIM,spillover,67,24
2140,LE SSERAFIM,spillover,68,25
2141,LE SSERAFIM,spillover,69,41
2142,LE SSERAFIM,spillover,70,26
2143,LE SSERAFIM,spillover,71,23
2144,LE SSERAFIM,spillover,72,13
2145,LE SSERAFIM,spillover,73,14
2146,LE SSERAFIM,spillover,74,15
2147,이영지,loyalty,0,11
2148,이영지,loyalty,1,15
2149,이영지,loyalty,2,15
2150,이영지,loyalty,3,23
2151,이영지,loyalty,4,18
2152,이영지,loyalty,5,17
2153,이영지,loyalty,6,14
2154,이영지,loyalty,7,16
2155,이영지,loyalty,8,10
2156,이영지,loyalty,9,21
2157,이영지,loyalty,10,4
2158,이영지,loyalty,11,19
2159,이영지,loyalty,12,13
2160,이영지,loyalty,13,13
2161,이영지,loyalty,14,11
2162,이영지,loyalty,15,12
2163,이영지,loyalty,16,18
2164,이영지,loyalty,17,57
2165,이영지,loyalty,18,12
2166,이영지,loyalty,19,10
2167,이영지,loyalty,20,12
2168,이영지,loyalty,21,18
2169,이영지,loyalty,22,8
2170,이영지,loyalty,23,8
2171,이영지,loyalty,24,9
2172,이영지,loyalty,25,16
2173,이영지,loyalty,26,10
2174,이영지,loyalty,27,9
2175,이영지,loyalty,28,9
2176,이영지,loyalty,29,8
2177,이영지,loyalty,30,9
2178,이영지,loyalty,31,14
2179,이영지,loyalty,32,20
2180,이영지,loyalty,33,27
2181,이영지,spillover,0,8
2182,이영지,spillover,1,13
2183,이영지,spillover,2,8
2184,이영지,spillover,3,15
2185,이영지,spillover,4,20
2186,이영지,spillover,5,13
2187,이영지,spillover,6,11
2188,이영지,spillover,7,16
2189,이영지,spillover,8,16
2190,이영지,spillover,9,15
2191,이영지,spillover,10,6
2192,이영지,spillover,11,17
2193,이영지,spillover,12,13
2194,이영지,spillover,13,14
2195,이영지,spillover,14,16
2196,이영지,spillover,15,12
2197,이영지,spillover,16,9
2198,이영지,spillover,17,7
2199,이영지,spillover,18,9
2200,이영지,spillover,19,8
2201,이영지,spillover,20,9
2202,이영지,spillover,21,7
2203,이영지,spillover,22,6
2204,이영지,spillover,23,12
2205,이영지,spillover,24,9
2206,이영지,spillover,25,20
2207,이영지,spillover,26,7
2208,이영지,spillover,27,5
2209,이영지,spillover,28,12
2210,이영지,spillover,29,26
2211,이영지,spillover,30,14
2212,이영지,spillover,31,20
2213,이영지,spillover,32,22
2214,이영지,spillover,33,5
2215,이영지,spillover,34,6
2216,이영지,spillover,35,6
2217,이영지,spillover,36,11
2218,이영지,spillover,37,10
2219,이영지,spillover,38,23
2220,이영지,spillover,39,14
2221,이영지,spillover,40,16
2222,이영지,spillover,41,15
2223,이영지,spillover,42,14
2224,이영지,spillover,43,14
2225,이영지,spillover,44,12
2226,이영지,spillover,45,13
2227,이영지,spillover,46,6
2228,이영지,spillover,47,12
2229,이영지,spillover,48,14
2230,이영지,spillover,49,11
2231,이영지,spillover,50,10
2232,이영지,spillover,51,9
2233,이영지,spillover,52,22
2234,이영지,spillover,53,21
2235,이영지,spillover,54,14
2236,이영지,spillover,55,17
2237,이영지,spillover,56,12
2238,이영지,spillover,57,12
2239,이영지,spillover,58,11
2240,이영지,spillover,59,9
2241,EXO,loyalty,0,15
2242,EXO,loyalty,1,15
2243,EXO,loyalty,2,19
2244,EXO,loyalty,3,9
2245,EXO,loyalty,4,11
2246,EXO,loyalty,5,13
2247,EXO,loyalty,6,12
2248,EXO,loyalty,7,22
2249,EXO,loyalty,8,8
2250,EXO,loyalty,9,13
2251,EXO,loyalty,10,15
2252,EXO,loyalty,11,15
2253,EXO,loyalty,12,21
2254,EXO,loyalty,13,27
2255,EXO,loyalty,14,23
2256,EXO,loyalty,15,29
2257,EXO,loyalty,16,17
2258,EXO,loyalty,17,14
2259,EXO,loyalty,18,9
2260,EXO,loyalty,19,14
2261,EXO,loyalty,20,15
2262,EXO,loyalty,21,15
2263,EXO,loyalty,22,15
2264,EXO,loyalty,23,9
2265,EXO,loyalty,24,11
2266,EXO,loyalty,25,10
2267,EXO,loyalty,26,7
2268,EXO,loyalty,27,22
2269,EXO,loyalty,28,31
2270,EXO,loyalty,29,29
2271,EXO,loyalty,30,11
2272,EXO,loyalty,31,16
2273,EXO,loyalty,32,6
2274,EXO,loyalty,33,9
2275,EXO,loyalty,34,11
2276,EXO,loyalty,35,14
2277,EXO,spillover,0,17
2278,EXO,spillover,1,18
2279,EXO,spillover,2,12
2280,EXO,spillover,3,9
2281,EXO,spillover,4,14
2282,EXO,spillover,5,18
2283,EXO,spillover,6,18
2284,EXO,spillover,7,15
2285,EXO,spillover,8,14
2286,EXO,spillover,9,13
2287,EXO,spillover,10,21
2288,EXO,spillover,11,7
2289,EXO,spillover,12,11
2290,EXO,spillover,13,30
2291,EXO,spillover,14,28
2292,EXO,spillover,15,21
2293,EXO,spillover,16,15
2294,EXO,spillover,17,23
2295,EXO,spillover,18,16
2296,EXO,spillover,19,12
2297,EXO,spillover,20,10
2298,EXO,spillover,21,9
2299,EXO,spillover,22,8
2300,EXO,spillover,23,15
2301,EXO,spillover,24,8
2302,EXO,spillover,25,10
2303,EXO,spillover,26,9
2304,EXO,spillover,27,10
2305,EXO,spillover,28,27
2306,EXO,spillover,29,8
2307,EXO,spillover,30,8
2308,EXO,spillover,31,10
2309,EXO,spillover,32,25
2310,EXO,spillover,33,14
2311,EXO,spillover,34,21
2312,EXO,spillover,35,22
2313,EXO,spillover,36,32
2314,EXO,spillover,37,38
2315,EXO,spillover,38,35
2316,EXO,spillover,39,45
2317,EXO,spillover,40,29
2318,EXO,spillover,41,45
2319,EXO,spillover,42,31
2320,EXO,spillover,43,34
2321,EXO,spillover,44,13
2322,EXO,spillover,45,12
2323,EXO,spillover,46,17
2324,EXO,spillover,47,16
2325,EXO,spillover,48,21
2326,EXO,spillover,49,25
2327,EXO,spillover,50,13
2328,EXO,spillover,51,15
2329,EXO,spillover,52,8
2330,EXO,spillover,53,7
2331,DAY6,loyalty,0,11
2332,DAY6,loyalty,1,8
2333,DAY6,loyalty,2,19
2334,DAY6,loyalty,3,12
2335,DAY6,loyalty,4,11
2336,DAY6,loyalty,5,10
2337,DAY6,loyalty,6,16
2338,DAY6,loyalty,7,8
2339,DAY6,loyalty,8,9
2340,DAY6,loyalty,9,12
2341,DAY6,loyalty,10,12
2342,DAY6,loyalty,11,36
2343,DAY6,loyalty,12,27
2344,DAY6,loyalty,13,24
2345,DAY6,loyalty,14,19
2346,DAY6,loyalty,15,8
2347,DAY6,loyalty,16,23
2348,DAY6,loyalty,17,15
2349,DAY6,loyalty,18,8
2350,DAY6,loyalty,19,9
2351,DAY6,loyalty,20,9
2352,DAY6,loyalty,21,9
2353,DAY6,loyalty,22,10
2354,DAY6,loyalty,23,10
2355,DAY6,loyalty,24,11
2356,DAY6,loyalty,25,8
2357,DAY6,loyalty,26,8
2358,DAY6,loyalty,27,14
2359,DAY6,loyalty,28,9
2360,DAY6,loyalty,29,10
2361,DAY6,loyalty,30,8
2362,DAY6,loyalty,31,10
2363,DAY6,loyalty,32,10
2364,DAY6,loyalty,33,10
2365,DAY6,loyalty,34,9
2366,DAY6,loyalty,35,9
2367,DAY6,loyalty,36,5
2368,DAY6,loyalty,37,7
2369,DAY6,loyalty,38,9
2370,DAY6,loyalty,39,7
2371,DAY6,loyalty,40,6
2372,DAY6,loyalty,41,10
2373,DAY6,loyalty,42,11
2374,DAY6,loyalty,43,9
2375,DAY6,loyalty,44,17
2376,DAY6,loyalty,45,17
2377,DAY6,spillover,0,12
2378,DAY6,spillover,1,16
2379,DAY6,spillover,2,13
2380,DAY6,spillover,3,16
2381,DAY6,spillover,4,11
2382,DAY6,spillover,5,31
2383,DAY6,spillover,6,22
2384,DAY6,spillover,7,24
2385,DAY6,spillover,8,18
2386,DAY6,spillover,9,26
2387,DAY6,spillover,10,38
2388,DAY6,spillover,11,20
2389,DAY6,spillover,12,43
2390,DAY6,spillover,13,23
2391,DAY6,spillover,14,25
2392,DAY6,spillover,15,15
2393,DAY6,spillover,16,16
2394,DAY6,spillover,17,12
2395,DAY6,spillover,18,13
2396,DAY6,spillover,19,19
2397,DAY6,spillover,20,20
2398,DAY6,spillover,21,11
2399,DAY6,spillover,22,13
2400,DAY6,spillover,23,17
2401,DAY6,spillover,24,9
2402,DAY6,spillover,25,9
2403,DAY6,spillover,26,25
2404,DAY6,spillover,27,16
2405,DAY6,spillover,28,29
2406,DAY6,spillover,29,20
2407,DAY6,spillover,30,15
2408,DAY6,spillover,31,21
2409,DAY6,spillover,32,9
2410,DAY6,spillover,33,10
2411,DAY6,spillover,34,11
2412,DAY6,spillover,35,12
2413,DAY6,spillover,36,9
2414,DAY6,spillover,37,8
2415,DAY6,spillover,38,10
2416,아일릿,loyalty,0,27
2417,아일릿,loyalty,1,24
2418,아일릿,loyalty,2,27
2419,아일릿,loyalty,3,28
2420,아일릿,loyalty,4,18
2421,아일릿,loyalty,5,10
2422,아일릿,loyalty,6,6
2423,아일릿,loyalty,7,10
2424,아일릿,loyalty,8,13
2425,아일릿,loyalty,9,15
2426,아일릿,loyalty,10,6
2427,아일릿,loyalty,11,19
2428,아일릿,loyalty,12,18
2429,아일릿,loyalty,13,21
2430,아일릿,loyalty,14,38
2431,아일릿,loyalty,15,32
2432,아일릿,loyalty,16,14
2433,아일릿,loyalty,17,12
2434,아일릿,loyalty,18,34
2435,아일릿,loyalty,19,26
2436,아일릿,loyalty,20,27
2437,아일릿,loyalty,21,18
2438,아일릿,loyalty,22,14
2439,아일릿,loyalty,23,9
2440,아일릿,loyalty,24,8
2441,아일릿,loyalty,25,9
2442,아일릿,loyalty,26,13
2443,아일릿,loyalty,27,16
2444,아일릿,loyalty,28,9
2445,아일릿,spillover,0,32
2446,아일릿,spillover,1,35
2447,아일릿,spillover,2,19
2448,아일릿,spillover,3,25
2449,아일릿,spillover,4,17
2450,아일릿,spillover,5,11
2451,아일릿,spillover,6,13
2452,아일릿,spillover,7,28
2453,아일릿,spillover,8,23
2454,아일릿,spillover,9,17
2455,아일릿,spillover,10,13
2456,아일릿,spillover,11,15
2457,아일릿,spillover,12,9
2458,아일릿,spillover,13,24
2459,아일릿,spillover,14,16
2460,아일릿,spillover,15,8
2461,아일릿,spillover,16,14
2462,아일릿,spillover,17,29
2463,아일릿,spillover,18,29
2464,아일릿,spillover,19,17
2465,아일릿,spillover,20,39
2466,아일릿,spillover,21,28
2467,아일릿,spillover,22,33
2468,아일릿,spillover,23,18
2469,아일릿,spillover,24,12
2470,아일릿,spillover,25,22
2471,아일릿,spillover,26,38
2472,아일릿,spillover,27,27
2473,아일릿,spillover,28,11
2474,아일릿,spillover,29,10
2475,아일릿,spillover,30,11
2476,아일릿,spillover,31,14
2477,아일릿,spillover,32,13
2478,아일릿,spillover,33,11
2479,아일릿,spillover,34,32
2480,아일릿,spillover,35,36
2481,아일릿,spillover,36,18
2482,아일릿,spillover,37,23
2483,아일릿,spillover,38,27
2484,아일릿,spillover,39,9
2485,아일릿,spillover,40,7
2486,아일릿,spillover,41,9
2487,아일릿,spillover,42,10
2488,아일릿,spillover,43,8
2489,아일릿,spillover,44,6
2490,아일릿,spillover,45,11
2491,아일릿,spillover,46,17
2492,아일릿,spillover,47,28
2493,아일릿,spillover,48,29
2494,아일릿,spillover,49,14
2495,아일릿,spillover,50,24
2496,아일릿,spillover,51,20
2497,아일릿,spillover,52,22
2498,아일릿,spillover,53,17
2499,아일릿,spillover,54,14
2500,아일릿,spillover,55,16
2501,아일릿,spillover,56,19
2502,아일릿,spillover,57,19
2503,아일릿,spillover,58,14
2504,아일릿,spillover,59,17
2505,영탁,loyalty,0,13
2506,영탁,loyalty,1,13
2507,영탁,loyalty,2,18
2508,영탁,loyalty,3,13
2509,영탁,loyalty,4,24
2510,영탁,loyalty,5,18
2511,영탁,loyalty,6,15
2512,영탁,loyalty,7,9
2513,영탁,loyalty,8,12
2514,영탁,loyalty,9,8
2515,영탁,loyalty,10,11
2516,영탁,loyalty,11,10
2517,영탁,loyalty,12,13
2518,영탁,loyalty,13,12
2519,영탁,loyalty,14,23
2520,영탁,loyalty,15,11
2521,영탁,loyalty,16,8
2522,영탁,loyalty,17,7
2523,영탁,loyalty,18,8
2524,영탁,loyalty,19,10
2525,영탁,loyalty,20,11
2526,영탁,loyalty,21,20
2527,영탁,loyalty,22,31
2528,영탁,loyalty,23,18
2529,영탁,loyalty,24,30
2530,영탁,loyalty,25,18
2531,영탁,loyalty,26,36
2532,영탁,loyalty,27,27
2533,영탁,loyalty,28,10
2534,영탁,loyalty,29,12
2535,영탁,loyalty,30,15
2536,영탁,loyalty,31,4
2537,영탁,loyalty,32,11
2538,영탁,spillover,0,13
2539,영탁,spillover,1,15
2540,영탁,spillover,2,20
2541,영탁,spillover,3,22
2542,영탁,spillover,4,15
2543,영탁,spillover,5,12
2544,영탁,spillover,6,3
2545,영탁,spillover,7,10
2546,영탁,spillover,8,12
2547,영탁,spillover,9,24
2548,영탁,spillover,10,17
2549,영탁,spillover,11,10
2550,영탁,spillover,12,12
2551,영탁,spillover,13,12
2552,영탁,spillover,14,39
2553,영탁,spillover,15,13
2554,영탁,spillover,16,7
2555,영탁,spillover,17,33
2556,영탁,spillover,18,34
2557,영탁,spillover,19,12
2558,영탁,spillover,20,8
2559,영탁,spillover,21,25
2560,영탁,spillover,22,42
2561,영탁,spillover,23,13
2562,영탁,spillover,24,9
2563,영탁,spillover,25,12
2564,영탁,spillover,26,22
2565,영탁,spillover,27,9
2566,영탁,spillover,28,12
2567,영탁,spillover,29,10
2568,영탁,spillover,30,10
2569,영탁,spillover,31,10
2570,영탁,spillover,32,10
2571,영탁,spillover,33,7
2572,영탁,spillover,34,10
2573,영탁,spillover,35,9
2574,영탁,spillover,36,16
2575,영탁,spillover,37,20
2576,영탁,spillover,38,23
2577,영탁,spillover,39,26
2578,영탁,spillover,40,20
2579,영탁,spillover,41,21
2580,영탁,spillover,42,16
2581,영탁,spillover,43,14
2582,영탁,spillover,44,24
2583,영탁,spillover,45,20
2584,영탁,spillover,46,10
2585,영탁,spillover,47,9
2586,영탁,spillover,48,13
2587,영탁,spillover,49,15
2588,(여자)아이들,loyalty,0,9
2589,(여자)아이들,loyalty,1,10
2590,(여자)아이들,loyalty,2,13
2591,(여자)아이들,loyalty,3,11
2592,(여자)아이들,loyalty,4,12
2593,(여자)아이들,loyalty,5,11
2594,(여자)아이들,loyalty,6,12
2595,(여자)아이들,loyalty,7,12
2596,(여자)아이들,loyalty,8,7
2597,(여자)아이들,loyalty,9,14
2598,(여자)아이들,loyalty,10,7
2599,(여자)아이들,loyalty,11,10
2600,(여자)아이들,loyalty,12,16
2601,(여자)아이들,loyalty,13,25
2602,(여자)아이들,loyalty,14,19
2603,(여자)아이들,loyalty,15,22
2604,(여자)아이들,loyalty,16,24
2605,(여자)아이들,loyalty,17,22
2606,(여자)아이들,loyalty,18,26
2607,(여자)아이들,loyalty,19,11
2608,(여자)아이들,loyalty,20,8
2609,(여자)아이들,loyalty,21,12
2610,(여자)아이들,loyalty,22,7
2611,(여자)아이들,loyalty,23,9
2612,(여자)아이들,loyalty,24,16
2613,(여자)아이들,loyalty,25,36
2614,(여자)아이들,loyalty,26,10
2615,(여자)아이들,loyalty,27,14
2616,(여자)아이들,loyalty,28,10
2617,(여자)아이들,spillover,0,10
2618,(여자)아이들,spillover,1,10
2619,(여자)아이들,spillover,2,10
2620,(여자)아이들,spillover,3,12
2621,(여자)아이들,spillover,4,11
2622,(여자)아이들,spillover,5,15
2623,(여자)아이들,spillover,6,8
2624,(여자)아이들,spillover,7,9
2625,(여자)아이들,spillover,8,9
2626,(여자)아이들,spillover,9,7
2627,(여자)아이들,spillover,10,28
2628,(여자)아이들,spillover,11,24
2629,(여자)아이들,spillover,12,27
2630,(여자)아이들,spillover,13,20
2631,(여자)아이들,spillover,14,19
2632,(여자)아이들,spillover,15,18
2633,(여자)아이들,spillover,16,11
2634,(여자)아이들,spillover,17,12
2635,(여자)아이들,spillover,18,15
2636,(여자)아이들,spillover,19,23
2637,(여자)아이들,spillover,20,19
2638,(여자)아이들,spillover,21,41
2639,(여자)아이들,spillover,22,27
2640,(여자)아이들,spillover,23,23
2641,(여자)아이들,spillover,24,19
2642,(여자)아이들,spillover,25,34
2643,(여자)아이들,spillover,26,38
2644,(여자)아이들,spillover,27,8
2645,(여자)아이들,spillover,28,10
2646,(여자)아이들,spillover,29,6
2647,(여자)아이들,spillover,30,11
2648,(여자)아이들,spillover,31,12
2649,(여자)아이들,spillover,32,8
2650,(여자)아이들,spillover,33,10
2651,(여자)아이들,spillover,34,8
2652,(여자)아이들,spillover,35,25
2653,(여자)아이들,spillover,36,13
2654,(여자)아이들,spillover,37,12
2655,(여자)아이들,spillover,38,11
2656,(여자)아이들,spillover,39,9
2657,(여자)아이들,spillover,40,9
2658,(여자)아이들,spillover,41,9
2659,(여자)아이들,spillover,42,25
2660,(여자)아이들,spillover,43,11
2661,(여자)아이들,spillover,44,26
2662,(여자)아이들,spillover,45,18
2663,(여자)아이들,spillover,46,17
2664,(여자)아이들,spillover,47,39
2665,(여자)아이들,spillover,48,20
2666,(여자)아이들,spillover,49,20
2667,(여자)아이들,spillover,50,49
2668,(여자)아이들,spillover,51,29
2669,(여자)아이들,spillover,52,22
2670,(여자)아이들,spillover,53,17
2671,BABYMONSTER,loyalty,0,6
2672,BABYMONSTER,loyalty,1,10
2673,BABYMONSTER,loyalty,2,14
2674,BABYMONSTER,loyalty,3,11
2675,BABYMONSTER,loyalty,4,4
2676,BABYMONSTER,loyalty,5,6
2677,BABYMONSTER,loyalty,6,11
2678,BABYMONSTER,loyalty,7,8
2679,BABYMONSTER,loyalty,8,25
2680,BABYMONSTER,loyalty,9,10
2681,BABYMONSTER,loyalty,10,30
2682,BABYMONSTER,loyalty,11,10
2683,BABYMONSTER,loyalty,12,9
2684,BABYMONSTER,loyalty,13,12
2685,BABYMONSTER,loyalty,14,15
2686,BABYMONSTER,loyalty,15,9
2687,BABYMONSTER,loyalty,16,18
2688,BABYMONSTER,loyalty,17,29
2689,BABYMONSTER,loyalty,18,39
2690,BABYMONSTER,loyalty,19,28
2691,BABYMONSTER,loyalty,20,15
2692,BABYMONSTER,loyalty,21,22
2693,BABYMONSTER,loyalty,22,6
2694,BABYMONSTER,loyalty,23,10
2695,BABYMONSTER,loyalty,24,11
2696,BABYMONSTER,loyalty,25,8
2697,BABYMONSTER,loyalty,26,12
2698,BABYMONSTER,loyalty,27,8
2699,BABYMONSTER,loyalty,28,11
2700,BABYMONSTER,loyalty,29,13
2701,BABYMONSTER,loyalty,30,11
2702,BABYMONSTER,loyalty,31,9
2703,BABYMONSTER,loyalty,32,15
2704,BABYMONSTER,loyalty,33,11
2705,BABYMONSTER,loyalty,34,10
2706,BABYMONSTER,loyalty,35,7
2707,BABYMONSTER,loyalty,36,9
2708,BABYMONSTER,loyalty,37,22
2709,BABYMONSTER,loyalty,38,30
2710,BABYMONSTER,loyalty,39,13
2711,BABYMONSTER,loyalty,40,11
2712,BABYMONSTER,loyalty,41,13
2713,BABYMONSTER,loyalty,42,15
2714,BABYMONSTER,loyalty,43,12
2715,BABYMONSTER,loyalty,44,19
2716,BABYMONSTER,spillover,0,10
2717,BABYMONSTER,spillover,1,14
2718,BABYMONSTER,spillover,2,9
2719,BABYMONSTER,spillover,3,10
2720,BABYMONSTER,spillover,4,7
2721,BABYMONSTER,spillover,5,10
2722,BABYMONSTER,spillover,6,12
2723,BABYMONSTER,spillover,7,15
2724,BABYMONSTER,spillover,8,31
2725,BABYMONSTER,spillover,9,32
2726,BABYMONSTER,spillover,10,21
2727,BABYMONSTER,spillover,11,15
2728,BABYMONSTER,spillover,12,10
2729,BABYMONSTER,spillover,13,12
2730,BABYMONSTER,spillover,14,13
2731,BABYMONSTER,spillover,15,15
2732,BABYMONSTER,spillover,16,13
2733,BABYMONSTER,spillover,17,9
2734,BABYMONSTER,spillover,18,9
2735,BABYMONSTER,spillover,19,11
2736,BABYMONSTER,spillover,20,13
2737,BABYMONSTER,spillover,21,6
2738,BABYMONSTER,spillover,22,16
2739,BABYMONSTER,spillover,23,25
2740,BABYMONSTER,spillover,24,25
2741,BABYMONSTER,spillover,25,11
2742,BABYMONSTER,spillover,26,14
2743,BABYMONSTER,spillover,27,10
2744,BABYMONSTER,spillover,28,10
2745,BABYMONSTER,spillover,29,11
2746,BABYMONSTER,spillover,30,10
2747,BABYMONSTER,spillover,31,10
2748,BABYMONSTER,spillover,32,12
2749,BABYMONSTER,spillover,33,12
2750,BABYMONSTER,spillover,34,14
2751,BABYMONSTER,spillover,35,12
2752,BABYMONSTER,spillover,36,6
