fandom,bullet_type,idx,domain,domain_lang,domain_basis,body_script,body_lang,body_margin,other_lang_candidate,latin_letter_share,agree
츄,spillover,29,en.wikipedia.org,en,wiki,ko,ko,0.822,,0.178,0
츄,spillover,30,en.wikipedia.org,en,wiki,ko,ko,0.7,,0.3,0
츄,spillover,31,en.wikipedia.org,en,wiki,ko,ko,0.796,,0.204,0
츄,spillover,32,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
츄,spillover,33,en.wikipedia.org,en,wiki,ko,ko,0.953,,0.047,0
츄,spillover,34,en.wikipedia.org,en,wiki,ko,ko,0.528,,0.472,0
츄,spillover,35,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
츄,spillover,36,www.hankyung.com,ko,override,ko,ko,0.857,,0.143,1
츄,spillover,37,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
츄,spillover,38,namu.wiki,ko,override,ko,ko,0.889,,0.111,1
츄,spillover,39,namu.wiki,ko,override,ko,ko,0.875,,0.125,1
츄,spillover,40,namu.wiki,ko,override,ko,ko,0.867,,0.133,1
츄,spillover,41,namu.wiki,ko,override,ko,ko,0.865,,0.135,1
츄,spillover,42,www.yeongnam.com,en,default,ko,ko,0.881,,0.119,0
츄,spillover,43,m.inven.co.kr,ko,tld,ko,ko,0.863,,0.137,1
츄,spillover,44,www.topdaily.kr,ko,tld,ko,ko,0.943,,0.057,1
츄,spillover,45,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
츄,spillover,46,namu.wiki,ko,override,ko,ko,0.851,,0.149,1
츄,spillover,47,namu.wiki,ko,override,ko,ko,0.806,,0.194,1
츄,spillover,48,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
츄,spillover,49,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
츄,spillover,50,namu.wiki,ko,override,ko,ko,0.879,,0.121,1
츄,spillover,51,thanhnien.vn,vi,override,ko,ko,0.823,,0.177,0
츄,spillover,52,ja.wikipedia.org,ja,wiki,ko,ko,0.892,,0.108,0
츄,spillover,53,music.163.com,zh,override,ko,ko,0.796,,0.157,0
츄,spillover,54,arakpop.com,en,default,ko,ko,0.718,,0.282,0
츄,spillover,55,kstationtv.com,en,default,ko,ko,0.95,,0.05,0
츄,spillover,56,www.excelsior.com.mx,es,override,ko,ko,0.787,,0.213,0
츄,spillover,57,www.lacuarta.com,en,default,ko,ko,0.833,,0.167,0
츄,spillover,58,www.terra.com.co,es,tld,ko,ko,0.907,,0.093,0
10CM,loyalty,0,namu.wiki,ko,override,ko,ko,0.742,,0.258,1
10CM,loyalty,1,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,loyalty,2,en.wikipedia.org,en,wiki,ko,ko,0.847,,0.153,0
10CM,loyalty,3,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,loyalty,4,x.com,en,override,ko,ko,0.796,,0.204,0
10CM,loyalty,5,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,loyalty,6,en.wikipedia.org,en,wiki,ko,ko,0.836,,0.164,0
10CM,loyalty,7,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
10CM,loyalty,8,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
10CM,loyalty,9,en.wikipedia.org,en,wiki,ko,ko,0.905,,0.095,0
10CM,loyalty,10,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
10CM,loyalty,11,en.wikipedia.org,en,wiki,ko,ko,0.83,,0.17,0
10CM,loyalty,12,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,loyalty,13,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,loyalty,14,en.wikipedia.org,en,wiki,latin,en,0.817,,1.0,1
10CM,loyalty,15,en.wikipedia.org,en,wiki,latin,en,0.505,,1.0,1
10CM,loyalty,16,en.wikipedia.org,en,wiki,latin,en,0.56,,1.0,1
10CM,loyalty,17,en.wikipedia.org,en,wiki,latin,en,1.434,,1.0,1
10CM,loyalty,18,tickets.interpark.com,en,default,ko,ko,0.542,,0.458,0
10CM,loyalty,19,www.detik.com,id,override,ko,ko,0.833,,0.167,0
10CM,loyalty,20,namu.wiki,ko,override,ko,ko,0.822,,0.178,1
10CM,loyalty,21,x.com,en,override,ko,ko,0.571,,0.429,0
10CM,loyalty,22,x.com,en,override,ko,ko,0.723,,0.277,0
10CM,loyalty,23,www.mcst.go.kr,ko,tld,ko,ko,0.735,,0.265,1
10CM,loyalty,24,www.unicornfactory.co.kr,ko,tld,ko,ko,0.962,,0.038,1
10CM,loyalty,25,www.billboard-japan.com,ja,override,ko,ko,0.946,,0.054,0
10CM,loyalty,26,www.idntimes.com,id,override,ko,ko,0.618,,0.382,0
10CM,loyalty,27,www.idntimes.com,id,override,ko,ko,0.552,,0.448,0
10CM,loyalty,28,kenh14.vn,vi,override,ko,ko,0.917,,0.083,0
10CM,loyalty,29,www.gmanetwork.com,tl,override,ko,ko,0.711,,0.289,0
10CM,loyalty,30,namu.wiki,ko,override,ko,ko,0.643,,0.357,1
10CM,loyalty,31,namu.wiki,ko,override,ko,ko,0.938,,0.062,1
10CM,loyalty,32,namu.wiki,ko,override,ko,ko,0.929,,0.071,1
10CM,loyalty,33,www.munhwa.com,ko,override,ko,ko,0.66,,0.34,1
10CM,loyalty,34,prtimes.jp,ja,tld,latin,en,0.727,,0.568,0
10CM,loyalty,35,laruedesign.kktix.cc,en,default,ko,ko,0.603,,0.397,0
10CM,loyalty,36,timable.com,en,default,ko,ko,0.742,,0.258,0
10CM,spillover,0,tickets.interpark.com,en,default,ko,ko,0.75,,0.25,0
10CM,spillover,1,www.kyosu.net,en,default,ko,ko,1.0,,0.0,0
10CM,spillover,2,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
10CM,spillover,3,www.allkpop.com,en,override,ko,ko,0.851,,0.149,0
10CM,spillover,4,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,spillover,5,en.wikipedia.org,en,wiki,ko,ko,0.62,,0.38,0
10CM,spillover,6,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
10CM,spillover,7,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,spillover,8,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,spillover,9,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
10CM,spillover,10,namu.wiki,ko,override,ko,ko,0.903,,0.097,1
10CM,spillover,11,en.wikipedia.org,en,wiki,ko,ko,0.667,,0.333,0
10CM,spillover,12,en.wikipedia.org,en,wiki,latin,en,1.403,,1.0,1
10CM,spillover,13,www.goodkyung.com,en,default,latin,en,0.569,,1.0,1
10CM,spillover,14,en.wikipedia.org,en,wiki,latin,en,1.054,,1.0,1
10CM,spillover,15,sports.khan.co.kr,ko,override,latin,en,1.209,,0.985,0
10CM,spillover,16,ib.eplus.jp,ja,tld,ko,ko,0.659,,0.341,0
10CM,spillover,17,namu.wiki,ko,override,ko,ko,0.917,,0.083,1
10CM,spillover,18,namu.wiki,ko,override,ko,ko,0.92,,0.08,1
10CM,spillover,19,namu.wiki,ko,override,ko,ko,0.909,,0.091,1
10CM,spillover,20,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
10CM,spillover,21,www.etoday.co.kr,ko,tld,ko,ko,0.965,,0.035,1
10CM,spillover,22,enews.imbc.com,en,default,ko,ko,0.963,,0.037,0
10CM,spillover,23,www.mydaily.co.kr,ko,override,ko,ko,0.851,,0.149,1
10CM,spillover,24,v.daum.net,ko,override,ko,ko,0.946,,0.054,1
10CM,spillover,25,www.insight.co.kr,ko,tld,ko,ko,0.939,,0.061,1
10CM,spillover,26,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
10CM,spillover,27,svvn.tienphong.vn,vi,tld,ko,ko,0.943,,0.057,0
10CM,spillover,28,www.gukjenews.com,en,default,ko,ko,0.857,,0.143,0
10CM,spillover,29,www.sedaily.com,ko,override,ko,ko,0.9,,0.1,1
10CM,spillover,30,www.gmanetwork.com,tl,override,ko,ko,0.673,,0.327,0
10CM,spillover,31,en.wikipedia.org,en,wiki,ko,ko,0.662,,0.338,0
10CM,spillover,32,en.wikipedia.org,en,wiki,latin,en,0.996,,0.642,1
10CM,spillover,33,en.wikipedia.org,en,wiki,ko,ko,0.944,,0.056,0
10CM,spillover,34,www.newsis.com,ko,override,ko,ko,0.975,,0.025,1
10CM,spillover,35,sports.khan.co.kr,ko,override,ko,ko,0.825,,0.175,1
10CM,spillover,36,musicking.co.kr,ko,tld,ko,ko,0.945,,0.055,1
10CM,spillover,37,musicking.co.kr,ko,tld,ko,ko,0.952,,0.048,1
10CM,spillover,38,prtimes.jp,ja,tld,ko,ko,0.506,,0.494,0
10CM,spillover,39,goldendeerjr.kktix.cc,en,default,latin,en,0.265,,0.569,1
10CM,spillover,40,168production.kktix.cc,en,default,ko,ko,0.76,,0.14,0
10CM,spillover,41,memeon-music.com,en,default,ko,ko,0.686,,0.2,0
10CM,spillover,42,global.hk01.com,zh,override,ko,ko,0.701,,0.062,0
10CM,spillover,43,timable.com,en,default,ko,ko,0.764,,0.189,0
10CM,spillover,44,www.sundaymore.com,en,default,ko,ko,0.774,,0.226,0
10CM,spillover,45,bonjour-coree.org,en,default,ko,ko,0.957,,0.043,0
10CM,spillover,46,www.c-k-jpopnews.fr,fr,tld,ko,ko,0.833,,0.167,0
10CM,spillover,47,www.buzzfeed.com,en,default,ko,ko,0.784,,0.216,0
카더가든,loyalty,0,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,1,www.khan.co.kr,ko,tld,ko,ko,0.909,,0.091,1
카더가든,loyalty,2,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,3,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,4,www.kpop-radar.com,en,default,ko,ko,0.88,,0.12,0
카더가든,loyalty,5,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,6,namu.wiki,ko,override,ko,ko,0.943,,0.057,1
카더가든,loyalty,7,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,8,namu.wiki,ko,override,ko,ko,0.75,,0.25,1
카더가든,loyalty,9,namu.wiki,ko,override,ko,ko,0.946,,0.054,1
카더가든,loyalty,10,namu.wiki,ko,override,latin,en,1.135,,0.947,0
카더가든,loyalty,11,namu.wiki,ko,override,latin,en,1.214,,0.98,0
카더가든,loyalty,12,namu.wiki,ko,override,latin,en,1.241,,1.0,0
카더가든,loyalty,13,www.topstarnews.net,ko,override,latin,en,0.754,,1.0,0
카더가든,loyalty,14,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,15,www.topstarnews.net,ko,override,latin,en,0.45,,0.562,0
카더가든,loyalty,16,kopis.or.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,loyalty,17,www.wikitree.co.kr,ko,tld,ko,ko,0.949,,0.051,1
카더가든,loyalty,18,namu.wiki,ko,override,ko,ko,0.939,,0.061,1
카더가든,loyalty,19,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,20,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,21,namu.wiki,ko,override,ko,ko,0.567,,0.433,1
카더가든,loyalty,22,m.programs.sbs.co.kr,ko,tld,ko,ko,0.941,,0.059,1
카더가든,loyalty,23,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,loyalty,24,ameblo.jp,ja,tld,ko,ko,0.769,,0.218,0
카더가든,loyalty,25,www.douban.com,zh,override,ko,ko,0.851,,0.105,0
카더가든,spillover,0,www.imaeil.com,ko,override,ko,ko,0.965,,0.035,1
카더가든,spillover,1,v.daum.net,ko,override,ko,ko,0.949,,0.051,1
카더가든,spillover,2,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,spillover,3,en.wikipedia.org,en,wiki,ko,ko,0.763,,0.237,0
카더가든,spillover,4,www.khan.co.kr,ko,tld,ko,ko,0.93,,0.07,1
카더가든,spillover,5,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
카더가든,spillover,6,namu.wiki,ko,override,ko,ko,0.731,,0.269,1
카더가든,spillover,7,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,spillover,8,namu.wiki,ko,override,ko,ko,0.94,,0.06,1
카더가든,spillover,9,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,spillover,10,namu.wiki,ko,override,ko,ko,0.562,,0.438,1
카더가든,spillover,11,namu.wiki,ko,override,ko,ko,0.7,,0.3,1
카더가든,spillover,12,namu.wiki,ko,override,latin,en,1.046,,0.808,0
카더가든,spillover,13,namu.wiki,ko,override,latin,en,0.991,,0.949,0
카더가든,spillover,14,namu.wiki,ko,override,latin,en,1.381,,1.0,0
카더가든,spillover,15,namu.wiki,ko,override,latin,en,1.18,,0.938,0
카더가든,spillover,16,v.daum.net,ko,override,latin,en,1.136,,0.961,0
카더가든,spillover,17,isplus.com,ko,override,latin,en,1.569,,1.0,0
카더가든,spillover,18,www.fnnews.com,ko,override,ko,ko,0.982,,0.018,1
카더가든,spillover,19,namu.wiki,ko,override,ko,ko,0.958,,0.042,1
카더가든,spillover,20,namu.wiki,ko,override,ko,ko,0.935,,0.065,1
카더가든,spillover,21,namu.wiki,ko,override,ko,ko,0.948,,0.052,1
카더가든,spillover,22,news.nate.com,ko,override,ko,ko,0.667,,0.333,1
카더가든,spillover,23,www.timespread.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,24,www.elle.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,25,www.elle.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,26,news.nate.com,ko,override,ko,ko,0.943,,0.057,1
카더가든,spillover,27,news.nate.com,ko,override,ko,ko,1.0,,0.0,1
카더가든,spillover,28,www.wikitree.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,29,www.jejuinnews.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,30,www.gukjenews.com,en,default,ko,ko,1.0,,0.0,0
카더가든,spillover,31,namu.wiki,ko,override,ko,ko,0.889,,0.111,1
카더가든,spillover,32,namu.wiki,ko,override,ko,ko,0.773,,0.227,1
카더가든,spillover,33,namu.wiki,ko,override,ko,ko,0.92,,0.08,1
카더가든,spillover,34,namu.wiki,ko,override,ko,ko,0.972,,0.028,1
카더가든,spillover,35,namu.wiki,ko,override,ko,ko,0.918,,0.082,1
카더가든,spillover,36,namu.wiki,ko,override,ko,ko,0.968,,0.032,1
카더가든,spillover,37,v.daum.net,ko,override,ko,ko,0.967,,0.033,1
카더가든,spillover,38,isplus.com,ko,override,ko,ko,0.964,,0.036,1
카더가든,spillover,39,isplus.com,ko,override,ko,ko,0.964,,0.036,1
카더가든,spillover,40,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
카더가든,spillover,41,v.daum.net,ko,override,ko,ko,0.966,,0.034,1
카더가든,spillover,42,www.m-joongang.com,en,default,ko,ko,0.952,,0.048,0
카더가든,spillover,43,www.elle.co.kr,ko,tld,ko,ko,1.0,,0.0,1
카더가든,spillover,44,namu.wiki,ko,override,ko,ko,0.908,,0.092,1
카더가든,spillover,45,karaichi.com,en,default,ko,ko,0.689,,0.208,0
카더가든,spillover,46,www.soompi.com,en,override,ko,ko,0.717,,0.283,0
카더가든,spillover,47,www.songkick.com,en,default,ko,ko,0.896,,0.104,0
Zion.T,loyalty,0,news.sbs.co.kr,ko,override,ko,ko,0.762,,0.238,1
Zion.T,loyalty,1,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
Zion.T,loyalty,2,www.newspim.com,en,default,ko,ko,1.0,,0.0,0
Zion.T,loyalty,3,sports.khan.co.kr,ko,override,ko,ko,1.0,,0.0,1
Zion.T,loyalty,4,m.ticket.yes24.com,en,default,ko,ko,1.0,,0.0,0
Zion.T,loyalty,5,namu.wiki,ko,override,ko,ko,0.917,,0.083,1
Zion.T,loyalty,6,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
Zion.T,loyalty,7,mobileticket.interpark.com,en,default,ko,ko,0.937,,0.063,0
Zion.T,loyalty,8,tickets.interpark.com,en,default,ko,ko,1.0,,0.0,0
Zion.T,loyalty,9,tw.news.yahoo.com,en,default,ko,ko,0.576,,0.303,0
Zion.T,loyalty,10,www.carture.com.tw,zh,tld,ko,ko,0.556,,0.333,0
Zion.T,loyalty,11,hot.detik.com,id,override,ko,ko,0.844,,0.156,0
Zion.T,loyalty,12,thanhnien.vn,vi,override,ko,ko,0.667,,0.333,0
Zion.T,loyalty,13,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
Zion.T,loyalty,14,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
Zion.T,loyalty,15,sports.khan.co.kr,ko,override,ko,ko,0.913,,0.087,1
Zion.T,loyalty,16,en.wikipedia.org,en,wiki,ko,ko,0.935,,0.065,0
Zion.T,loyalty,17,en.wikipedia.org,en,wiki,ko,ko,0.824,,0.176,0
Zion.T,loyalty,18,www.kpopn.com,en,default,ko,ko,0.914,,0.086,0
Zion.T,loyalty,19,www.kpopn.com,en,default,ko,ko,0.914,,0.086,0
Zion.T,loyalty,20,m.weibo.cn,zh,tld,ko,ko,0.743,,0.143,0
Zion.T,loyalty,21,star.ettoday.net,zh,override,ko,ko,0.575,,0.212,0
Zion.T,loyalty,22,sports.khan.co.kr,ko,override,ko,ko,0.965,,0.035,1
Zion.T,loyalty,23,kpopna.com,en,default,ko,ko,0.667,,0.333,0
Zion.T,spillover,0,yg-life.com,ko,override,ko,ko,0.894,,0.106,1
Zion.T,spillover,1,en.wikipedia.org,en,wiki,ko,ko,0.857,,0.143,0
Zion.T,spillover,2,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
Zion.T,spillover,3,www.brandinginasia.com,en,default,ko,ko,0.865,,0.135,0
Zion.T,spillover,4,www.brandinginasia.com,en,default,ko,ko,0.837,,0.163,0
Zion.T,spillover,5,en.wikipedia.org,en,wiki,ko,ko,0.722,,0.278,0
Zion.T,spillover,6,en.wikipedia.org,en,wiki,ko,ko,0.83,,0.17,0
Zion.T,spillover,7,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
Zion.T,spillover,8,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
Zion.T,spillover,9,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
Zion.T,spillover,10,en.wikipedia.org,en,wiki,latin,en,0.713,,0.981,1
Zion.T,spillover,11,en.wikipedia.org,en,wiki,latin,en,0.824,,0.925,1
Zion.T,spillover,12,en.wikipedia.org,en,wiki,latin,en,1.272,,0.984,1
Zion.T,spillover,13,en.wikipedia.org,en,wiki,latin,en,0.834,,1.0,1
Zion.T,spillover,14,en.wikipedia.org,en,wiki,latin,en,1.474,,1.0,1
Zion.T,spillover,15,www.twig24.com,ko,override,latin,en,0.893,,0.993,0
Zion.T,spillover,16,www.inletsgo.com,en,default,ko,ko,0.952,,0.048,0
Zion.T,spillover,17,ent.sina.com.cn,zh,override,latin,en,1.072,,0.979,0
Zion.T,spillover,18,y.qq.com,zh,override,latin,en,1.159,,1.0,0
Zion.T,spillover,19,namu.wiki,ko,override,ko,ko,0.689,,0.311,1
Zion.T,spillover,20,namu.wiki,ko,override,ko,ko,0.884,,0.116,1
Zion.T,spillover,21,www.hankookilbo.com,ko,override,ko,ko,1.0,,0.0,1
Zion.T,spillover,22,www.billboard-japan.com,ja,override,ko,ko,0.628,,0.372,0
Zion.T,spillover,23,www.khaosod.co.th,th,override,ko,ko,0.5,,0.5,0
Zion.T,spillover,24,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
Zion.T,spillover,25,namu.wiki,ko,override,latin,en,0.283,,0.571,0
Zion.T,spillover,26,namu.wiki,ko,override,ko,ko,0.724,,0.276,1
Zion.T,spillover,27,www.philstar.com,tl,override,ko,ko,0.886,,0.114,0
Zion.T,spillover,28,en.wikipedia.org,en,wiki,ko,ko,0.79,,0.21,0
Zion.T,spillover,29,en.wikipedia.org,en,wiki,ko,ko,0.68,,0.32,0
Zion.T,spillover,30,en.wikipedia.org,en,wiki,ko,ko,0.902,,0.098,0
Zion.T,spillover,31,en.wikipedia.org,en,wiki,ko,ko,0.788,,0.212,0
Zion.T,spillover,32,en.wikipedia.org,en,wiki,ko,ko,0.754,,0.246,0
Zion.T,spillover,33,namu.wiki,ko,override,ko,ko,0.902,,0.098,1
Zion.T,spillover,34,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
Zion.T,spillover,35,www.kukinews.com,en,default,ko,ko,0.943,,0.057,0
Zion.T,spillover,36,news.mtn.co.kr,ko,tld,ko,ko,0.923,,0.077,1
Zion.T,spillover,37,namu.wiki,ko,override,ko,ko,0.846,,0.154,1
Zion.T,spillover,38,culture.seoul.go.kr,ko,tld,ko,ko,1.0,,0.0,1
Zion.T,spillover,39,www.marieclairekorea.com,en,default,ko,ko,0.841,,0.159,0
Zion.T,spillover,40,news.sbs.co.kr,ko,override,ko,ko,0.976,,0.024,1
Zion.T,spillover,41,www.izm.co.kr,ko,tld,ko,ko,0.681,,0.319,1
Zion.T,spillover,42,yg-life.com,ko,override,ko,ko,0.955,,0.045,1
Zion.T,spillover,43,sports.khan.co.kr,ko,override,ko,ko,0.953,,0.047,1
Zion.T,spillover,44,www.mt.co.kr,ko,override,ko,ko,0.957,,0.043,1
Zion.T,spillover,45,www.mt.co.kr,ko,override,ko,ko,1.0,,0.0,1
Zion.T,spillover,46,m.kartprice.net,en,default,ko,ko,0.983,,0.017,0
Zion.T,spillover,47,www.timeout.com.hk,zh,tld,ko,ko,0.667,,0.333,0
Zion.T,spillover,48,star.ettoday.net,zh,override,ko,ko,0.667,,0.192,0
Zion.T,spillover,49,hypebeast.cn,zh,tld,ko,ko,0.606,,0.298,0
Zion.T,spillover,50,news.yahoo.co.jp,ja,tld,latin,en,0.012,,0.598,0
Zion.T,spillover,51,news.kstyle.com,en,default,ko,ko,0.543,,0.152,0
Zion.T,spillover,52,www.agoravox.fr,fr,tld,ko,ko,0.852,,0.148,0
Zion.T,spillover,53,www.bloglabanana.com,en,default,latin,tl,0.439,,0.518,0
Zion.T,spillover,54,kpoplat.com,es,override,ko,ko,0.873,,0.127,0
이효리,loyalty,0,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
이효리,loyalty,1,news.nate.com,ko,override,ko,ko,1.0,,0.0,1
이효리,loyalty,2,www.starnewskorea.com,en,override,ko,ko,0.978,,0.022,0
이효리,loyalty,3,en.wikipedia.org,en,wiki,ko,ko,0.883,,0.117,0
이효리,loyalty,4,en.wikipedia.org,en,wiki,ko,ko,0.741,,0.259,0
이효리,loyalty,5,en.wikipedia.org,en,wiki,ko,ko,0.71,,0.29,0
이효리,loyalty,6,en.wikipedia.org,en,wiki,latin,en,1.35,,1.0,1
이효리,loyalty,7,en.wikipedia.org,en,wiki,latin,en,1.311,,1.0,1
이효리,loyalty,8,en.wikipedia.org,en,wiki,latin,en,1.076,,1.0,1
이효리,loyalty,9,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
이효리,loyalty,10,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
이효리,loyalty,11,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
이효리,loyalty,12,ko.wikipedia.org,ko,wiki,ko,ko,1.0,,0.0,1
이효리,loyalty,13,www.starnewskorea.com,en,override,ko,ko,1.0,,0.0,0
이효리,loyalty,14,m.cafe.daum.net,ko,override,ko,ko,1.0,,0.0,1
이효리,loyalty,15,ja.wikipedia.org,ja,wiki,ko,ko,1.0,,0.0,0
이효리,loyalty,16,mawsoati.com,en,default,ko,ko,0.685,,0.315,0
이효리,spillover,0,www.mt.co.kr,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,1,www.mt.co.kr,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,2,namu.wiki,ko,override,ko,ko,0.851,,0.149,1
이효리,spillover,3,en.wikipedia.org,en,wiki,ko,ko,0.98,,0.02,0
이효리,spillover,4,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
이효리,spillover,5,www.allkpop.com,en,override,ko,ko,0.912,,0.088,0
이효리,spillover,6,en.wikipedia.org,en,wiki,ko,ko,0.961,,0.039,0
이효리,spillover,7,en.wikipedia.org,en,wiki,ko,ko,0.947,,0.053,0
이효리,spillover,8,en.wikipedia.org,en,wiki,ko,ko,0.915,,0.085,0
이효리,spillover,9,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
이효리,spillover,10,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
이효리,spillover,11,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
이효리,spillover,12,en.wikipedia.org,en,wiki,ko,ko,1.0,,0.0,0
이효리,spillover,13,en.wikipedia.org,en,wiki,ko,ko,0.9,,0.1,0
이효리,spillover,14,en.wikipedia.org,en,wiki,latin,en,1.192,,1.0,1
이효리,spillover,15,en.wikipedia.org,en,wiki,latin,en,1.051,,1.0,1
이효리,spillover,16,www.news-wa.com,en,default,latin,en,1.545,,1.0,1
이효리,spillover,17,m.ilyoweekly.co.kr,ko,tld,latin,en,1.058,,0.896,0
이효리,spillover,18,en.wikipedia.org,en,wiki,latin,en,0.739,,1.0,1
이효리,spillover,19,www.segye.com,ko,override,latin,en,1.318,,0.941,0
이효리,spillover,20,ent.sbs.co.kr,ko,tld,latin,en,1.213,,1.0,0
이효리,spillover,21,news.pulmuone.co.kr,ko,tld,ko,ko,1.0,,0.0,1
이효리,spillover,22,m.khan.co.kr,ko,tld,ko,ko,0.955,,0.0,1
이효리,spillover,23,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,24,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,25,www.labortoday.co.kr,ko,tld,ko,ko,1.0,,0.0,1
이효리,spillover,26,www.mydaily.co.kr,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,27,www.starnewskorea.com,en,override,ko,ko,1.0,,0.0,0
이효리,spillover,28,www.khan.co.kr,ko,tld,ko,ko,1.0,,0.0,1
이효리,spillover,29,www.visitjeju.net,en,default,ko,ko,0.824,,0.176,0
이효리,spillover,30,news.nate.com,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,31,m.news.nate.com,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,32,vop.co.kr,ko,tld,ko,ko,1.0,,0.0,1
이효리,spillover,33,www.news1.kr,ko,override,ko,ko,0.957,,0.043,1
이효리,spillover,34,v.daum.net,ko,override,ko,ko,0.818,,0.182,1
이효리,spillover,35,v.daum.net,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,36,www.idntimes.com,id,override,ko,ko,0.969,,0.031,0
이효리,spillover,37,www.sanook.com,th,override,ko,ko,1.0,,0.0,0
이효리,spillover,38,www.sanook.com,th,override,ko,ko,1.0,,0.0,0
이효리,spillover,39,news.kapook.com,th,override,ko,ko,0.556,,0.444,0
이효리,spillover,40,www.ajunews.com,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,41,www.khan.co.kr,ko,tld,ko,ko,1.0,,0.0,1
이효리,spillover,42,namu.wiki,ko,override,ko,ko,0.789,,0.211,1
이효리,spillover,43,v.daum.net,ko,override,ko,ko,0.843,,0.157,1
이효리,spillover,44,isplus.com,ko,override,ko,ko,1.0,,0.0,1
이효리,spillover,45,namu.wiki,ko,override,ko,ko,0.939,,0.061,1
이효리,spillover,46,namu.wiki,ko,override,ko,ko,1.0,,0.0,1
