fandom,bullet_type,idx,text_sha1,added_bin,bin_lower_round,bin_upper_round,bin_source
츄,loyalty,23,e772f008ab76,r14∼r22,14,22,r22 백업
츄,loyalty,24,4829cb3cfc89,r14∼r22,14,22,r22 백업
츄,loyalty,25,53bef828d5fc,r14∼r22,14,22,r22 백업
츄,loyalty,26,0f0cb923c43b,r14∼r22,14,22,r22 백업
츄,loyalty,27,59bb742d48eb,r14∼r22,14,22,r22 백업
츄,loyalty,28,8c94d9d76e7c,r23∼r39,23,39,동결 근사 복원본
츄,loyalty,29,ce1f8368858a,r23∼r39,23,39,동결 근사 복원본
츄,loyalty,30,586b8634699c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,loyalty,31,cb71be2d3c58,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,loyalty,32,c66d4b9ed72f,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,loyalty,33,d9c3ff05ab19,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,0,e06d4c6e1dce,≤r13,1,13,r13 스냅샷
츄,spillover,1,7e32459233a4,≤r13,1,13,r13 스냅샷
츄,spillover,2,08e305c991d1,≤r13,1,13,r13 스냅샷
츄,spillover,3,33f5a4ce513e,≤r13,1,13,r13 스냅샷
츄,spillover,4,405fcc977812,≤r13,1,13,r13 스냅샷
츄,spillover,5,684b67a449c5,≤r13,1,13,r13 스냅샷
츄,spillover,6,609d15d99912,≤r13,1,13,r13 스냅샷
츄,spillover,7,71c6f8420bab,≤r13,1,13,r13 스냅샷
츄,spillover,8,f8177261dd7e,≤r13,1,13,r13 스냅샷
츄,spillover,9,736cab8c3b30,≤r13,1,13,r13 스냅샷
츄,spillover,10,5c5a1a9b62f0,≤r13,1,13,r13 스냅샷
츄,spillover,11,0019d0c10b1a,≤r13,1,13,r13 스냅샷
츄,spillover,12,3e62ed21ce95,≤r13,1,13,r13 스냅샷
츄,spillover,13,ce819880831b,≤r13,1,13,r13 스냅샷
츄,spillover,14,569b4243722c,≤r13,1,13,r13 스냅샷
츄,spillover,15,eda561f1f91a,≤r13,1,13,r13 스냅샷
츄,spillover,16,66a7eed4b5a3,≤r13,1,13,r13 스냅샷
츄,spillover,17,18dfe490cc25,≤r13,1,13,r13 스냅샷
츄,spillover,18,adcbbae0b9c8,≤r13,1,13,r13 스냅샷
츄,spillover,19,e69da5b5f7a7,≤r13,1,13,r13 스냅샷
츄,spillover,20,4f5d7c4ff4ca,≤r13,1,13,r13 스냅샷
츄,spillover,21,a31cf2f39ef8,≤r13,1,13,r13 스냅샷
츄,spillover,22,2171d6b3f4be,≤r13,1,13,r13 스냅샷
츄,spillover,23,6029de57ee55,≤r13,1,13,r13 스냅샷
츄,spillover,24,2978826147b4,≤r13,1,13,r13 스냅샷
츄,spillover,25,25fe2fc80ec6,≤r13,1,13,r13 스냅샷
츄,spillover,26,710c3203f7d1,≤r13,1,13,r13 스냅샷
츄,spillover,27,8784eb6723c3,≤r13,1,13,r13 스냅샷
츄,spillover,28,a065bf54daa5,r23∼r39,23,39,동결 근사 복원본
츄,spillover,29,766efe9ca1af,r23∼r39,23,39,동결 근사 복원본
츄,spillover,30,de61d7d3f0ea,r23∼r39,23,39,동결 근사 복원본
츄,spillover,31,30c7a7e3905b,r23∼r39,23,39,동결 근사 복원본
츄,spillover,32,10abfb8548be,r23∼r39,23,39,동결 근사 복원본
츄,spillover,33,a8e60dec7cc1,r23∼r39,23,39,동결 근사 복원본
츄,spillover,34,bc115b048c21,r23∼r39,23,39,동결 근사 복원본
츄,spillover,35,54ba4bb9c3ee,r23∼r39,23,39,동결 근사 복원본
츄,spillover,36,ff265e3dd7da,r23∼r39,23,39,동결 근사 복원본
츄,spillover,37,0b8826745b67,r23∼r39,23,39,동결 근사 복원본
츄,spillover,38,8ec74f7c10cf,r23∼r39,23,39,동결 근사 복원본
츄,spillover,39,c6cbbdeeb272,r23∼r39,23,39,동결 근사 복원본
츄,spillover,40,c4b7a4b24712,r23∼r39,23,39,동결 근사 복원본
츄,spillover,41,1796b830f084,r23∼r39,23,39,동결 근사 복원본
츄,spillover,42,3390957494d2,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,43,82b848154c1c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,44,67355d433bf2,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,45,f8d96d44dfc9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,46,e38f086b1b8c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,47,3dbebd19c084,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,48,05622f8cfea0,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,49,2c926207d37b,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,50,911da0bd9ba9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,51,1fb7b0443ad9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,52,41b8190e9da9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,53,cc98aef2cba3,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,54,5fdafba15f2e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,55,642828636b30,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,56,828faa843425,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,57,cb7c1c5f6d0e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
츄,spillover,58,5ae9a5d5ce91,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,0,063e570e06b1,≤r13,1,13,r13 스냅샷
10CM,loyalty,1,6ef4431adee8,≤r13,1,13,r13 스냅샷
10CM,loyalty,2,9abdcc3af006,≤r13,1,13,r13 스냅샷
10CM,loyalty,3,c08a4e7c4382,≤r13,1,13,r13 스냅샷
10CM,loyalty,4,8f0180fd9d7e,≤r13,1,13,r13 스냅샷
10CM,loyalty,5,bd23b2dd4c2b,≤r13,1,13,r13 스냅샷
10CM,loyalty,6,90c8cd46096d,≤r13,1,13,r13 스냅샷
10CM,loyalty,7,8b2d67d84cff,≤r13,1,13,r13 스냅샷
10CM,loyalty,8,0d7fe610349b,≤r13,1,13,r13 스냅샷
10CM,loyalty,9,a11c1124c821,≤r13,1,13,r13 스냅샷
10CM,loyalty,10,b7511202b17f,≤r13,1,13,r13 스냅샷
10CM,loyalty,11,cca4d8fda48c,≤r13,1,13,r13 스냅샷
10CM,loyalty,12,01e9f8cb5b98,≤r13,1,13,r13 스냅샷
10CM,loyalty,13,e93841ef612f,≤r13,1,13,r13 스냅샷
10CM,loyalty,14,98eb78b5da1b,≤r13,1,13,r13 스냅샷
10CM,loyalty,15,bc996eeef732,≤r13,1,13,r13 스냅샷
10CM,loyalty,16,acdff3b78d8c,≤r13,1,13,r13 스냅샷
10CM,loyalty,17,0ec2e3e5aad0,≤r13,1,13,r13 스냅샷
10CM,loyalty,18,21852e349e7d,≤r13,1,13,r13 스냅샷
10CM,loyalty,19,0b04f7cba909,≤r13,1,13,r13 스냅샷
10CM,loyalty,20,9cb2135541ca,≤r13,1,13,r13 스냅샷
10CM,loyalty,21,b2e93262572b,≤r13,1,13,r13 스냅샷
10CM,loyalty,22,e668863fe0b6,≤r13,1,13,r13 스냅샷
10CM,loyalty,23,00e4d536fb38,≤r13,1,13,r13 스냅샷
10CM,loyalty,24,16972788c4c9,≤r13,1,13,r13 스냅샷
10CM,loyalty,25,2c00f271f699,r14∼r22,14,22,r22 백업
10CM,loyalty,26,fa80978e07cd,r14∼r22,14,22,r22 백업
10CM,loyalty,27,f77e4b62ff2e,r14∼r22,14,22,r22 백업
10CM,loyalty,28,4958e6d99620,r14∼r22,14,22,r22 백업
10CM,loyalty,29,142996d7b950,r23∼r39,23,39,동결 근사 복원본
10CM,loyalty,30,d8cd295340ed,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,31,69592a5a17a5,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,32,c7a332744d2d,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,33,e873067eb217,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,34,59a5ddc4f250,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,35,9f22c583f522,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,loyalty,36,ecd07ffa9470,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,0,f6293f3e698e,≤r13,1,13,r13 스냅샷
10CM,spillover,1,024e9870a1e3,≤r13,1,13,r13 스냅샷
10CM,spillover,2,5279c55dffb7,≤r13,1,13,r13 스냅샷
10CM,spillover,3,a37012add75e,≤r13,1,13,r13 스냅샷
10CM,spillover,4,fbf1d1dec645,≤r13,1,13,r13 스냅샷
10CM,spillover,5,2b4e0d4ebc9c,≤r13,1,13,r13 스냅샷
10CM,spillover,6,f29cdab168d4,≤r13,1,13,r13 스냅샷
10CM,spillover,7,9ee6bc9d1ed5,≤r13,1,13,r13 스냅샷
10CM,spillover,8,a03e4efc3a32,≤r13,1,13,r13 스냅샷
10CM,spillover,9,e07c0215eee1,≤r13,1,13,r13 스냅샷
10CM,spillover,10,e5ffbe0db5cb,≤r13,1,13,r13 스냅샷
10CM,spillover,11,c146e0dbb0b9,≤r13,1,13,r13 스냅샷
10CM,spillover,12,b1481ff0b884,≤r13,1,13,r13 스냅샷
10CM,spillover,13,4db7c71f7f45,≤r13,1,13,r13 스냅샷
10CM,spillover,14,655753c2a873,≤r13,1,13,r13 스냅샷
10CM,spillover,15,b67012a52c13,≤r13,1,13,r13 스냅샷
10CM,spillover,16,afd9cdb974e4,≤r13,1,13,r13 스냅샷
10CM,spillover,17,6fa7ec7139b5,≤r13,1,13,r13 스냅샷
10CM,spillover,18,063ee7cf0787,≤r13,1,13,r13 스냅샷
10CM,spillover,19,cca38236dbae,≤r13,1,13,r13 스냅샷
10CM,spillover,20,024cef0f9539,≤r13,1,13,r13 스냅샷
10CM,spillover,21,18d89fb1bf23,≤r13,1,13,r13 스냅샷
10CM,spillover,22,c2a837a872a8,≤r13,1,13,r13 스냅샷
10CM,spillover,23,aa9f6be45a17,≤r13,1,13,r13 스냅샷
10CM,spillover,24,0c7278bed1b0,≤r13,1,13,r13 스냅샷
10CM,spillover,25,d0e6d75011ff,≤r13,1,13,r13 스냅샷
10CM,spillover,26,37b07295d855,≤r13,1,13,r13 스냅샷
10CM,spillover,27,0128e23c4ebd,r14∼r22,14,22,r22 백업
10CM,spillover,28,928d2cef0d8e,r14∼r22,14,22,r22 백업
10CM,spillover,29,bfcaf7e5a398,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,30,ede445645652,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,31,e164475f9e14,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,32,494f5861b73b,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,33,a09518d6a8ff,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,34,53a28d510c35,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,35,68b042208117,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,36,2bcae17719f3,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,37,1d1bd0975463,r23∼r39,23,39,동결 근사 복원본
10CM,spillover,38,e37326b56761,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,39,218d0fd22041,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,40,6ad7578ebcdf,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,41,b65c3453ca39,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,42,a8c48b3eb722,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,43,e167cf9cf463,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,44,456af8030154,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,45,d4f6716d9991,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,46,b5e66c4e74b5,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
10CM,spillover,47,952fbddaae76,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,0,dc3076af461a,≤r13,1,13,r13 스냅샷
카더가든,loyalty,1,9f1a8bffae89,≤r13,1,13,r13 스냅샷
카더가든,loyalty,2,661d4d959c97,≤r13,1,13,r13 스냅샷
카더가든,loyalty,3,97135a413337,≤r13,1,13,r13 스냅샷
카더가든,loyalty,4,708cc16288f1,≤r13,1,13,r13 스냅샷
카더가든,loyalty,5,956e60e38e90,≤r13,1,13,r13 스냅샷
카더가든,loyalty,6,fe8ab77eee50,≤r13,1,13,r13 스냅샷
카더가든,loyalty,7,040c27e61c2f,≤r13,1,13,r13 스냅샷
카더가든,loyalty,8,17338ae43fc6,≤r13,1,13,r13 스냅샷
카더가든,loyalty,9,c673d4db1825,≤r13,1,13,r13 스냅샷
카더가든,loyalty,10,195f8a9c9025,≤r13,1,13,r13 스냅샷
카더가든,loyalty,11,1fe64d23e511,≤r13,1,13,r13 스냅샷
카더가든,loyalty,12,ede22edfa2eb,≤r13,1,13,r13 스냅샷
카더가든,loyalty,13,f3b1b854d19f,≤r13,1,13,r13 스냅샷
카더가든,loyalty,14,b9ad6c80ecbc,≤r13,1,13,r13 스냅샷
카더가든,loyalty,15,35ac03b15a0f,≤r13,1,13,r13 스냅샷
카더가든,loyalty,16,ccdcb23b35cf,≤r13,1,13,r13 스냅샷
카더가든,loyalty,17,a0e8395aea59,≤r13,1,13,r13 스냅샷
카더가든,loyalty,18,d81e9cc6ccbf,r23∼r39,23,39,동결 근사 복원본
카더가든,loyalty,19,5b5840ad7dd9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,20,6f127a63954b,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,21,c4673a38a645,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,22,fb4413cfec2f,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,23,233d06212d80,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,24,2bf117b98b9b,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,loyalty,25,b4c089a58b21,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,0,29103722c521,≤r13,1,13,r13 스냅샷
카더가든,spillover,1,ea08378ad7de,≤r13,1,13,r13 스냅샷
카더가든,spillover,2,5dbc47e726e0,≤r13,1,13,r13 스냅샷
카더가든,spillover,3,965b1ca1d7ee,≤r13,1,13,r13 스냅샷
카더가든,spillover,4,2119fbff2e57,≤r13,1,13,r13 스냅샷
카더가든,spillover,5,84a04e54f759,≤r13,1,13,r13 스냅샷
카더가든,spillover,6,cc3b7d5a9b19,≤r13,1,13,r13 스냅샷
카더가든,spillover,7,49eacfa0c50a,≤r13,1,13,r13 스냅샷
카더가든,spillover,8,c40a17b44e3c,≤r13,1,13,r13 스냅샷
카더가든,spillover,9,31a09f741e85,≤r13,1,13,r13 스냅샷
카더가든,spillover,10,bf2fe94a3b7c,≤r13,1,13,r13 스냅샷
카더가든,spillover,11,83fdca34d399,≤r13,1,13,r13 스냅샷
카더가든,spillover,12,87e41afaf64e,≤r13,1,13,r13 스냅샷
카더가든,spillover,13,d2c6f42a8432,≤r13,1,13,r13 스냅샷
카더가든,spillover,14,c02d93385744,≤r13,1,13,r13 스냅샷
카더가든,spillover,15,7f1bbc9bda12,≤r13,1,13,r13 스냅샷
카더가든,spillover,16,3b0c2957e2af,≤r13,1,13,r13 스냅샷
카더가든,spillover,17,7674c4b6c236,≤r13,1,13,r13 스냅샷
카더가든,spillover,18,852ced60f631,≤r13,1,13,r13 스냅샷
카더가든,spillover,19,e899d30251da,≤r13,1,13,r13 스냅샷
카더가든,spillover,20,0c8d0ce98bcc,≤r13,1,13,r13 스냅샷
카더가든,spillover,21,1c6a0c6e1471,≤r13,1,13,r13 스냅샷
카더가든,spillover,22,c5d51b08f4a0,≤r13,1,13,r13 스냅샷
카더가든,spillover,23,b7b753d0fd36,≤r13,1,13,r13 스냅샷
카더가든,spillover,24,615fc7681bb7,≤r13,1,13,r13 스냅샷
카더가든,spillover,25,ae6fb13b79d7,≤r13,1,13,r13 스냅샷
카더가든,spillover,26,84a8799c4ae6,≤r13,1,13,r13 스냅샷
카더가든,spillover,27,de26a81d8535,≤r13,1,13,r13 스냅샷
카더가든,spillover,28,ad6111a7c053,r14∼r22,14,22,r22 백업
카더가든,spillover,29,ae23f769ba3b,r14∼r22,14,22,r22 백업
카더가든,spillover,30,c7913458bd8d,r14∼r22,14,22,r22 백업
카더가든,spillover,31,a80e8d3af792,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,32,fe46d310d7aa,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,33,3ca8232cd394,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,34,234201958761,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,35,e747327ac473,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,36,08ed328b7e99,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,37,40b2bee4a500,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,38,2c73af495b4e,r23∼r39,23,39,동결 근사 복원본
카더가든,spillover,39,bc245a15af40,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,40,d44d5e1feb7f,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,41,3b0334f54586,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,42,e74efe428cf8,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,43,83366109beca,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,44,8c336b90f02c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,45,ca360f75d339,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,46,57cce3cd57eb,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
카더가든,spillover,47,7de4ca879d5e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,0,d4be2a0dc409,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,1,8f19d12dd087,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,2,4601b8b07931,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,3,cc29f27f2845,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,4,50e95053a83f,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,5,10cf2806083b,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,6,b437f62ab5ce,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,7,c218dc37d97c,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,8,2413a8ccd0e7,≤r13,1,13,r13 스냅샷
Zion.T,loyalty,9,1450c58ec9f4,r14∼r22,14,22,r22 백업
Zion.T,loyalty,10,9a413560753e,r14∼r22,14,22,r22 백업
Zion.T,loyalty,11,3677114152da,r14∼r22,14,22,r22 백업
Zion.T,loyalty,12,de8b6d38afc9,r14∼r22,14,22,r22 백업
Zion.T,loyalty,13,525408c681b3,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,14,449134e2e608,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,15,3ccdebd87a47,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,16,f61a7d7fe81a,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,17,6dc460b09862,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,18,ea65650f7f8e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,19,82afc30975d0,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,20,d39b28995013,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,21,888a024a149c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,22,8d1b5d3fa591,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,loyalty,23,8f4b056f8813,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,0,74b0a3904d29,≤r13,1,13,r13 스냅샷
Zion.T,spillover,1,33fb68bdf0ed,≤r13,1,13,r13 스냅샷
Zion.T,spillover,2,8618226bd940,≤r13,1,13,r13 스냅샷
Zion.T,spillover,3,6c483136b544,≤r13,1,13,r13 스냅샷
Zion.T,spillover,4,fa544dc7627d,≤r13,1,13,r13 스냅샷
Zion.T,spillover,5,15c33c63a399,≤r13,1,13,r13 스냅샷
Zion.T,spillover,6,734d084f260a,≤r13,1,13,r13 스냅샷
Zion.T,spillover,7,9a82a3c58ffa,≤r13,1,13,r13 스냅샷
Zion.T,spillover,8,3b63d0d3ca70,≤r13,1,13,r13 스냅샷
Zion.T,spillover,9,7b888f03e321,≤r13,1,13,r13 스냅샷
Zion.T,spillover,10,34a49da48b7b,≤r13,1,13,r13 스냅샷
Zion.T,spillover,11,a9b17b680f84,≤r13,1,13,r13 스냅샷
Zion.T,spillover,12,5ec913969bbe,≤r13,1,13,r13 스냅샷
Zion.T,spillover,13,06435a0740f0,≤r13,1,13,r13 스냅샷
Zion.T,spillover,14,65e735342ad5,≤r13,1,13,r13 스냅샷
Zion.T,spillover,15,e5b135e6c77e,≤r13,1,13,r13 스냅샷
Zion.T,spillover,16,eb21dbf3bc7d,≤r13,1,13,r13 스냅샷
Zion.T,spillover,17,25e447b9a0e6,≤r13,1,13,r13 스냅샷
Zion.T,spillover,18,1a3218eaa415,≤r13,1,13,r13 스냅샷
Zion.T,spillover,19,b258fa352a4a,≤r13,1,13,r13 스냅샷
Zion.T,spillover,20,a10c0132f318,≤r13,1,13,r13 스냅샷
Zion.T,spillover,21,056283506862,≤r13,1,13,r13 스냅샷
Zion.T,spillover,22,e9e1f2152704,r14∼r22,14,22,r22 백업
Zion.T,spillover,23,3b4ddc8f44db,r14∼r22,14,22,r22 백업
Zion.T,spillover,24,360fa6a32c77,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,25,028e143eadd3,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,26,d62c78ceaaf4,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,27,65e01db1cb42,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,28,fa19754e3aff,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,29,fafda4a17d33,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,30,c0901a6fbe52,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,31,6868a8e2bd2a,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,32,7767f854e269,r23∼r39,23,39,동결 근사 복원본
Zion.T,spillover,33,ca11059190d4,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,34,2591580a9391,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,35,aa528df7b797,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,36,bc4d3e2d058b,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,37,e23aea55591d,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,38,a0a28da5dde2,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,39,848660a2cfa1,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,40,2a15abcb450c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,41,770c71f7fc9e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,42,8653a015fe0a,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,43,eebcde3ce5a6,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,44,e6128052ecce,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,45,6e35181806a4,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,46,97ba0093297b,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,47,c8e694b39518,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,48,94942d764526,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,49,e5acddc1842a,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,50,bd8e6c5ca54d,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,51,ac57d4c979a1,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,52,985926289103,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,53,0aa7698b26b8,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
Zion.T,spillover,54,e328fc7e54d1,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,0,5441c3c3ac89,≤r13,1,13,r13 스냅샷
이효리,loyalty,1,047fe12dc0e8,≤r13,1,13,r13 스냅샷
이효리,loyalty,2,4432380f2257,≤r13,1,13,r13 스냅샷
이효리,loyalty,3,a06a5bde3047,≤r13,1,13,r13 스냅샷
이효리,loyalty,4,19169e0aadf9,≤r13,1,13,r13 스냅샷
이효리,loyalty,5,70faac8a5db5,≤r13,1,13,r13 스냅샷
이효리,loyalty,6,b9234ca856ac,≤r13,1,13,r13 스냅샷
이효리,loyalty,7,cc70592910a9,≤r13,1,13,r13 스냅샷
이효리,loyalty,8,ef0f11e0a511,≤r13,1,13,r13 스냅샷
이효리,loyalty,9,5986b5fbf560,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,10,a2dd8f59a658,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,11,0b30cb739a36,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,12,b82795de2cb0,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,13,b6aca3e44d32,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,14,9f8d15836d21,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,15,5bafebf0ee12,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,loyalty,16,8dee8218538f,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이효리,spillover,0,f7458c29a975,≤r13,1,13,r13 스냅샷
이효리,spillover,1,8d7ca0abff6f,≤r13,1,13,r13 스냅샷
이효리,spillover,2,9001aa016150,≤r13,1,13,r13 스냅샷
이효리,spillover,3,8074e49bd964,≤r13,1,13,r13 스냅샷
이효리,spillover,4,50b8e778607a,≤r13,1,13,r13 스냅샷
이효리,spillover,5,d5b7cfe5f6fd,≤r13,1,13,r13 스냅샷
이효리,spillover,6,829d12e1de47,≤r13,1,13,r13 스냅샷
