fandom,bullet_type,idx,n_numeric,n_bonus_kw,bonus_kw_hit,evidence_score,years_in_text
HOT,loyalty,15,0,0,,1.0,2018
HOT,loyalty,16,4,2,매진|팬클럽,3.6,2018
HOT,loyalty,17,0,0,,1.0,
HOT,loyalty,18,1,0,,1.5,2025
HOT,loyalty,19,0,0,,1.0,
HOT,loyalty,20,2,1,팬클럽,2.3,
HOT,loyalty,21,2,1,매진,2.3,
HOT,loyalty,22,2,1,매진,2.3,
HOT,loyalty,23,5,1,1위,3.8,2019
HOT,loyalty,24,4,1,매진,3.3,2018
HOT,loyalty,25,2,1,매진,2.3,
HOT,loyalty,26,3,0,,2.5,
HOT,loyalty,27,2,0,,2.0,
HOT,loyalty,28,4,1,팬클럽,3.3,
HOT,loyalty,29,0,0,,1.0,
HOT,loyalty,30,0,0,,1.0,
HOT,loyalty,31,3,0,,2.5,2018
HOT,loyalty,32,3,0,,2.5,2019|2025
HOT,loyalty,33,2,0,,2.0,2026
HOT,loyalty,34,2,1,팬클럽,2.3,2024
HOT,loyalty,35,1,0,,1.5,
HOT,loyalty,36,1,0,,1.5,
HOT,spillover,0,2,0,,2.0,
HOT,spillover,1,3,0,,2.5,
HOT,spillover,2,0,0,,1.0,
HOT,spillover,3,2,0,,2.0,
HOT,spillover,4,1,1,콘서트,1.8,
HOT,spillover,5,1,1,콘서트,1.8,
HOT,spillover,6,0,0,,1.0,
HOT,spillover,7,0,0,,1.0,
HOT,spillover,8,0,0,,1.0,
HOT,spillover,9,0,0,,1.0,
HOT,spillover,10,0,0,,1.0,2019
HOT,spillover,11,4,0,,3.0,2019|2025
HOT,spillover,12,0,0,,1.0,
HOT,spillover,13,0,0,,1.0,
HOT,spillover,14,5,1,매출,3.8,
HOT,spillover,15,1,1,콘서트,1.8,2018
HOT,spillover,16,8,0,,5.0,2019
HOT,spillover,17,4,0,,3.0,
HOT,spillover,18,1,1,콘서트,1.8,
HOT,spillover,19,0,0,,1.0,
HOT,spillover,20,1,0,,1.5,
HOT,spillover,21,1,0,,1.5,
HOT,spillover,22,1,0,,1.5,
HOT,spillover,23,0,0,,1.0,2019|2020
HOT,spillover,24,2,0,,2.0,
HOT,spillover,25,1,0,,1.5,
HOT,spillover,26,2,0,,2.0,
HOT,spillover,27,1,0,,1.5,
HOT,spillover,28,2,0,,2.0,2016
HOT,spillover,29,1,0,,1.5,2018
HOT,spillover,30,8,0,,5.0,2026
HOT,spillover,31,3,0,,2.5,
HOT,spillover,32,1,0,,1.5,
HOT,spillover,33,4,0,,3.0,2025|2026
HOT,spillover,34,2,0,,2.0,2026
HOT,spillover,35,1,0,,1.5,
HOT,spillover,36,1,0,,1.5,
HOT,spillover,37,6,0,,4.0,2019
HOT,spillover,38,4,1,매출,3.3,
HOT,spillover,39,1,1,콘서트,1.8,
HOT,spillover,40,2,0,,2.0,
HOT,spillover,41,2,0,,2.0,2025
HOT,spillover,42,1,0,,1.5,2025
HOT,spillover,43,1,0,,1.5,
HOT,spillover,44,0,0,,1.0,
HOT,spillover,45,0,0,,1.0,
HOT,spillover,46,2,1,모델,2.3,2026
HOT,spillover,47,0,0,,1.0,
HOT,spillover,48,1,0,,1.5,
HOT,spillover,49,1,0,,1.5,2025
HOT,spillover,50,1,0,,1.5,2025
HOT,spillover,51,2,0,,2.0,2026
HOT,spillover,52,3,0,,2.5,2026
HOT,spillover,53,0,0,,1.0,
HOT,spillover,54,5,1,수익,3.8,2026
HOT,spillover,55,0,0,,1.0,
HOT,spillover,56,1,1,콘서트,1.8,
HOT,spillover,57,1,0,,1.5,
HOT,spillover,58,1,1,콘서트,1.8,2018
HOT,spillover,59,1,1,협업,1.8,
잭스키스,loyalty,0,2,1,매진,2.3,2016
잭스키스,loyalty,1,2,0,,2.0,2016
잭스키스,loyalty,2,2,0,,2.0,2017
잭스키스,loyalty,3,0,1,팬클럽,1.3,2017
잭스키스,loyalty,4,1,0,,1.5,2018
잭스키스,loyalty,5,0,0,,1.0,
잭스키스,loyalty,6,0,1,팬클럽,1.3,
잭스키스,loyalty,7,1,2,창단|팬클럽,2.1,
잭스키스,loyalty,8,4,0,,3.0,
잭스키스,loyalty,9,2,0,,2.0,2016
잭스키스,loyalty,10,2,1,최초,2.3,
잭스키스,loyalty,11,1,0,,1.5,
잭스키스,loyalty,12,0,0,,1.0,2017
잭스키스,loyalty,13,0,0,,1.0,2016|2017
잭스키스,loyalty,14,0,0,,1.0,
잭스키스,loyalty,15,0,0,,1.0,
잭스키스,loyalty,16,1,1,매진,1.8,
잭스키스,loyalty,17,1,3,출범|팬클럽|세대,2.4,2016
잭스키스,loyalty,18,0,1,팬클럽,1.3,
잭스키스,loyalty,19,4,2,기부|팬카페,3.6,2016|2017
잭스키스,loyalty,20,2,2,기부|팬클럽,2.6,2016
잭스키스,loyalty,21,0,1,팬클럽,1.3,
잭스키스,loyalty,22,0,1,팬클럽,1.3,
잭스키스,loyalty,23,1,0,,1.5,
잭스키스,loyalty,24,0,0,,1.0,
잭스키스,loyalty,25,0,0,,1.0,
잭스키스,loyalty,26,1,2,출범|팬클럽,2.1,2016
잭스키스,loyalty,27,2,1,팬클럽,2.3,2016
잭스키스,loyalty,28,2,1,기부,2.3,2017
잭스키스,loyalty,29,2,2,기부|팬클럽,2.6,2017
잭스키스,loyalty,30,3,0,,2.5,2016
잭스키스,loyalty,31,1,1,팬클럽,1.8,2016
잭스키스,loyalty,32,1,3,출범|1위|팬클럽,2.4,
잭스키스,loyalty,33,2,0,,2.0,2016
잭스키스,loyalty,34,5,0,,3.5,
잭스키스,loyalty,35,2,0,,2.0,2017
잭스키스,loyalty,36,0,0,,1.0,
잭스키스,loyalty,37,2,0,,2.0,2016
잭스키스,loyalty,38,0,0,,1.0,
잭스키스,loyalty,39,3,0,,2.5,
잭스키스,loyalty,40,1,0,,1.5,2017
잭스키스,spillover,0,1,0,,1.5,2016
잭스키스,spillover,1,1,2,투어|콘서트,2.1,
잭스키스,spillover,2,2,0,,2.0,
잭스키스,spillover,3,2,0,,2.0,2016|2017
잭스키스,spillover,4,0,0,,1.0,2016|2017
잭스키스,spillover,5,0,0,,1.0,
잭스키스,spillover,6,1,0,,1.5,2018
잭스키스,spillover,7,0,0,,1.0,2016
잭스키스,spillover,8,0,0,,1.0,
잭스키스,spillover,9,0,0,,1.0,
잭스키스,spillover,10,0,0,,1.0,
잭스키스,spillover,11,2,0,,2.0,
잭스키스,spillover,12,5,0,,3.5,
잭스키스,spillover,13,0,1,콘서트,1.3,
잭스키스,spillover,14,0,1,콘서트,1.3,
잭스키스,spillover,15,0,0,,1.0,
잭스키스,spillover,16,1,0,,1.5,
잭스키스,spillover,17,1,0,,1.5,
잭스키스,spillover,18,0,0,,1.0,
잭스키스,spillover,19,1,0,,1.5,2016
잭스키스,spillover,20,5,1,투어,3.8,2017
잭스키스,spillover,21,2,0,,2.0,2016
잭스키스,spillover,22,0,0,,1.0,
잭스키스,spillover,23,1,0,,1.5,
잭스키스,spillover,24,0,0,,1.0,
잭스키스,spillover,25,0,0,,1.0,
잭스키스,spillover,26,0,1,홍보대사,1.3,
잭스키스,spillover,27,0,1,홍보대사,1.3,
잭스키스,spillover,28,2,0,,2.0,2015|2016
잭스키스,spillover,29,3,0,,2.5,2016
잭스키스,spillover,30,1,1,콘서트,1.8,2016
잭스키스,spillover,31,1,0,,1.5,
잭스키스,spillover,32,2,0,,2.0,2016
잭스키스,spillover,33,1,0,,1.5,2017
잭스키스,spillover,34,3,0,,2.5,2016
잭스키스,spillover,35,1,0,,1.5,
잭스키스,spillover,36,2,0,,2.0,2016
잭스키스,spillover,37,0,0,,1.0,
잭스키스,spillover,38,1,0,,1.5,2025
잭스키스,spillover,39,1,0,,1.5,2025
잭스키스,spillover,40,1,0,,1.5,2025
잭스키스,spillover,41,0,0,,1.0,
잭스키스,spillover,42,0,0,,1.0,
잭스키스,spillover,43,0,0,,1.0,
보아,loyalty,0,0,1,팬클럽,1.3,
보아,loyalty,1,1,0,,1.5,
보아,loyalty,2,4,1,팬클럽,3.3,
보아,loyalty,3,2,1,매진,2.3,
보아,loyalty,4,1,1,팬클럽,1.8,
보아,loyalty,5,4,1,밀리언셀러,3.3,2021
보아,loyalty,6,1,0,,1.5,
보아,loyalty,7,2,1,1위,2.3,
보아,loyalty,8,0,0,,1.0,2026
보아,loyalty,9,2,1,팬클럽,2.3,2025
보아,loyalty,10,3,1,팬클럽,2.8,2025|2026
보아,loyalty,11,2,0,,2.0,2026
보아,loyalty,12,1,2,역사|팬클럽,2.1,
보아,loyalty,13,0,0,,1.0,
보아,loyalty,14,2,1,지속,2.3,2025
보아,loyalty,15,3,0,,2.5,
보아,loyalty,16,1,0,,1.5,
보아,loyalty,17,1,0,,1.5,
보아,loyalty,18,1,0,,1.5,
보아,loyalty,19,1,0,,1.5,
보아,loyalty,20,1,0,,1.5,
보아,loyalty,21,0,0,,1.0,
보아,loyalty,22,1,0,,1.5,
보아,loyalty,23,1,0,,1.5,
보아,loyalty,24,0,0,,1.0,
보아,loyalty,25,1,1,팬클럽,1.8,2026
보아,loyalty,26,2,1,팬클럽,2.3,2025
보아,loyalty,27,3,1,팬클럽,2.8,2025
보아,loyalty,28,0,1,팬클럽,1.3,2025
보아,loyalty,29,1,0,,1.5,
보아,spillover,0,1,0,,1.5,2025
보아,spillover,1,1,0,,1.5,
보아,spillover,2,2,0,,2.0,2016
보아,spillover,3,3,0,,2.5,
보아,spillover,4,2,0,,2.0,
보아,spillover,5,2,3,관광|모델|브랜드,2.9,2016
보아,spillover,6,0,0,,1.0,
보아,spillover,7,0,0,,1.0,
보아,spillover,8,2,0,,2.0,2025
보아,spillover,9,0,0,,1.0,
보아,spillover,10,0,0,,1.0,
보아,spillover,11,0,0,,1.0,
보아,spillover,12,0,0,,1.0,
보아,spillover,13,0,0,,1.0,
보아,spillover,14,0,0,,1.0,
보아,spillover,15,2,0,,2.0,
보아,spillover,16,2,0,,2.0,2018
보아,spillover,17,1,0,,1.5,
보아,spillover,18,0,0,,1.0,
보아,spillover,19,0,0,,1.0,
보아,spillover,20,0,0,,1.0,
보아,spillover,21,0,0,,1.0,
보아,spillover,22,1,0,,1.5,
보아,spillover,23,0,0,,1.0,
보아,spillover,24,0,0,,1.0,
보아,spillover,25,0,0,,1.0,
보아,spillover,26,2,0,,2.0,
보아,spillover,27,3,0,,2.5,
보아,spillover,28,2,0,,2.0,
보아,spillover,29,1,0,,1.5,
보아,spillover,30,1,0,,1.5,
보아,spillover,31,1,0,,1.5,2016
보아,spillover,32,1,0,,1.5,
보아,spillover,33,2,0,,2.0,2024
보아,spillover,34,2,1,홍보대사,2.3,
보아,spillover,35,0,1,협업,1.3,
보아,spillover,36,2,0,,2.0,2024|2025
보아,spillover,37,0,0,,1.0,
보아,spillover,38,0,0,,1.0,
보아,spillover,39,3,1,투어,2.8,2026
보아,spillover,40,0,0,,1.0,
보아,spillover,41,0,0,,1.0,
보아,spillover,42,0,0,,1.0,
보아,spillover,43,0,1,협업,1.3,
보아,spillover,44,1,0,,1.5,
보아,spillover,45,1,0,,1.5,
싸이,loyalty,0,0,0,,1.0,
싸이,loyalty,1,4,1,1위,3.3,
싸이,loyalty,2,3,0,,2.5,
싸이,loyalty,3,3,2,1위|최초,3.1,
싸이,loyalty,4,2,1,매진,2.3,2025
싸이,loyalty,5,0,0,,1.0,
싸이,loyalty,6,2,0,,2.0,
싸이,loyalty,7,4,1,1위,3.3,
싸이,loyalty,8,2,2,돌파|최초,2.6,2017
싸이,loyalty,9,2,0,,2.0,
싸이,loyalty,10,3,1,1위,2.8,
싸이,loyalty,11,3,0,,2.5,2018|2019|2026
싸이,loyalty,12,0,0,,1.0,2022
싸이,loyalty,13,2,0,,2.0,2025
싸이,loyalty,14,1,0,,1.5,2026
싸이,loyalty,15,6,1,충성,4.3,2025
싸이,loyalty,16,0,0,,1.0,
싸이,loyalty,17,0,0,,1.0,
싸이,loyalty,18,2,1,기부,2.3,2023
싸이,loyalty,19,2,1,지속,2.3,2025|2026
싸이,loyalty,20,1,0,,1.5,2025
싸이,loyalty,21,3,0,,2.5,
싸이,loyalty,22,1,1,돌파,1.8,
싸이,loyalty,23,1,2,돌파|최초,2.1,
싸이,loyalty,24,1,0,,1.5,
싸이,loyalty,25,1,0,,1.5,2024
싸이,loyalty,26,2,1,기부,2.3,2023
싸이,loyalty,27,3,1,매진,2.8,2018
싸이,loyalty,28,0,1,지속,1.3,
싸이,loyalty,29,0,1,지속,1.3,
싸이,spillover,0,3,1,지역,2.8,2025
싸이,spillover,1,6,2,방문|소비,4.6,2025
싸이,spillover,2,0,3,지자체|지역|소비,1.9,
싸이,spillover,3,0,0,,1.0,
싸이,spillover,4,2,0,,2.0,
싸이,spillover,5,2,1,경제효과,2.3,
싸이,spillover,6,2,0,,2.0,
싸이,spillover,7,3,0,,2.5,
싸이,spillover,8,2,0,,2.0,
싸이,spillover,9,0,1,홍보대사,1.3,
싸이,spillover,10,0,0,,1.0,2025
싸이,spillover,11,0,0,,1.0,2017
싸이,spillover,12,5,0,,3.5,2023|2026
싸이,spillover,13,7,2,콘서트|소비,5.1,2025
싸이,spillover,14,5,3,경제효과|지역|소비,4.4,2025
싸이,spillover,15,0,0,,1.0,
싸이,spillover,16,0,0,,1.0,
싸이,spillover,17,0,0,,1.0,
싸이,spillover,18,0,0,,1.0,
싸이,spillover,19,0,0,,1.0,
싸이,spillover,20,0,0,,1.0,
싸이,spillover,21,5,4,경제효과|지역|콘서트|소비,4.7,2025
싸이,spillover,22,4,3,상권|지역|소비,3.9,2025
싸이,spillover,23,2,1,지역,2.3,2024
싸이,spillover,24,2,0,,2.0,2024
싸이,spillover,25,0,0,,1.0,2024
싸이,spillover,26,1,1,협업,1.8,2024
싸이,spillover,27,2,1,콘서트,2.3,2022|2023
싸이,spillover,28,1,0,,1.5,2026
싸이,spillover,29,4,0,,3.0,2017
싸이,spillover,30,0,0,,1.0,2025
싸이,spillover,31,0,0,,1.0,
싸이,spillover,32,1,0,,1.5,2025
싸이,spillover,33,1,0,,1.5,
싸이,spillover,34,0,0,,1.0,2025
싸이,spillover,35,0,0,,1.0,
싸이,spillover,36,0,0,,1.0,
싸이,spillover,37,0,0,,1.0,
싸이,spillover,38,0,0,,1.0,
싸이,spillover,39,2,0,,2.0,2017
싸이,spillover,40,0,0,,1.0,
싸이,spillover,41,9,0,,5.5,2017|2021|2023
싸이,spillover,42,1,0,,1.5,
싸이,spillover,43,0,0,,1.0,
싸이,spillover,44,1,0,,1.5,
싸이,spillover,45,0,0,,1.0,
싸이,spillover,46,0,0,,1.0,
싸이,spillover,47,1,0,,1.5,
싸이,spillover,48,0,0,,1.0,
싸이,spillover,49,1,1,홍보대사,1.8,2015
싸이,spillover,50,1,1,홍보대사,1.8,2025
싸이,spillover,51,7,3,매출|모델|수익,5.4,
싸이,spillover,52,2,1,브랜드,2.3,
싸이,spillover,53,0,0,,1.0,
싸이,spillover,54,0,0,,1.0,
싸이,spillover,55,1,0,,1.5,2026
싸이,spillover,56,1,1,모델,1.8,2023
싸이,spillover,57,2,1,모델,2.3,2025
싸이,spillover,58,1,1,모델,1.8,2025
싸이,spillover,59,1,0,,1.5,2025
싸이,spillover,60,2,1,모델,2.3,2025
싸이,spillover,61,2,0,,2.0,
싸이,spillover,62,1,0,,1.5,
싸이,spillover,63,1,1,모델,1.8,
싸이,spillover,64,1,1,브랜드,1.8,
싸이,spillover,65,1,1,모델,1.8,2023
싸이,spillover,66,1,1,모델,1.8,
싸이,spillover,67,1,1,모델,1.8,
싸이,spillover,68,2,1,모델,2.3,
싸이,spillover,69,1,1,모델,1.8,
싸이,spillover,70,1,1,모델,1.8,
싸이,spillover,71,0,0,,1.0,
싸이,spillover,72,0,0,,1.0,
싸이,spillover,73,1,0,,1.5,
싸이,spillover,74,1,1,방문,1.8,2017
싸이,spillover,75,5,0,,3.5,
싸이,spillover,76,1,0,,1.5,
싸이,spillover,77,0,0,,1.0,
싸이,spillover,78,0,0,,1.0,
싸이,spillover,79,0,0,,1.0,
싸이,spillover,80,0,0,,1.0,
싸이,spillover,81,3,1,방문,2.8,
싸이,spillover,82,2,0,,2.0,
싸이,spillover,83,0,0,,1.0,
싸이,spillover,84,0,0,,1.0,
싸이,spillover,85,1,0,,1.5,
싸이,spillover,86,2,0,,2.0,
싸이,spillover,87,1,0,,1.5,
싸이,spillover,88,1,0,,1.5,
싸이,spillover,89,0,0,,1.0,
싸이,spillover,90,1,0,,1.5,2025
싸이,spillover,91,0,1,협업,1.3,
아이유,loyalty,0,2,0,,2.0,2024
아이유,loyalty,1,3,1,1위,2.8,
아이유,loyalty,2,2,0,,2.0,
아이유,loyalty,3,5,2,기부|팬클럽,4.1,2019|2020|2026
아이유,loyalty,4,0,0,,1.0,
아이유,loyalty,5,1,2,매진|팬클럽,2.1,2025
아이유,loyalty,6,3,1,매진,2.8,2023
아이유,loyalty,7,0,2,팬클럽|팬카페,1.6,
아이유,loyalty,8,2,1,매진,2.3,
아이유,loyalty,9,2,1,최초,2.3,2024
아이유,loyalty,10,1,1,최초,1.8,2022
아이유,loyalty,11,2,0,,2.0,
아이유,loyalty,12,2,0,,2.0,
아이유,loyalty,13,1,2,역사|1위,2.1,
아이유,loyalty,14,0,0,,1.0,2017|2024
아이유,loyalty,15,0,0,,1.0,2024
아이유,loyalty,16,1,1,최초,1.8,2024
아이유,loyalty,17,0,0,,1.0,
아이유,loyalty,18,0,0,,1.0,
아이유,loyalty,19,0,0,,1.0,
아이유,loyalty,20,5,1,매진,3.8,2019|2022|2023
아이유,loyalty,21,3,1,매진,2.8,2024
아이유,loyalty,22,3,2,기부|팬클럽,3.1,2026
아이유,loyalty,23,1,0,,1.5,2024
아이유,loyalty,24,0,0,,1.0,
아이유,loyalty,25,2,2,기부|팬클럽,2.6,2026
아이유,loyalty,26,1,1,기부,1.8,
아이유,loyalty,27,1,1,기부,1.8,
아이유,loyalty,28,0,0,,1.0,
아이유,loyalty,29,2,1,기부,2.3,2024
아이유,loyalty,30,1,1,세대,1.8,
아이유,loyalty,31,2,0,,2.0,2024
아이유,loyalty,32,2,0,,2.0,2024
아이유,loyalty,33,2,2,기부|팬클럽,2.6,
아이유,loyalty,34,0,0,,1.0,
아이유,loyalty,35,0,0,,1.0,
아이유,loyalty,36,4,2,기부|팬클럽,3.6,2018
아이유,loyalty,37,2,2,기부|팬클럽,2.6,2024
아이유,loyalty,38,2,2,기부|팬클럽,2.6,2026
아이유,loyalty,39,1,0,,1.5,2018
아이유,loyalty,40,0,0,,1.0,
아이유,loyalty,41,3,1,1위,2.8,2026
아이유,spillover,0,0,1,앰버서더,1.3,
아이유,spillover,1,0,3,앰버서더|모델|브랜드,1.9,
아이유,spillover,2,0,1,콘서트,1.3,
아이유,spillover,3,3,0,,2.5,2025
아이유,spillover,4,3,0,,2.5,2017|2025
아이유,spillover,5,2,0,,2.0,2024|2025
아이유,spillover,6,0,0,,1.0,2017|2025
아이유,spillover,7,0,0,,1.0,2025
아이유,spillover,8,0,0,,1.0,
아이유,spillover,9,0,0,,1.0,2017|2018|2019
아이유,spillover,10,0,0,,1.0,2024
아이유,spillover,11,0,0,,1.0,2026
아이유,spillover,12,0,0,,1.0,
아이유,spillover,13,0,0,,1.0,
아이유,spillover,14,0,0,,1.0,
아이유,spillover,15,0,0,,1.0,
아이유,spillover,16,3,1,투어,2.8,2024
아이유,spillover,17,3,1,콘서트,2.8,2024
아이유,spillover,18,1,1,콘서트,1.8,2024
아이유,spillover,19,3,0,,2.5,
아이유,spillover,20,1,1,콘서트,1.8,
아이유,spillover,21,0,0,,1.0,
아이유,spillover,22,0,0,,1.0,
아이유,spillover,23,0,0,,1.0,
아이유,spillover,24,0,0,,1.0,
아이유,spillover,25,0,0,,1.0,
아이유,spillover,26,1,0,,1.5,
아이유,spillover,27,0,0,,1.0,
아이유,spillover,28,0,0,,1.0,2018|2019|2025|2026
아이유,spillover,29,0,0,,1.0,2019|2022|2023
아이유,spillover,30,3,0,,2.5,
아이유,spillover,31,4,0,,3.0,2015|2016|2018|2019
아이유,spillover,32,2,0,,2.0,2025|2026
아이유,spillover,33,4,0,,3.0,2019|2021|2022|2023
아이유,spillover,34,2,1,콘서트,2.3,2023|2025
아이유,spillover,35,1,1,홍보대사,1.8,2025
아이유,spillover,36,11,2,매출|브랜드,7.1,2021|2023|2024
아이유,spillover,37,10,3,매출|모델|브랜드,6.9,2023|2024
아이유,spillover,38,0,0,,1.0,
아이유,spillover,39,1,0,,1.5,2026
아이유,spillover,40,4,1,모델,3.3,2024
아이유,spillover,41,1,0,,1.5,2024
아이유,spillover,42,1,1,앰버서더,1.8,2021
아이유,spillover,43,1,2,앰버서더|브랜드,2.1,2024
아이유,spillover,44,2,1,모델,2.3,2024
아이유,spillover,45,3,1,모델,2.8,2022|2024
아이유,spillover,46,3,2,모델|브랜드,3.1,2023|2024
아이유,spillover,47,1,2,모델|브랜드,2.1,2023
아이유,spillover,48,5,2,모델|브랜드,4.1,2020|2023
아이유,spillover,49,1,2,앰버서더|브랜드,2.1,2026
아이유,spillover,50,3,2,모델|브랜드,3.1,2025
아이유,spillover,51,1,2,모델|브랜드,2.1,2019
아이유,spillover,52,1,2,모델|브랜드,2.1,2025
아이유,spillover,53,3,1,모델,2.8,2022|2024
아이유,spillover,54,3,2,앰버서더|모델,3.1,2022|2024
아이유,spillover,55,5,1,모델,3.8,2020|2023|2024
아이유,spillover,56,2,1,앰버서더,2.3,2024
아이유,spillover,57,2,1,모델,2.3,2024
아이유,spillover,58,2,1,모델,2.3,2024
아이유,spillover,59,0,0,,1.0,
아이유,spillover,60,2,0,,2.0,
아이유,spillover,61,0,0,,1.0,
아이유,spillover,62,0,1,모델,1.3,
아이유,spillover,63,1,1,투어,1.8,2024
아이유,spillover,64,4,0,,3.0,2017
아이유,spillover,65,0,1,투어,1.3,
아이유,spillover,66,1,0,,1.5,2022
아이유,spillover,67,2,0,,2.0,2026
비비,loyalty,0,1,1,팬클럽,1.8,2026
비비,loyalty,1,3,1,팬클럽,2.8,2025
비비,loyalty,2,2,1,1위,2.3,2024
비비,loyalty,3,1,0,,1.5,2025
비비,loyalty,4,0,0,,1.0,
비비,loyalty,5,0,1,팬클럽,1.3,
비비,loyalty,6,1,0,,1.5,2025
비비,loyalty,7,1,0,,1.5,2022
비비,loyalty,8,4,0,,3.0,2022|2025
비비,loyalty,9,0,0,,1.0,
비비,loyalty,10,0,0,,1.0,2026
비비,loyalty,11,0,0,,1.0,
비비,loyalty,12,0,0,,1.0,2025
비비,loyalty,13,0,1,기부,1.3,
비비,loyalty,14,0,0,,1.0,2025
비비,loyalty,15,0,0,,1.0,
비비,loyalty,16,0,0,,1.0,
비비,loyalty,17,0,0,,1.0,
비비,loyalty,18,0,0,,1.0,
비비,loyalty,19,0,0,,1.0,
비비,loyalty,20,0,0,,1.0,
비비,loyalty,21,0,0,,1.0,
비비,loyalty,22,0,0,,1.0,
비비,loyalty,23,1,1,매진,1.8,2022
비비,loyalty,24,1,1,팬클럽,1.8,2026
비비,loyalty,25,0,0,,1.0,
비비,spillover,0,1,2,매출|소비,2.1,
비비,spillover,1,0,1,앰버서더,1.3,
비비,spillover,2,0,1,모델,1.3,
비비,spillover,3,1,0,,1.5,2024
비비,spillover,4,1,1,소비,1.8,
비비,spillover,5,2,0,,2.0,2024
비비,spillover,6,1,0,,1.5,2021
비비,spillover,7,2,0,,2.0,2024
비비,spillover,8,0,0,,1.0,
비비,spillover,9,2,0,,2.0,2023
비비,spillover,10,1,0,,1.5,2021|2024
비비,spillover,11,0,0,,1.0,2024|2025
비비,spillover,12,1,0,,1.5,2024
비비,spillover,13,0,0,,1.0,
비비,spillover,14,0,0,,1.0,2025
비비,spillover,15,5,2,매출|모델,4.1,2019|2025
비비,spillover,16,1,0,,1.5,2025
비비,spillover,17,1,0,,1.5,2024
비비,spillover,18,1,0,,1.5,
비비,spillover,19,0,0,,1.0,
비비,spillover,20,0,0,,1.0,
비비,spillover,21,0,0,,1.0,
비비,spillover,22,0,0,,1.0,
비비,spillover,23,1,0,,1.5,2026
비비,spillover,24,0,0,,1.0,
비비,spillover,25,0,0,,1.0,2020
비비,spillover,26,0,0,,1.0,2020|2021|2022
비비,spillover,27,3,0,,2.5,2023|2024
비비,spillover,28,4,0,,3.0,2018|2023
비비,spillover,29,0,1,지역,1.3,
비비,spillover,30,1,2,앰버서더|브랜드,2.1,2021
비비,spillover,31,1,2,앰버서더|모델,2.1,2025
비비,spillover,32,1,1,모델,1.8,2024
비비,spillover,33,1,1,모델,1.8,2025
비비,spillover,34,1,2,모델|브랜드,2.1,2021
비비,spillover,35,2,2,모델|브랜드,2.6,2025|2026
비비,spillover,36,1,1,모델,1.8,2024
비비,spillover,37,1,2,모델|브랜드,2.1,2022
비비,spillover,38,2,1,투어,2.3,2025
비비,spillover,39,1,0,,1.5,
비비,spillover,40,1,0,,1.5,2026
비비,spillover,41,0,1,콘서트,1.3,2025
비비,spillover,42,0,1,투어,1.3,
비비,spillover,43,0,0,,1.0,
비비,spillover,44,1,0,,1.5,2026
비비,spillover,45,2,0,,2.0,2019
비비,spillover,46,1,0,,1.5,
비비,spillover,47,0,0,,1.0,
윤하,loyalty,0,1,2,지속|팬클럽,2.1,2025
윤하,loyalty,1,2,1,매진,2.3,2023
윤하,loyalty,2,1,1,매진,1.8,
윤하,loyalty,3,2,2,기부|팬클럽,2.6,
윤하,loyalty,4,1,1,팬클럽,1.8,2023
윤하,loyalty,5,3,2,팬클럽|충성,3.1,2015|2016|2019|2024
윤하,loyalty,6,3,2,지속|1위,3.1,2022
윤하,loyalty,7,1,2,결성|팬클럽,2.1,
윤하,loyalty,8,3,1,1위,2.8,
윤하,loyalty,9,4,0,,3.0,2024|2025
윤하,loyalty,10,2,0,,2.0,2023
윤하,loyalty,11,1,0,,1.5,
윤하,loyalty,12,1,1,1위,1.8,
윤하,loyalty,13,2,0,,2.0,
윤하,loyalty,14,1,0,,1.5,2024
윤하,loyalty,15,2,0,,2.0,2025
윤하,loyalty,16,0,0,,1.0,
윤하,loyalty,17,1,0,,1.5,
윤하,loyalty,18,1,0,,1.5,
윤하,loyalty,19,2,1,1위,2.3,
윤하,loyalty,20,2,2,기부|팬클럽,2.6,2025
윤하,loyalty,21,3,2,기부|팬클럽,3.1,2024
윤하,loyalty,22,4,2,매진|팬클럽,3.6,2024
윤하,loyalty,23,2,1,매진,2.3,2023
윤하,loyalty,24,2,0,,2.0,2024
윤하,loyalty,25,1,2,지속|팬클럽,2.1,2024
윤하,loyalty,26,1,0,,1.5,2019
윤하,loyalty,27,1,1,매진,1.8,2015
윤하,loyalty,28,3,0,,2.5,2024
윤하,loyalty,29,2,2,1위|팬클럽,2.6,
윤하,loyalty,30,3,0,,2.5,2024
윤하,loyalty,31,2,1,매진,2.3,2026
윤하,loyalty,32,2,0,,2.0,
윤하,spillover,0,1,0,,1.5,
윤하,spillover,1,0,0,,1.0,
윤하,spillover,2,3,0,,2.5,2021
윤하,spillover,3,2,1,콘서트,2.3,
윤하,spillover,4,1,0,,1.5,
윤하,spillover,5,2,0,,2.0,
윤하,spillover,6,0,1,협업,1.3,
윤하,spillover,7,0,0,,1.0,2022|2023
윤하,spillover,8,0,0,,1.0,2020
윤하,spillover,9,0,0,,1.0,2022|2023
윤하,spillover,10,0,0,,1.0,
윤하,spillover,11,0,0,,1.0,
윤하,spillover,12,1,0,,1.5,2025
윤하,spillover,13,3,0,,2.5,
윤하,spillover,14,1,0,,1.5,2022
윤하,spillover,15,2,0,,2.0,
윤하,spillover,16,0,0,,1.0,2025
윤하,spillover,17,1,2,투어|콘서트,2.1,
윤하,spillover,18,0,0,,1.0,
