사전,항목,값,출처,비고
멤버 집중도(MEMBER_ALIASES),BLACKPINK/제니,제니,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/제니,JENNIE,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/로제,로제,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/로제,ROSÉ,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/로제,ROSE,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/리사,리사,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),BLACKPINK/리사,LISA,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/디오,디오,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/디오,D.O.,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/디오,도경수,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/백현,백현,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/백현,Baekhyun,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/카이,카이,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/카이,Kai,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/카이,김종인,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/수호,수호,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/수호,Suho,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/찬열,찬열,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/찬열,Chanyeol,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/세훈,세훈,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/세훈,Sehun,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/시우민,시우민,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/시우민,Xiumin,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/첸,첸,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/첸,Chen,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/레이,레이,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),EXO/레이,Lay,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/규현,규현,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/규현,Kyuhyun,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/희철,희철,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/희철,Heechul,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/이특,이특,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/이특,Leeteuk,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/신동,신동,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/신동,Shindong,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/은혁,은혁,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/은혁,Eunhyuk,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/동해,동해,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/동해,Donghae,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/시원,시원,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/시원,Siwon,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/예성,예성,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),슈퍼주니어/예성,Yesung,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/태민,태민,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/태민,TAEMIN,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/키,키 ,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/키,KEY,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/민호,민호,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/민호,MINHO,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/온유,온유,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),샤이니/온유,ONEW,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/태연,태연,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/태연,TAEYEON,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/윤아,윤아,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/윤아,YOONA,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/수영,수영,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/수영,SOOYOUNG,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/유리,유리,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/유리,YURI,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/서현,서현,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/서현,SEOHYUN,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/티파니,티파니,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/티파니,TIFFANY,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/효연,효연,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/효연,HYOYEON,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/써니,써니,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/써니,Sunny,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/제시카,제시카,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),소녀시대/제시카,Jessica,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/전소연,전소연,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/전소연,소연,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/미연,미연,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/민니,민니,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/우기,우기,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),(여자)아이들/슈화,슈화,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),마마무/화사,화사,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),마마무/솔라,솔라,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),마마무/문별,문별,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),마마무/휘인,휘인,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/장원영,장원영,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/장원영,원영,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/안유진,안유진,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/안유진,유진,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/레이,아이브 레이,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/레이,Rei,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/리즈,리즈,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/가을,가을,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
멤버 집중도(MEMBER_ALIASES),IVE/이서,이서,run_lda_v6.py,파일럿 10그룹 판. 최종 45그룹 별칭은 member_mention_index_v7.json 에 그룹별로 있음
국내 지역(REGION_KEYWORDS),서울,서울,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),부산,부산,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),대구,대구,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),인천,인천,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),광주,광주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),대전,대전,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),울산,울산,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),세종,세종시,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),세종,세종특별자치시,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,경기도,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,수원,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,성남,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,부천,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,안산,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,화성,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,의정부,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경기,남양주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),강원,강원,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),강원,춘천,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),강원,강릉,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),강원,원주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),강원,속초,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충북,충북,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충북,청주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충남,충남,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충남,천안,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충남,아산,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),충남,보령,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전북,전북,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전북,전주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전남,전남,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전남,목포,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전남,순천,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전남,진도,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),전남,전라남도,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,경북,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,포항,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,경주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,김천,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,구미,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경북,울릉,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,경남,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,창원,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,진주,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,김해,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,거제,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),경남,남해,analysis/build_notebooks_v7.py,
국내 지역(REGION_KEYWORDS),제주,제주,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬 없이,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬없이,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬을 받지,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬 없는,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬이 아닌,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,무협찬,analysis/build_notebooks_v7.py,
광고·상업성 부정 가드(NEGATION),협찬 부정형,협찬 아닌,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),ko,한국어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),en,영어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),ja,일본어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),zh,중국어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),es,스페인어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),fr,프랑스어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),th,태국어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),id,인도네시아어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),vi,베트남어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),ru,러시아어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),tl,필리핀어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),pt,포르투갈어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),tr,튀르키예어,analysis/build_notebooks_v7.py,
세계 언어(ALL_LANGS),ar,아랍어,analysis/build_notebooks_v7.py,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,앰버서더,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,앰배서더,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,홍보대사,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,광고모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,전속모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,브랜드모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,공식모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,모델로 발탁,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,새 얼굴,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,뮤즈,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,협찬,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,파트너십,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,브랜드 파트너,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,공식 파트너,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,캠페인,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,광고,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,CF ,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,cf ,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,화보 촬영,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,위촬영,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,홍보영상,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,PR모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,얼굴로 발탁,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,공식 후원,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,후원사,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,스폰서,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,브랜드 모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,전속 모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,홍보 모델,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,모델로 기용,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 신호(AD_SIGNAL_KEYWORDS),광고 신호,모델 계약,data/v7_final/ad_commercial_index_v7.json,
광고·상업성 업종 목록(INDUSTRIES),업종,건강/의료,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,식음료,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,가정/생활,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,금융,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,자동차,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,미용,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,스포츠/레저,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,정보/통신,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,여행,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
광고·상업성 업종 목록(INDUSTRIES),업종,비즈니스/산업,data/v7_final/ad_commercial_index_v7.json,업종별 브랜드·키워드 사전(INDUSTRY_KEYWORDS)은 저장소에 없음
