index,fandom,bullet_type,idx,text,hint_terms_found,"검수(Y=해당 지표에 잡혔어야 함, N=아님)",사유·놓친 표현
region,FTISLAND,spillover,29,"FT아일랜드는 2011년 10월 29일 방영된 Mnet '주간아이돌' 15회, 2012년 3월 14일 34회에 출연하며 초기부터 예능 프로그램에 참여했다.",,,
region,ATEEZ,spillover,65,"'IN YOUR FANTASY' 월드투어의 호주 공연이 2026년 3월 3일 멜버른 로드레이버 아레나, 6일 시드니 쿠도스뱅크 아레나에서 열린다고 Rolling Stone Australia가 보도했다.",,,
region,여자친구,spillover,14,"여자친구는 2018년 '밤'으로 음악방송 10관왕, 2019년 '해야'·'열대야'로 각 6관왕을 달성했으며, '밤'의 뮤직비디오는 공개 1주일 만에 1,300만회 조회수를 기록하고 해당 곡은 빌보드 앨범차트 6위에 올랐다",,,
region,RIIZE,spillover,74,멕시코 일간지 엘에랄도데멕시코(El Heraldo de México)가 라이즈(RIIZE)가 아르헨티나·칠레·브라질 롤라팔루자에 모두 출연한 최초의 남성 케이팝 그룹이 되었다고 보도했다.,,,
region,투어스(TWS),spillover,41,"TWS's 2025 Japan arena tour '24/7:WITH:US' ran 13 sold-out shows across six cities (Hiroshima, Aichi, Fukuoka, Miyagi, Osaka, Kanagawa) drawing about 50,000 fans, closing at K-Arena Yokohama on August 9-10, 2025.",,,
region,샤이니,spillover,8,"SHINee performed at Tokyo Dome, Japan on their ""SHINee World The Best 2018"" tour, their first tour following Jonghyun's death",,,
region,케이윌,spillover,34,스페인 K팝 매체 BA NA NA가 케이윌이 정규 4집 '想像; Mood Indigo' 후속으로 타이틀곡 '그땐 그댄'을 발표하며 컴백했고 국내 투어를 예고했다고 보도했다.,,,
region,나훈아,spillover,11,"His national retirement tour ran across Incheon (Apr 2024), Daegu (Dec 7-8), Busan (Dec 14-15), concluding in Seoul (Jan 10-12, 2025) as a marquee media event marking the end of a 59-year career.",,,
region,싸이,spillover,10,"The 2025 ""Psy Summer Swag"" stop in Uijeongbu (July 5, 2025, ~30,000 attendees) generated an estimated ₩12.9 billion in local economic impact: ₩3.1 billion in direct visitor/staff spending plus ₩9.41 billion in indirect promotional/commercial effects for surrounding businesses",,,
region,김재중,spillover,23,"김재중은 2026년 한 인터뷰에서 옛 소속 그룹과의 '완전체' 재결합 가능성에 대해 ""재결합이나 이런 건 민감하다"", ""하고 싶다고 해서 할 수 있는 게 아니다""라며 멤버 각자의 상황을 고려해야 하는 신중한 사안이라는 입장을 밝혔다.",,,
region,빅뱅,loyalty,15,베트남 매체 뚜오이째(Tuổi Trẻ)도 같은 하노이 콘서트 소식을 독자적으로 보도해 베트남 내 빅뱅 재결합·컴백에 대한 관심을 확인했다.,,,
region,이효리,spillover,31,국민대학교 학위수여식 축하공연이 '국민대 발칵 뒤집어 놓은 축하공연'이라는 반응을 얻었다.,,,
region,BLACKPINK,spillover,21,"BLACKPINK's ""GO"" single and ""DEADLINE"" album (Feb 27, 2026) marked their 11th Billboard Hot 100 entry (surpassing all K-pop girl groups), 5th Billboard 200 entry, and 12th entry on the UK Official Singles Chart (No. 44)",,,
region,카더가든,spillover,7,2019년 5월 12일·19일 '복면가왕' 102대 가왕전에서 56~72표를 얻어 우승했다,,,
region,청하,spillover,54,청하가 2019년 LG유플러스의 증강현실 서비스 'U+AR' 광고에 출연했다.,,,
region,다비치,loyalty,21,콘서트 'TIME CAPSULE : 시간을 잇다' 티켓 오픈 후 이틀 만에 전석 매진(2026),,,
region,EXO,spillover,10,"EXO's ""EXO Planet 6 – EXhOrizon"" tour includes stops in Ho Chi Minh City (Vietnam), Bangkok (Thailand), Jakarta (Indonesia), Macau (China), and Nagoya/Osaka (Japan)",,,
region,Hearts2Hearts,spillover,35,JTBC '아는 형님'(2026.3.14)에 전원 출연,,,
region,윤도현,loyalty,0,2002 한일 월드컵 당시 '오 필승 코리아'가 폭발적 인기를 얻으며 YB는 단숨에 '국민 밴드'로 급부상해 대중적 지지 기반을 넓혔다.,,,
region,브라운아이즈,spillover,10,"3집 'Two Things Needed for the Same Purpose and 5 Objets'(2008.6.19 발매)는 발매 2일 만에 5만장(2년만의 신기록), 발매 2주 후인 7월8일 한터차트 기준 8만장을 돌파했다",,,
region,케이윌,spillover,32,일본 티켓 정보 사이트에 따르면 케이윌은 2026년 11월 10일 일본에서 'K-Drama OST Tribute Concert 2026'을 개최할 예정이다.,,,
region,RIIZE,spillover,44,"라이즈, 첫 리얼리티 예능 'BOSS RIIZE' 출연…불꽃 승부욕 발동",,,
region,BLACKPINK,loyalty,11,"The Born Pink World Tour (2022–23) drew 1.8 million total attendees across its run, reflecting sustained ticket demand across markets.",,,
region,LE SSERAFIM,loyalty,36,르세라핌은 2026년 5월 데뷔 4주년을 맞아 전 세계 피어나와 함께하는 기념 프로젝트 'CELEBRATION'을 진행했다.,,,
region,송가인,spillover,4,"2026년 9월 명량대첩축제의 '명량 트롯나이트' 무대에 출연 예정이며, 군은 그의 인지도를 활용해 대파·구기자·김·전복·홍주 등 지역 특산물 홍보도 함께 추진할 계획이다",,,
region,권은비,spillover,8,SBS 파워FM '영스트리트' 라디오 DJ로 2023년 7월부터 2024년 8월까지 활동했다,,,
region,박재범,loyalty,34,박재범이 PSY와 함께 하노이 K-PULSE 2026 음악 축제에 참여한다.,,,
region,(여자)아이들,loyalty,13,"Weibo (CUBE_G-I-DLE official account, Taiwan regional subdomain) posted content around the ""말리지 마"" (Don't Get Me Wrong) music video release, part of ongoing fan-facing activity on the group's official Weibo channel",,,
region,김연자,spillover,32,"김연자는 일본에서 1999년 제32회 일본작사대상 우수상, 2000년 제21회 마츠오 예술상, 2001년 일본 레코드대상 기획상, 2003년 제36회 일본유선대상 최다 리퀘스트 가수상(TBS-TV 생중계) 등을 수상했다.",,,
region,정동원,spillover,16,Performed a duet with veteran singer Nam Jin at the 2020 Trot Awards.,,,
region,권은비,spillover,4,코디한 의상이 공연 못지않게 화제가 되어 패션 매체에서 가성비 코디로 별도 소개됨,,,
region,LE SSERAFIM,spillover,0,"루이비통 하우스 앰버서더, 소니(Sony) 글로벌 앰버서더로 활동하고 있다.",,,
region,NCT,spillover,51,나무위키 '도영' 문서의 수상 경력에 따르면 도영이 부른 드라마 OST 곡 'Like a Star'는 2022년 태국 TOP TEN AWARDS에서 'Best Artists of K-Drama OST in Thailand' 부문을 수상하며 해외에서 K-드라마 OST 가수로서 인정받았다.,,,
region,투어스(TWS),spillover,1,"TWS serves as brand ambassadors/models for a wide range of commercial categories simultaneously, including Roobliss (hair brand, first official ambassador), BeginS by JUNGSAEMMOOL (skincare), Jim Beam bourbon whiskey (members Shin-yu and Do-hoon), MLB casual apparel, and CELINE luxury fashion.",,,
region,ITZY,spillover,53,ITZY는 2026년 호주·뉴질랜드 아레나 투어를 확정하며 해외 진출을 이어갔다.,,,
region,10CM,spillover,1,한국저작권보호원의 2025년 저작권 보호 캠페인송 '바로지금송'에 보컬로 참여해 공공기관과의 홍보 협업 사례를 남겼다.,,,
region,LE SSERAFIM,spillover,32,인도네시아 detik.com(wolipop)은 LE SSERAFIM 5인 전원이 2023년 10월 BTS에 이어 루이비통의 하우스 앰버서더로 발탁되었다고 보도했다,,,
region,NCT,spillover,25,"NCT Yuta의 데뷔 미니앨범 'Depth'가 일본에서 41,214장 판매되어 빌보드 재팬 앨범 차트 3위를 기록",,,
region,BTOB,loyalty,4,2015년 12월 두 번째 단독 콘서트 티켓이 오픈 5분 만에 매진되었다.,,,
region,god,loyalty,50,g.o.d 대니 안이 2026년 1월 24일 연세대 대강당에서 개인 팬미팅 '2025 Danny's Day [Dan STUDIO]'를 개최한다고 allkpop이 보도했다.,,,
region,잔나비,spillover,12,2022년 히든싱어 방영 이후 같은 곡이 역주행해 9월 25일 멜론 일간순위 74위까지 재상승했다,,,
region,A-pink,spillover,55,"홍콩01은 Apink 홍콩 공연에서 은지가 그룹을 홍콩에 데려오겠다는 과거 약속을 지켰다고 ""恩地實現承諾帶組合來港"" 제하로 보도했다.",,,
region,NewJeans,spillover,65,"뉴진스가 2024년 5월 데뷔 후 최다인 7개 대학 축제 무대에 올라 '뜨거운 호응'을 얻었으며, 신곡 발매 시점에 맞춘 출연으로 대중적 친근감을 높였다는 평가를 받았다. 뉴진스는 해당 출연료 전액을 기부해 화제를 더했다.",,,
region,GOT7,spillover,54,마크(GOT7)는 2020년 중국 시장에서 멘소래담 아크네스(스킨케어)와 함께 중국 최대 통신사 차이나유니콤(China Unicom)의 광고 모델로 활동했다.,,,
region,김호중,spillover,27,2025.8 국내 유일 민영교도소 '소망교도소'로 이감,,,
region,BLACKPINK,spillover,18,"The ""Born Pink"" world tour overall grossed approximately $260.6 million with 1.5 million tickets sold, making it the highest-grossing girl-group tour of all time",,,
region,TWICE,spillover,77,2024년 11월 21일 TWICE는 미국 NFL 목요일 경기 생중계 직후 송출되는 온라인 스트리밍 콘서트 시리즈 '아마존 뮤직 라이브'에 K-Pop 아티스트 최초로 출연했다.,,,
region,지드래곤 (G-Dragon),spillover,2,2025년 국내 연예인 추정 연봉 순위에서 지드래곤이 솔로 활동·패션 브랜드·광고 모델 수익으로 약 100억 원 이상을 기록하며 1위로 추정됐다.,,,
region,ITZY,spillover,60,ITZY는 2024년 'Born to Be' 월드투어의 일환으로 4월 24일 런던 OVO 아레나 웸블리 공연을 열었다고 NME가 보도했다.,,,
region,슈퍼주니어,loyalty,22,'Super Show 5' 마닐라 콘서트로 필리핀 팬들을 열광시켰다고 오래전부터 보도된 바 있음,,,
region,A-pink,loyalty,25,"Apink 정은지, 태국에서 첫 솔로 단독 콘서트 개최, 감미로운 목소리 선사",,,
region,김동률,spillover,34,"박효신, 이승환, 강수지 등 다른 가수의 앨범에 작곡가로 참여했다.",,,
region,NewJeans,spillover,106,"NME는 NewJeans의 EP 'Get Up'을 리뷰하며 ""아무도 이들과 견줄 수 없다(no one can hold a candle to them)""고 호평했다.",,,
region,NCT,loyalty,9,'NCT 2020 Resonance'가 발매 두 달 만에 260만장 이상 팔리며 당시 SM엔터테인먼트 역대 최고 판매 실물 음반이 되었다.,,,
region,HOT,spillover,34,H.O.T.는 데뷔 30주년을 맞아 2026년 1월 이커머스 플랫폼 G마켓 광고에 강타·문희준·장우혁·토니안·이재원 5인 완전체로 출연했다.,,,
region,이승철,spillover,7,이승철은 2014년 중국 베이징에서 첫 단독 콘서트를 성황리에 마쳤다고 국제신문이 보도했다,,,
region,아이유,loyalty,40,"중국 더우반(Douban) 이용자는 ""IU真的好真诚 巡演都会翻唱当地的歌曲""(""IU는 정말 진실되다, 투어 때마다 현지 노래를 커버한다"")라는 제목의 게시글을 올려 IU가 해외 투어 때마다 현지어 노래를 커버하는 성의를 팬 커뮤니티 차원에서 높이 평가했다.",,,
region,Stray Kids,loyalty,8,'Noeasy' 음반이 110만장 넘게 팔리며 JYP엔터테인먼트 최초의 밀리언셀러 음반을 기록한 아티스트가 되었다.,,,
region,아이유,spillover,60,"일본 매체(amp.nspna.com)는 ""IU, 일본에서 신곡 발표…오리콘 차트 9위""(""ＩＵ、日本で新曲発表…オリコンチャート9位"") 제하 기사에서 IU의 일본 신곡이 오리콘 차트 9위에 올랐다고 보도했다.",,,
