index,fandom,bullet_type,idx,text,hint_terms_found,"검수(Y=해당 지표에 잡혔어야 함, N=아님)",사유·놓친 표현,검수자
ad,BLACKPINK,spillover,74,"블랙핑크 지수가 2026년 1월21일 발표된 넷플릭스 오리지널 시리즈 '월간남친'에 웹툰 PD 서미래 역으로 캐스팅, 서인국과 호흡을 맞추며 서강준·이수혁·김성철이 특별출연한다. 2026년 1분기 190여개국 동시공개 예정.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,Crush,spillover,42,"크러쉬는 SBS 드라마 '괜찮아, 사랑이야'(2014) OST에 펀치와 함께 '잠 못드는 밤'을 피처링으로 참여했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,DAY6,loyalty,50,"데이식스 원필은 2026년 5월 1~3일 'WONPIL SOLO CONCERT Unpiltered'를 열었으며, 이는 2022년 첫 솔로 정규앨범 'Pilmography' 이후 약 4년 2개월 만의 개인 단독 콘서트였다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,A-pink,loyalty,34,"신랑(sina.cn)에는 웨이보 초화(超話) 게시물 ""Apink5000天快乐！一直走花路""가 뉴스로 전재되어 데뷔 5000일을 기념하는 중국 팬덤 활동이 확인된다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,장윤정,loyalty,6,공식 팬클럽명은 '레모네이드'이며 상징색은 노란색이다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,보아,spillover,30,보아는 2010~2011년 방영된 KBS2 드라마 '아테나: 전쟁의 여신'에 카메오로 출연했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,카더가든,spillover,13,"Became a promotional face for 나무증권 (Namu Securities), featured on the app's startup screen April 14–21, 2026",,Y,promotional face (영문 광고모델),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,빅마마,spillover,3,"빅마마 데뷔 이후 버블시스터즈, 씨야, 가비엔제이, 브라운아이드걸스 등 다수의 실력파 여성 보컬 그룹이 등장했다는 평가를 받는다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,송가인,spillover,29,송가인이 2019년 9월 14일 MBC '전지적 참견 시점'에 출연해 우승 이후 살인적인 스케줄과 리무진 생활 등을 다뤘다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,김연자,spillover,7,2000년 3월 외국인 최초로 일본 마쓰오 예능상을 수상했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,에픽하이,loyalty,3,콘서트 전석 매진 소식이 화제성 있는 제목으로 보도될 만큼 티켓 파워를 인정받았다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,청하,spillover,32,청하와 엑스디너리 히어로즈가 '스포티파이 랩드 라이브 인도네시아 2024'에 출연했다는 기사.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,거미,spillover,36,거미가 부른 드라마 '태양의 후예' OST 'You Are My Everything'은 벅스뮤직 차트에서 발매 다음 날 1위에 올라 7일간 정상을 지켰다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,윤하,spillover,14,윤하의 '사건의 지평선'(2022)은 써클(구 가온) 디지털차트 1위를 기록했다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,TWICE,loyalty,24,"TWICE 공식 팬클럽 ONCE는 2017년 1기 출범 이후 2025년 4월 29일부터 5기가 운영 중이며, 국내 ONCE CANDY와 해외 ONCE JELLY로 구분해 지속적으로 팬덤을 조직해왔다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,HOT,spillover,50,"2025년 11월 인천 인스파이어 아레나에서 열린 한터뮤직페스티벌의 H.O.T. 완전체 공연을 코리아타임스가 영어 기사로 보도하며 '현대 K팝 형성에 중요한 역할을 한 선구적 그룹'으로 소개했고, 강타는 '서로 다른 세대의 아이돌들이 한 무대에 서기는 쉽지 않다'며 후배들과의 공연에 감사를 표했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BLACKPINK,spillover,39,Univision covered how to get tickets for BLACKPINK's San Francisco concert,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,비비,spillover,27,"비비는 2023년 디즈니+ 드라마 '최악의 악'에서 이해련 역, 2024년 디즈니+ '강남 비-사이드'에서 김재희 역, 2024년 SBS '열혈사제2'에서 구자영 역을 맡아 배우로 활동했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,임영웅,loyalty,11,2025년 9월 서울 콘서트 티켓이 오픈과 동시 전석 매진되고 대기자만 16만 명에 달했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,박재범,spillover,37,코리아타임스가 넷플릭스 드라마 '월간남친(Boyfriend on Demand)'(2026)에서 박재범이 파티 장면에서 여주인공에게 춤을 청하는 '가상 남친' 역할로 특별출연한다고 보도했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,백지영,loyalty,6,"First solo concert in seven years drew crowds at Jamsil Gymnasium, Seoul (Feb 16, 2013), followed by a nationwide tour (March 2013) and her first sold-out Japan performance (May 2013)",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,거미,loyalty,10,2024년 단독 전국투어 콘서트 〈LOVE〉가 서울 등에서 진행되며 티켓 판매가 이어짐,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,청하,spillover,23,2026.9.1 스페인어권 시장 겨냥 디지털 싱글 'México' 발매,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,아이오아이,loyalty,4,"업계 분석가들은 I.O.I·워너원 등 프로젝트 그룹의 재결합 동력을 ""오디션을 통한 성장 서사(growth narrative)가 시간이 지나도 쉽게 사라지지 않는 팬덤을 만든다""는 점에서 찾았다 — 즉 경연 과정 자체가 장기 팬 충성도의 근원이라는 산업 분석",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,박효신,spillover,13,박효신은 SBS 드라마 '일지매'(2008) OST '꽃신'을 불렀다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이찬원,spillover,45,이찬원이 KM차트 2026년 8월 월간 K-MUSIC ARTIST 부문 1위와 HOT CHOICE 남성 부문 1위를 차지하며 스트레이 키즈·방탄소년단을 제쳤다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,다이나믹듀오,loyalty,3,군 복무 후 동반 제대할 당시 300여 명의 팬과 슈프림팀이 현장에서 환영할 정도로 팬덤의 결속력이 강했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,A-pink,loyalty,26,"Apink, 태국 팬들 마음을 핑크빛으로 물들일 밀착 팬미팅 예고",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,보아,spillover,45,스페인 K-pop 매체 BA NA NA(bloglabanana.com)가 SM엔터테인먼트가 보아의 데뷔 20주년을 기념해 다른 아티스트들이 그의 히트곡을 재해석해 부른 헌정 프로젝트 'Our Beloved BoA'를 진행했다고 보도했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BTS,spillover,0,한국은행 분석에 따르면 BTS는 한국 경제에 연간 약 50억 달러(약 5조원)를 기여하며 GDP를 약 0.5%포인트 끌어올리는 효과를 냈다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,정동원,spillover,14,"Became a seolleongtang brand model, which coincided with the fan cafe's 18,300-bowl donation drive.",,Y,brand model (영문),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,빅마마,spillover,40,"2021년 재결합 이후 빅마마는 딩고 킬링보이스, 유희열의 스케치북, 유 퀴즈 온 더 블럭, 놀면 뭐하니? 등 주요 방송 프로그램에 출연했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,정동원,spillover,54,미국 연예매체 allkpop은 트로트 가수 정동원(활동명 JD1)이 약 2년간 안무·스타일링을 준비해 신곡 'Who Am I'를 발표하고 댄스 중심 아이돌 그룹 결성을 위한 오디션을 진행 중이라고 보도했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,동방신기,spillover,11,"TVXQ set a record as the first act with the most performances at Nissan Stadium, Japan in 2026",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BTOB,loyalty,32,2024년 7년 만에 마닐라에서 'Our Dream' 아시아투어 첫 스타트를 끊으며 필리핀 팬들에게 '정말 감사하다'고 밝힘,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BABYMONSTER,loyalty,27,태국 방콕 팬미팅(2024.8.30)에서 파리타·치키타가 가족·친구 앞 첫 무대,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이승철,loyalty,7,"Active concert schedule continuing into 2025-2026 with ""오케스트락"" concert series (오케스트락2 in 2025, 오케스트락3 listed on KOPIS) reflecting sustained demand for orchestral-format shows",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,GOT7,spillover,6,갓세븐은 2019년 포브스코리아가 발표한 '파워 셀러브리티 40'에서 37위에 올라 음악 산업을 넘어선 대중적 영향력을 인정받았다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,레드벨벳,spillover,29,데뷔 10주년 기념 다큐멘터리가 브라질 극장에서 개봉한다고 브라질 문화매체 JWave가 보도,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,임영웅,spillover,12,데뷔 앨범 'IM HERO' 초동 판매량이 110만 장을 넘어 솔로 가수 신기록을 세웠다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,보아,spillover,36,"중국 대형 뉴스 포털 시나닷컴(sina.cn)이 BoA의 근황을 보도하며, 그녀가 2024년 7월 19일부터 21일까지 마카오 갤럭시 아레나에서 열리는 중화권 음악 축제 ""2024 TMEA 5th 腾讯""에 출연한다고 전했다. 기사는 은퇴설로 팬들이 불안해했으나 그녀가 직접 ""계약 만료일은 2025년 12월 31일이며, 그때까지 가수 BoA로서 행복하게 최선을 다하겠다""고 밝혔다고 인용했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,김동률,loyalty,17,2018년 한 매체의 결혼식 축가 인기 순위 조사에서 김동률·이소은의 듀엣곡 '기적'이 5위에 올랐다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BTS,spillover,5,한국은행 추산에 따르면 BTS는 한국 경제에 연간 약 50억 달러(GDP 약 0.5%)를 기여하는 것으로 나타났다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,NewJeans,loyalty,24,News.qq.com reported on member Hyein/Haerin(姜谐潾)'s magazine-cover solo comeback activity after returning to ADOR,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,엔믹스,loyalty,25,NMIXX 가오슝 공연(7/11·7/12 양일간) 소식을 Yahoo奇摩新聞(대만)이 보도.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,Crush,spillover,24,"Zico와 함께 '쇼미더머니12'(2026.1.15~) 프로듀서로 참여, 팀원 김하온이 우승하며 예능·힙합 신에서 영향력을 확장했다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,조용필,loyalty,0,2025년 8월 KBS 특별 콘서트 1차 티켓이 오픈 3분 만에 100% 예매율을 달성하며 매진됨.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이찬원,loyalty,27,"이찬원 팬클럽 '찬스'는 2026년 3월 데뷔 6주년을 기념해 아름다운재단에 약 2365만원을 기부했으며, 이 기부금은 자립준비청년의 학업생활보조비 및 진로탐색 활동 지원에 쓰인다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,엄정화,loyalty,16,"엄정화는 2023년 12월 서울(잠실학생체육관)·대구(EXCO)·부산(BEXCO) 등 3개 도시에서 총 4회, 20여 년 만의 단독 콘서트 '초대'를 열었다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,볼빨간사춘기,loyalty,15,"Held year-end solo concerts Dec 30-31, 2025 to perform their new comeback album ""Merry Go Round"" live for fans.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,CORTIS,loyalty,26,CORTIS가 2026년 알로뱅크 페스티벌에서 인도네시아 아레나 무대에 오른다는 기사(스트리밍 가능).,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,투어스(TWS),spillover,19,"TWS won two awards at the 40th Japan Gold Disc Awards — 'New Artist of the Year (Asia)' and 'Best 3 New Artist (Asia)' — after their July 2025 Japanese debut single 'Nice to see you again' earned four gold certifications in its first week and topped major Japanese charts, with platinum certification (250,000+ shipments) from the Japan Records Association.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,잔나비,spillover,45,"대만 매체 udn 산하 문화 매체 500 Times가 잔나비(JANNABI)의 첫 아시아투어 'Sweat & Stardust' 타이베이 공연(2026년 6월 27일, TICC)을 보도했다. 기사는 잔나비를 ""隱藏在K-POP光芒背後、韓國獨有抒情性的樂團""(K팝의 화려함 뒤에 숨어 있는, 한국 고유의 서정성을 지닌 밴드)이라고 소개했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,윤하,loyalty,6,'End Theory' 리패키지 타이틀곡 'Event Horizon'이 2022년 11월 주요 음원차트에서 퍼펙트 올킬을 달성하고 SBS 인기가요 3주 연속 1위를 기록하며 팬덤의 스트리밍·투표 화력이 지속적으로 뒷받침되었음,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,소녀시대,loyalty,6,2015년 한국 가수 최초로 음악방송 통산 100승을 달성했다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,성시경,spillover,22,성시경이 예능 '소라와 진경'에 출연해 '고려청자룩'이라는 패션 혹평을 받은 사연에 대해 직접 입을 열었다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,지코,spillover,4,"제니와 함께한 'SPOT!'(2024)은 iTunes 톱송 차트에서 최소 31개 지역 1위, 한국 내 멜론·벅스·지니 실시간 차트도 발매 수시간 내 석권함",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,엔믹스,spillover,6,2026년 2월 16일 브라질 상파울루 카니발에 K팝 그룹 최초로 참여했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,LE SSERAFIM,spillover,49,"카즈하, 에뛰드(ETUDE) 신규 비주얼 화보 공개를 오리콘 뉴스가 보도",,Y,브랜드 화보 공개(에뛰드) — '화보 촬영'만 사전에 있음,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,김재중,loyalty,31,"김재중은 2019년 강원도 산불 피해 주민들에게 1,000만 원을 기부했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,EXO,spillover,7,"Served as Samsung brand ambassadors for the 2014 Summer Youth Olympics, MLB Asia ambassadors (March 2018), and Korean Tourism Ambassadors (July 2018)",,Y,brand ambassadors (영문),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,NewJeans,loyalty,1,"데뷔 EP 'New Jeans'는 발매 당일 26만 2,800장이 판매되며 레이블 선배 그룹의 기존 기록을 넘어섰고, 이후 한국음악콘텐츠협회 밀리언 인증(124만 3,690장)을 받았다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,(여자)아이들,spillover,56,"(여자)아이들 전소연은 2026년 2월 한 인터뷰에서 개인 채널 운영과 앨범 제작 과정에서 겪는 극심한 심리적 부담감을 고백하며 ""죽을까 봐 제일 걱정""이라고 말해, 월 10억 원대 저작권 수입으로 화제였던 이후 정신적 스트레스 관리 문제가 재조명됐다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,CNBLUE,loyalty,0,"2012년 2월 일본 발매곡 'Where You Are'가 오리콘 싱글차트 1위에 오르며, 1971년 이후 41년 만에 오리콘 싱글 1위를 차지한 최초의 외국 밴드가 됐다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이효리,loyalty,10,이효리는 2011년 팬들과 함께 연탄 배달 봉사 활동을 했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,지코,loyalty,18,"ZICO 'King of the Zungle Tour in Bangkok' 방콕 단독 콘서트 개최, 모든 스킬을 쏟아낸 무대",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,STAYC,loyalty,12,"STAYC switched fan club SWITH from seasonal to year-round open registration via Weverse Shop starting June 16, 2025, with new fandom mascot ""WITHC"".",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,나훈아,spillover,11,"His national retirement tour ran across Incheon (Apr 2024), Daegu (Dec 7-8), Busan (Dec 14-15), concluding in Seoul (Jan 10-12, 2025) as a marquee media event marking the end of a 59-year career.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,IKON,loyalty,13,"As of August 2026, iKON's ""FOUREVER WORLD TOUR"" had completed 8 cities (Seoul, Macau, Tokyo, Bangkok, Manila, Taipei, Singapore, Kobe); agency 143 Entertainment said the shows drew ""enthusiastic responses"" from IKONIC fans met across multiple countries",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,송가인,spillover,38,스타뉴스가 2026년 8월 23일 보도한 8월 트로트 가수 브랜드평판 빅데이터 순위에서 송가인이 7위에 올랐다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,Stray Kids,spillover,38,"인도네시아 Kompas는 2022년 11월 자카르타 첫 단독 콘서트, 2024년 12월 재방문 콘서트 발표를 각각 별도 기사로 다뤄, Stray Kids의 인도네시아 공연이 반복되는 대형 이벤트 산업으로 자리잡았음을 보여준다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,권은비,spillover,64,스페인 K팝 매체 바나나(BA NA NA)가 권은비가 미니 2집 '컬러(Color)' 타이틀곡 '글리치(Glitch)' 발매 인터뷰에서 불면의 밤을 위로하는 곡 'OFF'에 대해 설명했다고 보도했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이문세,loyalty,8,"팬 커뮤니티 '마굿간'을 중심으로 유튜브·인스타그램 등에서 활발히 소통하고 있으며, 2025년 7월 7일부터 MBC FM4U 새 라디오 프로그램을 진행 중이다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,아이오아이,spillover,3,"'Very Very Very'는 133만 9,944건의 다운로드를 기록하며 그룹 최초 1위곡이 됐다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BTOB,spillover,26,BTOB 육성재는 2015년 5월 27일 방영된 MBC '황금어장 - 라디오스타'에 출연해 비투비 보컬 라인 중 메인급 실력자로 주목받았다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,RIIZE,spillover,34,"RIIZE는 2026년 2월 데뷔 최속 도쿄돔 공연 개최를 오리콘이 보도(제목: ""RIIZE、2026年2月に東京ドーム公演開催へ K-POP男性グループとしてデビュー最速"")",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,NewJeans,loyalty,35,4인 체제로 컴백을 확정했다고 Terra가 보도,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,권은비,spillover,12,"Korean EP sales: ""Color"" (Apr 2022) 57,947 copies, ""Lethality"" (Oct 2022) 46,188 copies; brand endorsements include Sprite, Nine Wishes, Lenstown, and Jadam Chicken",,Y,brand endorsements (영문),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,EXO,loyalty,34,EXO-SC(세훈·찬열)가 마닐라 팬콘에서 필리핀 팬들에게 감사 인사를 전함,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,(여자)아이들,spillover,44,"(여자)아이들은 2019년 8월~10월 Mnet 서바이벌 예능 '컴백전쟁: 퀸덤'에 참가해 3위를 기록했으며, 이때 선보인 '라이언(Lion)' 무대는 '월드클래스'라는 평가를 받으며 이후에도 회자되는 레전드 무대로 꼽힌다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,aespa,loyalty,37,SM엔터테인먼트 공식 뉴스룸이 에스파의 6월 서울 콘서트가 양일간 시야제한석까지 전석 매진됐다고 발표했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,god,loyalty,1,"2025년 12월 데뷔 26주년 완전체 콘서트(서울 3회·부산 2회 총 5회)가 전석 매진되어 언론이 ""리빙 레전드""라 평가했다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,이영지,loyalty,25,"이영지가 9월 타이베이 대중음악센터 단독 공연을 발표했다는 소식을 中時(旺得富理財網, 中國時報 계열)가 보도.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,린,spillover,23,"린은 유튜브 채널 '린티비'를 운영하며 브이로그, 공연 비하인드, Q&A 콘텐츠를 정기적으로 업로드하고, 구독자를 '린둥이'라 부른다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,DAY6,spillover,27,DAY6 멤버 원필은 드라마 '선녀외전' OST에 '시간의 잔상'을 불러 참여했으며 해당 스페셜 클립이 공식 유튜브에 공개됐다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,엄정화,spillover,27,"영화 '결혼은 미친 짓이다'(2002), '싱글즈'(2003), '오로라 공주'(2005), '인사동 스캔들'(2009) 등 다수 주연",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,브라운아이즈,spillover,49,영어판 위키백과는 나얼이 속한 브라운 아이드 소울이 데뷔 싱글로 KBS 가요 순위 프로그램에서 1위를 기록했고 2008년 한국대중음악상 R&B&소울 부문상을 수상했다고 소개한다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,다비치,spillover,7,"2008년 MAMA, 골든디스크 어워즈, 서울가요대상에서 동시에 '올해의 신인상'을 수상했다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,오마이걸,loyalty,16,"인도네시아 매체 detikcom은 같은 무대를 다룬 후속 기사에서 오마이걸이 자카르타 공연에서 ""논스톱으로 분위기를 즐겁게 만들었다""고 전했다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,IVE,spillover,29,"Loạt ảnh Jang Won Young tham dự sự kiện tại Việt Nam nhanh chóng gây bão mạng, nhận về lượng tương tác cực khủng.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,악동뮤지션,loyalty,0,데뷔 10주년을 맞아 2024년 3월 처음으로 공식 팬덤명 '악카데미(AKKADEMY)'를 발표하고 위버스 멤버십을 통해 가입을 받기 시작했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,ITZY,spillover,12,"Brand endorsements include Kia Motors, Lotte Duty Free, MAC Cosmetics, Maybelline New York (first Korean artists as its global spokesmodels), G-Shock, Line Friends, Pokémon, Adidas, H&M, Bench, and Charles & Keith",,Y,brand endorsements / global spokesmodels (영문),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,aespa,spillover,52,aespa는 2026년 7월 30일 니혼TV(닛폰 테레비) 아침 정보 예능 'DayDay.'에 전원 출연했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,영탁,loyalty,9,2025년 3월 데뷔 20주년을 맞아 첫 단독 팬콘서트를 개최했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,볼빨간사춘기,spillover,44,대만 티켓 플랫폼 KKTIX에 따르면 볼빨간사춘기는 2025년 1월 25일 국립대만대학교 종합체육관에서 '2025 BOL4 Asia Tour <Bloom>' 타이베이 공연을 열었다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,소녀시대,spillover,30,소녀시대가 2012년 7월 12일 전남 여수세계박람회(여수엑스포)장에서 열린 '엑스포 팝 페스티벌' 무대에 출연해 약 40미터 돌출형 슬라이딩 무대에서 공연했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,장윤정,spillover,10,"At peak activity, toured roughly 100,000 km nationally per year for regional events, at times appearing at up to 12 events in a single day.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,BTS,loyalty,63,BTS 멤버들이 2020년 6월 흑인인권 운동(BLM)에 100만 달러를 기부하자 아미도 24시간 만에 매칭 기부로 100만 달러를 모아 화제가 됐다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,엄정화,loyalty,7,"1998년 발매한 앨범 '초대'가 국내 45만 8,147장 판매를 기록했다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,소녀시대,spillover,69,"소녀시대 윤아가 2025년 하반기~2026년 초 드라마 '폭군의 셰프'와 영화 '악마가 이사왔다'로 다수의 연기 시상식을 휩쓸었다. 10주년 아시아 아티스트 어워즈(AAA)에서 TV 부문 올해의 여우주연상 대상과 베스트아티스트상·아시아스타상을 받았고, 제29회 춘사국제영화제 여우주연상, 제46회 청룡영화상 청정원 인기스타상, KCA 문화연예 시상식 올해의 배우상(영화 부문) 등을 수상했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
ad,투어스(TWS),loyalty,20,"According to Korean wiki namu.wiki, '42' is noted as the first K-pop idol fandom name composed entirely of numerals, reflecting PLEDIS/TWS's numeric '24/7' branding concept — a lower-confidence, community-sourced claim included with that caveat.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
